"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"08.11.2012","7,9585","7,9711","7,9801","7,9382","-0,19%"
"07.11.2012","7,9738","8,0029","8,0404","7,9505","-0,37%"
"06.11.2012","8,0034","7,9876","8,0116","7,9698","0,17%"
"05.11.2012","7,9901","8,0020","8,0229","7,9720","-0,27%"
"02.11.2012","8,0119","8,0730","8,0817","8,0007","-0,81%"
"01.11.2012","8,0775","8,0809","8,1025","8,0624","-0,08%"
"31.10.2012","8,0838","8,0868","8,1225","8,0749","-0,05%"
"30.10.2012","8,0877","8,0541","8,1027","8,0468","0,38%"
"29.10.2012","8,0570","8,0862","8,0884","8,0435","-0,38%"
"26.10.2012","8,0878","8,0760","8,0953","8,0480","0,18%"
"25.10.2012","8,0730","8,1009","8,1291","8,0673","-0,39%"
"24.10.2012","8,1046","8,1109","8,1239","8,0709","-0,11%"
"23.10.2012","8,1135","8,1712","8,1789","8,0909","-0,69%"
"22.10.2012","8,1698","8,1443","8,1829","8,1374","0,32%"
"19.10.2012","8,1440","8,1664","8,1761","8,1362","-0,29%"
"18.10.2012","8,1673","8,2031","8,2080","8,1589","-0,47%"
"17.10.2012","8,2056","8,2023","8,2217","8,1834","0,26%"
"16.10.2012","8,1846","8,1178","8,1859","8,1140","0,81%"
"15.10.2012","8,1186","8,1189","8,1405","8,0733","0,02%"
"12.10.2012","8,1170","8,1143","8,1415","8,0975","0,02%"
"11.10.2012","8,1155","8,0807","8,1299","8,0519","0,36%"
"10.10.2012","8,0866","8,0965","8,1180","8,0703","-0,17%"
"09.10.2012","8,1000","8,1522","8,1676","8,0840","-0,66%"
"08.10.2012","8,1540","8,1824","8,1873","8,1328","-0,45%"
"05.10.2012","8,1912","8,1799","8,2151","8,1642","0,11%"
"04.10.2012","8,1821","8,1114","8,1890","8,1095","0,87%"
"03.10.2012","8,1114","8,1164","8,1296","8,0913","-0,10%"
"02.10.2012","8,1192","8,0963","8,1507","8,0925","0,24%"
"01.10.2012","8,0998","8,0726","8,1325","8,0449","0,25%"
"28.09.2012","8,0797","8,1385","8,1519","8,0663","-0,73%"
"27.09.2012","8,1394","8,1113","8,1476","8,0837","0,35%"
"26.09.2012","8,1113","8,1356","8,1439","8,0873","-0,30%"
"25.09.2012","8,1356","8,1577","8,1804","8,1213","-0,27%"
"24.09.2012","8,1579","8,1809","8,1849","8,1318","-0,30%"
"21.09.2012","8,1827","8,1720","8,2281","8,1686","0,10%"
"20.09.2012","8,1747","8,2296","8,2406","8,1436","-0,69%"
"19.09.2012","8,2317","8,2427","8,2600","8,1962","-0,15%"
"18.09.2012","8,2440","8,2841","8,2904","8,2307","-0,51%"
"17.09.2012","8,2863","8,2884","8,3205","8,2639","-0,04%"
"14.09.2012","8,2899","8,2187","8,3164","8,2107","0,85%"
"13.09.2012","8,2204","8,1607","8,2312","8,1371","0,72%"
"12.09.2012","8,1613","8,1403","8,1847","8,1031","0,22%"
"11.09.2012","8,1431","8,0860","8,1551","8,0828","0,72%"
"10.09.2012","8,0852","8,1239","8,1263","8,0822","-0,55%"
"07.09.2012","8,1296","8,0110","8,1296","8,0039","1,47%"
"06.09.2012","8,0121","8,0002","8,0247","7,9659","0,13%"
"05.09.2012","8,0018","7,9737","8,0165","7,9355","0,32%"
"04.09.2012","7,9763","7,9791","8,0084","7,9674","-0,10%"
"03.09.2012","7,9839","7,9863","7,9972","7,9629","-0,02%"
"31.08.2012","7,9855","7,9387","8,0223","7,9294","0,55%"
"30.08.2012","7,9421","7,9588","7,9778","7,9279","-0,20%"
"29.08.2012","7,9584","7,9800","7,9857","7,9499","-0,29%"
"28.08.2012","7,9816","7,9428","7,9905","7,9224","0,45%"
"27.08.2012","7,9460","7,9472","7,9689","7,9379","-0,06%"
"24.08.2012","7,9510","7,9813","7,9870","7,9307","-0,39%"
"23.08.2012","7,9823","7,9572","8,0007","7,9533","0,32%"
"22.08.2012","7,9571","7,9252","7,9653","7,8943","0,38%"
"21.08.2012","7,9270","7,8498","7,9390","7,8472","0,96%"
"20.08.2012","7,8515","7,8458","7,8641","7,8174","0,12%"
"17.08.2012","7,8423","7,8651","7,8728","7,8121","-0,29%"
"16.08.2012","7,8654","7,8156","7,8769","7,8024","0,60%"
"15.08.2012","7,8185","7,8325","7,8536","7,8011","-0,21%"
"14.08.2012","7,8347","7,8435","7,8773","7,8307","-0,14%"
"13.08.2012","7,8456","7,8138","7,8699","7,7961","0,36%"
"10.08.2012","7,8172","7,8227","7,8332","7,7840","-0,10%"
"09.08.2012","7,8254","7,8647","7,8772","7,7993","-0,51%"
"08.08.2012","7,8659","7,8923","7,8993","7,8401","-0,35%"
"07.08.2012","7,8936","7,9002","7,9230","7,8799","-0,13%"
"06.08.2012","7,9035","7,8989","7,9308","7,8630","0,12%"
"03.08.2012","7,8939","7,7556","7,8977","7,7448","1,77%"
"02.08.2012","7,7568","7,7868","7,8977","7,7246","-0,39%"
"01.08.2012","7,7871","7,8214","7,8556","7,7791","-0,51%"
"31.07.2012","7,8268","7,8196","7,8448","7,7843","0,07%"
"30.07.2012","7,8216","7,8515","7,8553","7,7971","-0,50%"
"27.07.2012","7,8612","7,8388","7,9052","7,8100","0,26%"
"26.07.2012","7,8411","7,7613","7,8720","7,7344","0,97%"
"25.07.2012","7,7655","7,7031","7,7778","7,6954","0,82%"
"24.07.2012","7,7025","7,7336","7,7578","7,6884","-0,47%"
"23.07.2012","7,7389","7,7246","7,7543","7,7056","-0,12%"
"20.07.2012","7,7479","7,8239","7,8269","7,7387","-1,00%"
"19.07.2012","7,8259","7,8211","7,8522","7,7915","0,02%"
"18.07.2012","7,8241","7,8299","7,8431","7,7799","-0,13%"
"17.07.2012","7,8341","7,8244","7,8561","7,7663","0,09%"
"16.07.2012","7,8272","7,8186","7,8413","7,7645","0,15%"
"13.07.2012","7,8155","7,7728","7,8194","7,7569","0,52%"
"12.07.2012","7,7754","7,7926","7,8003","7,7531","-0,25%"
"11.07.2012","7,7949","7,7976","7,8313","7,7761","-0,07%"
"10.07.2012","7,8001","7,8451","7,8516","7,7868","-0,62%"
"09.07.2012","7,8486","7,8086","7,8531","7,7991","0,35%"
"06.07.2012","7,8209","7,8747","7,8944","7,8010","-0,70%"
"05.07.2012","7,8763","7,9509","7,9651","7,8572","-0,93%"
"04.07.2012","7,9499","8,0059","8,0075","7,9383","-0,74%"
"03.07.2012","8,0088","7,9869","8,0231","7,9765","0,24%"
"02.07.2012","7,9895","8,0499","8,0518","7,9778","-0,67%"
"29.06.2012","8,0437","7,9075","8,0653","7,9029","1,71%"
"28.06.2012","7,9084","7,9254","7,9683","7,8811","-0,24%"
"27.06.2012","7,9278","7,9469","7,9656","7,9089","-0,25%"
"26.06.2012","7,9479","7,9539","7,9718","7,9148","-0,12%"
"25.06.2012","7,9574","7,9880","7,9990","7,9343","-0,54%"
"22.06.2012","8,0007","7,9848","8,0102","7,9670","0,21%"
"21.06.2012","7,9838","8,0785","8,0845","7,9740","-1,18%"
"20.06.2012","8,0794","8,0609","8,1048","8,0359","0,21%"
"19.06.2012","8,0624","7,9930","8,0904","7,9875","0,83%"
"18.06.2012","7,9962","8,0968","8,1139","7,9816","-0,61%"
"15.06.2012","8,0449","8,0430","8,0627","8,0134","-0,03%"
"14.06.2012","8,0475","8,0007","8,0501","7,9877","0,61%"
"13.06.2012","7,9985","7,9661","8,0305","7,9467","0,35%"
"12.06.2012","7,9704","7,9395","7,9833","7,9254","0,32%"
"11.06.2012","7,9449","8,0623","8,0709","7,9420","-0,36%"
"08.06.2012","7,9739","7,9937","8,0028","7,9205","-0,25%"
"07.06.2012","7,9935","8,0036","8,0361","7,9743","-0,09%"
"06.06.2012","8,0011","7,9276","8,0100","7,9161","0,90%"
"05.06.2012","7,9301","7,9512","7,9830","7,9008","-0,30%"
"04.06.2012","7,9538","7,9173","7,9629","7,8829","0,43%"
"01.06.2012","7,9201","7,8706","7,9354","7,8250","0,62%"
"31.05.2012","7,8712","7,8609","7,9165","7,8552","0,09%"
"30.05.2012","7,8643","7,9252","7,9318","7,8577","-0,89%"
"29.05.2012","7,9348","7,9565","7,9818","7,9100","-0,29%"
"28.05.2012","7,9578","7,9717","8,0071","7,9452","0,21%"
"25.05.2012","7,9410","7,9551","7,9977","7,9267","-0,17%"
"24.05.2012","7,9545","7,9736","8,0070","7,9385","-0,23%"
"23.05.2012","7,9730","8,0203","8,0385","7,9457","-0,56%"
"22.05.2012","8,0182","8,1062","8,1128","8,0020","-1,12%"
"21.05.2012","8,1090","8,0878","8,1165","8,0498","0,24%"
"18.05.2012","8,0894","8,0226","8,0970","7,9999","0,74%"
"17.05.2012","8,0299","8,0377","8,0614","8,0109","-0,11%"
"16.05.2012","8,0389","8,0429","8,0681","8,0185","-0,06%"
"15.05.2012","8,0437","8,1052","8,1299","8,0360","-0,79%"
"14.05.2012","8,1077","8,1275","8,1491","8,1026","-0,53%"
"11.05.2012","8,1509","8,1644","8,1774","8,1477","-0,21%"
"10.05.2012","8,1679","8,1583","8,1959","8,1539","0,09%"
"09.05.2012","8,1605","8,1992","8,2039","8,1458","-0,50%"
"08.05.2012","8,2019","8,2356","8,2426","8,1880","-0,40%"
"07.05.2012","8,2345","8,2154","8,2421","8,1688","-0,19%"
"04.05.2012","8,2505","8,2907","8,3116","8,2469","-0,51%"
"03.05.2012","8,2924","8,2950","8,3120","8,2574","-0,08%"
"02.05.2012","8,2988","8,3505","8,3574","8,2755","-0,66%"
"01.05.2012","8,3537","8,3536","8,3827","8,3296","-0,01%"
"30.04.2012","8,3546","8,3529","8,3711","8,3322","-0,11%"
"27.04.2012","8,3635","8,3156","8,3750","8,2971","0,41%"
"26.04.2012","8,3296","8,3339","8,3612","8,3209","-0,09%"
"25.04.2012","8,3371","8,3217","8,3449","8,3041","0,18%"
"24.04.2012","8,3220","8,2995","8,3379","8,2894","0,29%"
"23.04.2012","8,2980","8,3214","8,3358","8,2658","-0,53%"
"20.04.2012","8,3422","8,2799","8,3454","8,2774","0,73%"
"19.04.2012","8,2817","8,2695","8,2987","8,2375","0,12%"
"18.04.2012","8,2718","8,2720","8,2825","8,2291","-0,01%"
"17.04.2012","8,2730","8,2939","8,3013","8,2504","-0,30%"
"16.04.2012","8,2982","8,2342","8,3039","8,1971","0,66%"
"13.04.2012","8,2434","8,3150","8,3281","8,2351","-0,88%"
"12.04.2012","8,3165","8,2685","8,3336","8,2607","0,55%"
"11.04.2012","8,2711","8,2546","8,3002","8,2439","0,19%"
"10.04.2012","8,2554","8,2673","8,2933","8,2371","-0,15%"
"09.04.2012","8,2675","8,2598","8,2858","8,2166","0,09%"
"06.04.2012","8,2599","8,2451","8,2713","8,2283","0,14%"
"05.04.2012","8,2483","8,2743","8,3064","8,2263","-0,34%"
"04.04.2012","8,2762","8,3316","8,3379","8,2529","-0,70%"
"03.04.2012","8,3345","8,3882","8,4195","8,3203","-0,67%"
"02.04.2012","8,3908","8,4116","8,4285","8,3616","-0,16%"
"30.03.2012","8,4041","8,3852","8,4275","8,3807","0,20%"
"29.03.2012","8,3871","8,3943","8,4193","8,3557","-0,11%"
"28.03.2012","8,3964","8,3972","8,4360","8,3692","-0,04%"
"27.03.2012","8,3997","8,4311","8,4421","8,3934","-0,43%"
"26.03.2012","8,4357","8,3659","8,4420","8,3280","0,78%"
"23.03.2012","8,3702","8,3124","8,3842","8,2924","0,67%"
"22.03.2012","8,3143","8,3509","8,3724","8,2722","-0,48%"
"21.03.2012","8,3546","8,3620","8,4021","8,3306","-0,10%"
"20.03.2012","8,3629","8,3692","8,3826","8,3292","-0,10%"
"19.03.2012","8,3712","8,3324","8,3874","8,3063","0,49%"
"16.03.2012","8,3303","8,2778","8,3394","8,2479","0,61%"
"15.03.2012","8,2801","8,2492","8,3035","8,2316","0,36%"
"14.03.2012","8,2501","8,2727","8,2926","8,2359","-0,34%"
"13.03.2012","8,2780","8,3172","8,3421","8,2569","-0,52%"
"12.03.2012","8,3211","8,2724","8,3268","8,2554","0,53%"
"09.03.2012","8,2771","8,3881","8,3888","8,2641","-1,27%"
"08.03.2012","8,3838","8,2947","8,3946","8,2865","1,03%"
"07.03.2012","8,2982","8,2720","8,3065","8,2627","0,32%"
"06.03.2012","8,2720","8,3367","8,3470","8,2638","-0,75%"
"05.03.2012","8,3348","8,3071","8,3519","8,2977","0,23%"
"02.03.2012","8,3159","8,3867","8,4031","8,3042","-0,86%"
"01.03.2012","8,3880","8,3861","8,4138","8,3665","0,01%"
"29.02.2012","8,3875","8,4808","8,4911","8,3785","-1,13%"
"28.02.2012","8,4833","8,4411","8,4870","8,4331","0,46%"
"27.02.2012","8,4442","8,4785","8,4891","8,4211","-0,36%"
"24.02.2012","8,4749","8,4217","8,4944","8,4112","0,62%"
"23.02.2012","8,4224","8,3384","8,4236","8,3277","0,98%"
"22.02.2012","8,3407","8,3321","8,3544","8,3170","0,05%"
"21.02.2012","8,3369","8,3454","8,3749","8,3079","-0,09%"
"20.02.2012","8,3440","8,3039","8,3656","8,2964","0,72%"
"17.02.2012","8,2843","8,2756","8,3134","8,2604","0,05%"
"16.02.2012","8,2798","8,2307","8,2949","8,1749","0,56%"
"15.02.2012","8,2337","8,2681","8,3136","8,2168","-0,37%"
"14.02.2012","8,2641","8,3073","8,3268","8,2385","-0,54%"
"13.02.2012","8,3088","8,3191","8,3662","8,3035","0,09%"
"10.02.2012","8,3015","8,3606","8,3670","8,2851","-0,74%"
"09.02.2012","8,3636","8,3449","8,3859","8,3160","0,23%"
"08.02.2012","8,3447","8,3586","8,3677","8,3191","-0,22%"
"07.02.2012","8,3630","8,2902","8,3680","8,2540","0,90%"
"06.02.2012","8,2885","8,2635","8,2986","8,2221","0,05%"
"03.02.2012","8,2840","8,2823","8,3237","8,2345","-0,01%"
"02.02.2012","8,2849","8,2994","8,3234","8,2440","-0,18%"
"01.02.2012","8,2996","8,2515","8,3380","8,2126","0,60%"
"31.01.2012","8,2503","8,3151","8,3412","8,2263","-0,81%"
"30.01.2012","8,3175","8,3741","8,3810","8,2771","-0,73%"
"27.01.2012","8,3783","8,2988","8,3796","8,2804","0,97%"
"26.01.2012","8,2982","8,2975","8,3514","8,2886","-0,06%"
"25.01.2012","8,3029","8,2500","8,3111","8,1879","0,66%"
"24.01.2012","8,2482","8,2500","8,2748","8,2025","-0,07%"
"23.01.2012","8,2539","8,1506","8,2684","8,1499","0,74%"
"20.01.2012","8,1930","8,1896","8,2208","8,1608","0,06%"
"19.01.2012","8,1883","8,1139","8,1946","8,1036","0,90%"
"18.01.2012","8,1150","8,0404","8,1187","8,0358","0,88%"
"17.01.2012","8,0439","7,9976","8,0882","7,9882","0,56%"
"16.01.2012","7,9992","7,9695","8,0150","7,9645","0,06%"
"13.01.2012","7,9942","8,1006","8,1287","7,9607","-1,35%"
"12.01.2012","8,1033","8,0243","8,1153","8,0206","0,99%"
"11.01.2012","8,0240","8,0650","8,0770","7,9953","-0,52%"
"10.01.2012","8,0660","8,0602","8,0945","8,0449","0,06%"
"09.01.2012","8,0615","8,0065","8,0755","7,9896","0,44%"
"06.01.2012","8,0258","8,0575","8,0840","8,0098","-0,35%"
"05.01.2012","8,0540","8,1458","8,1558","8,0455","-1,13%"
"04.01.2012","8,1463","8,2137","8,2282","8,1169","-0,82%"
"03.01.2012","8,2134","8,1400","8,2310","8,1381","0,93%"
"02.01.2012","8,1376","8,1430","8,1620","8,1287","-0,13%"
"30.12.2011","8,1478","8,1890","8,1951","8,1210","-0,52%"
"29.12.2011","8,1901","8,1782","8,1933","8,1231","0,16%"
"28.12.2011","8,1771","8,2609","8,2699","8,1605","-1,02%"
"27.12.2011","8,2617","8,2531","8,2736","8,2393","0,12%"
"26.12.2011","8,2522","8,2652","8,2758","8,2375","-0,17%"
"23.12.2011","8,2663","8,2720","8,3034","8,2532","-0,09%"
"22.12.2011","8,2737","8,2687","8,3198","8,2506","0,07%"
"21.12.2011","8,2681","8,2998","8,3665","8,2549","-0,41%"
"20.12.2011","8,3019","8,2389","8,3343","8,2303","0,81%"
"19.12.2011","8,2352","8,2789","8,2810","8,2300","-0,49%"
"16.12.2011","8,2761","8,2957","8,3152","8,2485","-0,25%"
"15.12.2011","8,2967","8,2696","8,3203","8,2569","0,34%"
"14.12.2011","8,2689","8,2927","8,3238","8,2466","-0,34%"
"13.12.2011","8,2971","8,3875","8,4250","8,2787","-1,10%"
"12.12.2011","8,3890","8,5158","8,5192","8,3709","-1,46%"
"09.12.2011","8,5130","8,4873","8,5499","8,4530","0,27%"
"08.12.2011","8,4903","8,5363","8,5647","8,4536","-0,53%"
"07.12.2011","8,5358","8,5278","8,5627","8,4957","0,07%"
"06.12.2011","8,5300","8,5193","8,5472","8,4858","0,01%"
"05.12.2011","8,5290","8,5441","8,5837","8,5097","0,05%"
"02.12.2011","8,5247","8,5692","8,6177","8,4971","-0,57%"
"01.12.2011","8,5733","8,5708","8,6128","8,5393","-0,02%"
"30.11.2011","8,5746","8,4908","8,6312","8,4464","0,88%"
"29.11.2011","8,5002","8,4982","8,5754","8,4762","0,01%"
"28.11.2011","8,4991","8,4965","8,5554","8,4675","0,64%"
"25.11.2011","8,4454","8,4901","8,4982","8,4282","-0,56%"
"24.11.2011","8,4930","8,4829","8,5337","8,4703","0,16%"
"23.11.2011","8,4798","8,5918","8,6077","8,4671","-1,35%"
"22.11.2011","8,5957","8,5820","8,6315","8,5717","0,11%"
"21.11.2011","8,5866","8,5851","8,6133","8,5414","-0,03%"
"18.11.2011","8,5894","8,5471","8,6542","8,5382","0,48%"
"17.11.2011","8,5484","8,5384","8,6006","8,5143","0,09%"
"16.11.2011","8,5411","8,5899","8,6047","8,5241","-0,57%"
"15.11.2011","8,5901","8,6600","8,6756","8,5645","-0,82%"
"14.11.2011","8,6615","8,7552","8,7612","8,6345","-0,69%"
"11.11.2011","8,7221","8,6291","8,7500","8,6090","1,00%"
"10.11.2011","8,6356","8,5870","8,6643","8,5564","0,53%"
"09.11.2011","8,5897","8,7800","8,7945","8,5731","-2,19%"
"08.11.2011","8,7823","8,7445","8,7893","8,7106","0,42%"
"07.11.2011","8,7455","8,7720","8,7775","8,6836","-0,03%"
"04.11.2011","8,7480","8,7718","8,7934","8,6919","-0,30%"
"03.11.2011","8,7745","8,7369","8,7999","8,6697","0,42%"
"02.11.2011","8,7374","8,7021","8,7901","8,6640","0,39%"
"01.11.2011","8,7038","8,8044","8,8153","8,6468","-1,17%"
"31.10.2011","8,8070","8,9939","9,0085","8,7866","-2,11%"
"28.10.2011","8,9967","9,0171","9,0339","8,9833","-0,30%"
"27.10.2011","9,0235","8,8198","9,0636","8,8077","2,15%"
"26.10.2011","8,8338","8,8468","8,8801","8,7652","-0,13%"
"25.10.2011","8,8450","8,8781","8,8846","8,8074","-0,37%"
"24.10.2011","8,8778","8,8484","8,8976","8,8094","0,08%"
"21.10.2011","8,8709","8,7906","8,8753","8,7464","0,85%"
"20.10.2011","8,7960","8,7702","8,8389","8,7154","0,27%"
"19.10.2011","8,7726","8,7654","8,8467","8,7555","0,07%"
"18.10.2011","8,7661","8,7452","8,8178","8,7096","0,14%"
"17.10.2011","8,7538","8,8551","8,8641","8,7414","-1,11%"
"14.10.2011","8,8522","8,7884","8,8651","8,7558","0,67%"
"13.10.2011","8,7932","8,7626","8,8198","8,7318","0,29%"
"12.10.2011","8,7676","8,6993","8,7975","8,6525","0,80%"
"11.10.2011","8,6984","8,6571","8,7246","8,6376","0,43%"
"10.10.2011","8,6609","8,5386","8,6970","8,5265","1,56%"
"07.10.2011","8,5282","8,5644","8,6232","8,5157","-0,46%"
"06.10.2011","8,5676","8,5119","8,5816","8,4398","0,69%"
"05.10.2011","8,5093","8,5080","8,5329","8,4507","0,01%"
"04.10.2011","8,5084","8,4016","8,5199","8,3786","1,35%"
"03.10.2011","8,3952","8,5057","8,6631","8,3901","-1,73%"
"30.09.2011","8,5433","8,6882","8,7074","8,5344","-1,76%"
"29.09.2011","8,6966","8,6478","8,7527","8,6421","0,46%"
"28.09.2011","8,6568","8,6929","8,7563","8,6504","-0,44%"
"27.09.2011","8,6950","8,6539","8,7468","8,6219","0,39%"
"26.09.2011","8,6616","8,6269","8,6700","8,5374","0,45%"
"23.09.2011","8,6228","8,5975","8,6701","8,5692","0,27%"
"22.09.2011","8,5996","8,6636","8,6849","8,5483","-0,71%"
"21.09.2011","8,6611","8,7457","8,7977","8,6502","-1,03%"
"20.09.2011","8,7509","8,7315","8,7753","8,6811","0,12%"
"19.09.2011","8,7401","8,7260","8,7631","8,6801","-0,77%"
"16.09.2011","8,8082","8,8685","8,8723","8,7782","-0,70%"
"15.09.2011","8,8702","8,7819","8,9070","8,7537","0,95%"
"14.09.2011","8,7868","8,7538","8,8117","8,6927","0,35%"
"13.09.2011","8,7561","8,7301","8,7926","8,6730","0,25%"
"12.09.2011","8,7343","8,6666","8,7483","8,6228","0,14%"
"09.09.2011","8,7219","8,8607","8,9029","8,7043","-1,59%"
"08.09.2011","8,8629","9,0076","9,0105","8,8536","-1,66%"
"07.09.2011","9,0122","8,9422","9,0438","8,9409","0,74%"
"06.09.2011","8,9464","9,0006","9,1236","8,9276","-0,58%"
"05.09.2011","8,9990","9,0401","9,0547","8,9771","-0,75%"
"02.09.2011","9,0674","9,0974","9,1231","9,0510","-0,35%"
"01.09.2011","9,0997","9,1684","9,1726","9,0760","-0,79%"
"31.08.2011","9,1721","9,2100","9,2291","9,1575","-0,48%"
"30.08.2011","9,2161","9,2612","9,2752","9,1756","-0,48%"
"29.08.2011","9,2602","9,2574","9,2846","9,2360","-0,01%"
"26.08.2011","9,2608","9,1829","9,2633","9,1497","0,78%"
"25.08.2011","9,1891","9,2057","9,2515","9,1537","-0,21%"
"24.08.2011","9,2081","9,2322","9,2522","9,1875","-0,32%"
"23.08.2011","9,2380","9,1885","9,2762","9,1825","0,52%"
"22.08.2011","9,1901","9,1864","9,2412","9,1768","-0,13%"
"19.08.2011","9,2021","9,1507","9,2386","9,1205","0,53%"
"18.08.2011","9,1537","9,2118","9,2350","9,1142","-0,69%"
"17.08.2011","9,2174","9,1904","9,2699","9,1501","0,22%"
"16.08.2011","9,1970","9,2306","9,2404","9,1592","-0,38%"
"15.08.2011","9,2321","9,1101","9,2527","9,1101","1,39%"
"12.08.2011","9,1051","9,1037","9,1326","9,0486","-0,03%"
"11.08.2011","9,1080","9,0874","9,1413","9,0155","0,13%"
"10.08.2011","9,0965","9,2553","9,2579","9,0868","-1,56%"
"09.08.2011","9,2411","9,1179","9,2482","9,1044","1,29%"
"08.08.2011","9,1232","9,2634","9,2681","9,0909","-0,82%"
"05.08.2011","9,1986","9,0752","9,2095","9,0475","1,29%"
"04.08.2011","9,0815","9,2199","9,2487","9,0688","-1,47%"
"03.08.2011","9,2167","9,1309","9,2304","9,1066","0,87%"
"02.08.2011","9,1373","9,1751","9,1967","9,1091","-0,37%"
"01.08.2011","9,1709","9,2389","9,2975","9,1254","-1,03%"
"29.07.2011","9,2667","9,2292","9,2783","9,1571","0,37%"
"28.07.2011","9,2329","9,2591","9,2774","9,1804","-0,25%"
"27.07.2011","9,2559","9,3486","9,3632","9,2377","-0,99%"
"26.07.2011","9,3480","9,2646","9,3576","9,2496","0,90%"
"25.07.2011","9,2650","9,2802","9,2875","9,2312","0,10%"
"22.07.2011","9,2559","9,3066","9,3106","9,2327","-0,57%"
"21.07.2011","9,3087","9,1860","9,3210","9,1233","1,36%"
"20.07.2011","9,1838","9,1446","9,1955","9,1222","0,37%"
"19.07.2011","9,1495","9,1210","9,1893","9,0980","0,25%"
"18.07.2011","9,1271","9,1201","9,1372","9,0612","-0,20%"
"15.07.2011","9,1457","9,1337","9,1734","9,1035","0,08%"
"14.07.2011","9,1380","9,1748","9,2378","9,1156","-0,38%"
"13.07.2011","9,1732","9,0433","9,1926","9,0278","1,39%"
"12.07.2011","9,0472","9,0816","9,0983","8,9548","-0,32%"
"11.07.2011","9,0760","9,1893","9,1979","9,0436","-1,61%"
"08.07.2011","9,2248","9,2827","9,2932","9,1823","-0,66%"
"07.07.2011","9,2858","9,2582","9,2947","9,1883","0,28%"
"06.07.2011","9,2599","9,3257","9,3586","9,2382","-0,74%"
"05.07.2011","9,3293","9,3976","9,4078","9,3078","-0,73%"
"04.07.2011","9,3976","9,3994","9,4259","9,3641","0,08%"
"01.07.2011","9,3905","9,3701","9,4096","9,3300","0,14%"
"30.06.2011","9,3774","9,3270","9,3993","9,3225","0,50%"
"29.06.2011","9,3305","9,2914","9,3384","9,2587","0,37%"
"28.06.2011","9,2957","9,2582","9,3164","9,2093","0,38%"
"27.06.2011","9,2602","9,1847","9,2667","9,1269","0,76%"
"24.06.2011","9,1900","9,2234","9,2668","9,1536","-0,37%"
"23.06.2011","9,2237","9,2620","9,2661","9,1339","-0,53%"
"22.06.2011","9,2728","9,3070","9,3387","9,2620","-0,44%"
"21.06.2011","9,3138","9,2588","9,3248","9,2522","0,57%"
"20.06.2011","9,2609","9,2340","9,2764","9,1845","0,00%"
"17.06.2011","9,2607","9,2011","9,2807","9,1322","0,64%"
"16.06.2011","9,2020","9,1775","9,2099","9,1104","0,22%"
"15.06.2011","9,1821","9,3563","9,3686","9,1746","-1,88%"
"14.06.2011","9,3582","9,3460","9,3951","9,3154","0,14%"
"13.06.2011","9,3454","9,2847","9,3570","9,2789","0,51%"
"10.06.2011","9,2980","9,3941","9,4292","9,2795","-1,04%"
"09.06.2011","9,3959","9,4392","9,4908","9,3744","-0,47%"
"08.06.2011","9,4399","9,5199","9,5239","9,4295","-0,86%"
"07.06.2011","9,5220","9,4418","9,5279","9,4216","0,82%"
"06.06.2011","9,4441","9,4761","9,4992","9,4295","-0,42%"
"03.06.2011","9,4837","9,3923","9,4892","9,3637","0,95%"
"02.06.2011","9,3943","9,2771","9,4105","9,2770","1,29%"
"01.06.2011","9,2744","9,3239","9,3683","9,2668","-0,57%"
"31.05.2011","9,3279","9,2595","9,3460","9,2589","0,74%"
"30.05.2011","9,2593","9,2894","9,2918","9,2423","-0,44%"
"27.05.2011","9,3006","9,1730","9,3012","9,1658","1,36%"
"26.05.2011","9,1756","9,1447","9,2237","9,1302","0,31%"
"25.05.2011","9,1474","9,1602","9,1708","9,0972","-0,19%"
"24.05.2011","9,1651","9,1349","9,1861","9,1035","0,27%"
"23.05.2011","9,1405","9,1728","9,1836","9,0862","-0,55%"
"20.05.2011","9,1909","9,3040","9,3275","9,1738","-1,29%"
"19.05.2011","9,3109","9,2683","9,3195","9,2386","0,46%"
"18.05.2011","9,2681","9,2609","9,2935","9,2297","0,06%"
"17.05.2011","9,2624","9,2143","9,2644","9,1849","0,52%"
"16.05.2011","9,2144","9,1475","9,2691","9,1267","0,42%"
"13.05.2011","9,1758","9,2540","9,3163","9,1384","-0,86%"
"12.05.2011","9,2558","9,2199","9,2792","9,1768","0,42%"
"11.05.2011","9,2174","9,3497","9,3670","9,1985","-1,45%"
"10.05.2011","9,3527","9,3188","9,3572","9,2653","0,27%"
"09.05.2011","9,3276","9,3278","9,3823","9,2555","0,38%"
"06.05.2011","9,2922","9,4408","9,4801","9,2895","-1,60%"
"05.05.2011","9,4429","9,6258","9,6780","9,4200","-1,90%"
"04.05.2011","9,6257","9,6278","9,7025","9,5993","-0,08%"
"03.05.2011","9,6331","9,6185","9,6738","9,5820","0,08%"
"02.05.2011","9,6258","9,6201","9,6771","9,5785","0,19%"
"29.04.2011","9,6080","9,6377","9,6592","9,5920","-0,31%"
"28.04.2011","9,6382","9,6249","9,6788","9,6020","0,16%"
"27.04.2011","9,6228","9,5588","9,6345","9,5259","0,67%"
"26.04.2011","9,5587","9,5161","9,5691","9,4421","0,43%"
"25.04.2011","9,5181","9,4718","9,5514","9,4601","0,49%"
