Date,Last,Open,Max,Min,Vol_K,Var_%
2019-08-09,500.12,498.25,505.38,496.0,,0.38
2019-08-08,498.25,489.12,502.62,486.12,,1.74
2019-08-07,489.75,484.5,489.75,477.62,,1.08
2019-08-06,484.5,492.62,495.75,482.88,,-1.92
2019-08-05,494.0,489.75,494.88,479.38,,0.64
2019-08-02,490.88,477.62,491.12,476.25,,2.43
2019-08-01,479.25,487.0,488.5,472.12,,-1.49
2019-07-31,486.5,496.25,500.62,484.62,,-2.01
2019-07-30,496.5,502.38,503.12,495.12,,-1.19
2019-07-29,502.5,493.62,507.0,493.12,,1.33
