Date,Last,Open,Max,Min,Vol_M,Var_%
2017-02-17,9500.3,9564.8,9571.0,9438.2,234.06,-0.57
2017-02-16,9554.7,9582.5,9614.6,9526.0,213.99,-0.31
2017-02-15,9584.1,9557.1,9612.8,9528.2,235.35,0.78
2017-02-14,9510.2,9489.1,9528.6,9461.0,206.91,0.28
2017-02-13,9484.1,9421.9,9501.3,9387.7,178.86,1.13
2017-02-10,9378.1,9478.2,9498.3,9356.0,231.38,-0.64
2017-02-09,9438.4,9353.9,9444.9,9318.1,274.08,1.17
2017-02-08,9329.7,9362.0,9378.4,9236.6,312.73,-0.02
2017-02-07,9331.5,9321.9,9389.2,9304.5,284.08,-0.28
2017-02-06,9357.3,9459.4,9482.0,9337.4,287.14,-1.11
2017-02-03,9462.7,9435.3,9482.6,9396.8,393.83,0.6
2017-02-02,9406.4,9321.2,9426.4,9301.5,293.59,0.81
2017-02-01,9330.8,9416.0,9423.3,9304.5,304.38,0.17
2017-01-31,9315.2,9365.9,9430.3,9315.2,282.77,-0.49
2017-01-30,9361.3,9460.6,9472.8,9349.1,220.04,-1.5
2017-01-27,9504.1,9531.4,9533.5,9420.2,234.87,-0.09
2017-01-26,9512.8,9601.6,9623.5,9495.5,285.95,-0.38
2017-01-25,9549.3,9483.5,9588.8,9479.4,404.76,1.73
2017-01-24,9387.2,9319.2,9387.2,9296.6,201.31,0.89
2017-01-23,9304.8,9337.8,9362.4,9279.0,197.62,-0.8
2017-01-20,9380.1,9377.5,9439.0,9345.2,238.87,0.01
2017-01-19,9379.1,9406.4,9431.3,9327.4,259.1,-0.08
2017-01-18,9386.2,9425.1,9430.8,9362.2,211.88,-0.09
2017-01-17,9394.9,9390.4,9429.0,9361.9,255.12,-0.16
2017-01-16,9410.0,9457.2,9465.2,9407.8,197.58,-1.07
2017-01-13,9511.6,9445.1,9524.3,9416.7,210.31,1.11
2017-01-12,9407.4,9378.0,9452.3,9343.0,261.9,-0.01
2017-01-11,9408.6,9456.4,9468.1,9378.6,298.56,-0.46
2017-01-10,9452.0,9497.1,9497.3,9425.0,220.46,-0.43
2017-01-09,9492.8,9536.9,9536.9,9446.2,194.38,-0.24
2017-01-06,9515.9,9487.0,9515.9,9451.2,144.57,0.29
2017-01-05,9488.2,9427.9,9507.2,9413.6,221.28,0.27
2017-01-04,9462.9,9522.1,9538.4,9424.1,238.02,-0.33
2017-01-03,9494.7,9448.3,9552.1,9438.8,280.88,0.81
2017-01-02,9418.7,9332.6,9432.6,9318.1,108.39,0.71
2016-12-30,9352.1,9310.0,9352.1,9293.2,166.81,0.27
2016-12-29,9327.1,9283.4,9333.4,9269.5,130.74,-0.19
2016-12-28,9344.9,9357.2,9369.2,9317.7,151.82,-0.34
2016-12-27,9376.6,9354.8,9390.9,9346.9,109.3,0.1
2016-12-23,9367.7,9347.4,9377.9,9339.6,156.03,0.37
2016-12-22,9333.6,9341.5,9374.8,9297.5,181.12,-0.41
2016-12-21,9371.7,9384.7,9420.8,9300.3,336.07,-0.38
2016-12-20,9407.9,9329.1,9421.5,9322.3,261.18,0.76
2016-12-19,9336.7,9376.8,9387.0,9336.0,266.99,-0.81
2016-12-16,9412.8,9310.3,9452.9,9299.3,577.32,0.77
2016-12-15,9340.8,9225.8,9354.8,9220.3,363.02,1.33
2016-12-14,9218.4,9306.9,9319.4,9207.1,297.1,-1.21
2016-12-13,9331.3,9160.9,9341.9,9132.6,362.54,1.58
2016-12-12,9186.4,9171.7,9208.6,9148.5,258.1,0.18
2016-12-09,9169.6,9121.1,9179.4,9093.4,330.16,0.26
2016-12-08,9145.4,9002.5,9179.6,8992.6,468.93,2.06
2016-12-07,8960.4,8951.2,8974.7,8912.6,361.0,0.75
2016-12-06,8893.3,8692.4,8906.6,8670.5,316.38,2.64
2016-12-05,8664.7,8533.9,8750.8,8512.4,288.0,0.67
2016-12-02,8607.1,8610.6,8635.6,8576.0,249.93,-0.72
2016-12-01,8669.2,8671.6,8711.3,8632.7,365.92,-0.22
2016-11-30,8688.2,8662.7,8714.9,8638.4,350.82,0.24
2016-11-29,8667.0,8614.3,8697.8,8591.4,215.9,0.55
2016-11-28,8619.3,8651.8,8698.9,8586.7,270.08,-0.64
2016-11-25,8674.4,8671.0,8674.8,8623.8,170.46,0.2
2016-11-24,8657.2,8657.4,8672.7,8614.6,166.34,0.34
2016-11-23,8627.5,8666.6,8673.6,8604.8,273.14,-0.28
2016-11-22,8651.5,8672.8,8684.7,8640.7,285.02,0.43
2016-11-21,8614.6,8659.9,8660.9,8558.5,199.68,-0.1
2016-11-18,8622.9,8754.7,8756.3,8581.5,293.09,-1.09
2016-11-17,8718.0,8622.4,8718.0,8611.6,274.43,0.92
2016-11-16,8638.5,8712.9,8753.1,8563.6,287.03,-0.56
2016-11-15,8687.1,8665.7,8707.9,8620.6,283.0,0.33
2016-11-14,8658.2,8733.0,8765.2,8602.1,331.69,0.22
2016-11-11,8639.2,8819.5,8840.1,8614.1,358.28,-1.34
2016-11-10,8756.8,8983.0,9053.9,8708.4,559.62,-1.63
2016-11-09,8901.5,8595.3,8901.9,8570.4,582.35,-0.4
2016-11-08,8937.0,8936.8,8952.0,8859.8,253.82,0.2
2016-11-07,8918.8,8949.4,8960.1,8890.7,211.37,1.45
2016-11-04,8791.6,8862.3,8866.1,8755.1,230.51,-0.99
2016-11-03,8879.9,8858.2,8929.7,8835.5,248.75,0.07
2016-11-02,8873.4,8972.8,8973.9,8864.8,271.69,-1.85
2016-11-01,9040.7,9206.5,9214.1,9032.0,224.86,-1.12
2016-10-31,9143.3,9144.9,9171.7,9109.2,271.72,-0.63
2016-10-28,9201.3,9150.4,9206.6,9086.0,341.23,0.04
2016-10-27,9197.2,9163.5,9200.0,9102.8,310.94,0.26
2016-10-26,9173.3,9151.5,9183.7,9111.2,271.8,0.37
2016-10-25,9139.7,9207.8,9236.6,9116.4,286.93,-0.83
2016-10-24,9216.2,9156.4,9255.3,9145.5,335.32,1.27
2016-10-21,9100.4,9063.7,9100.4,9035.6,260.46,0.43
2016-10-20,9061.2,8975.4,9077.2,8961.6,297.55,1.24
2016-10-19,8950.1,8890.3,8956.9,8842.5,261.21,0.96
2016-10-18,8865.3,8786.5,8879.8,8769.9,253.5,1.43
2016-10-17,8740.7,8721.0,8784.8,8714.5,215.14,-0.31
2016-10-14,8767.9,8640.8,8800.8,8635.5,244.61,1.85
2016-10-13,8608.7,8634.9,8634.9,8551.2,289.16,-0.9
2016-10-12,8686.5,8714.5,8760.0,8677.1,165.22,-0.08
2016-10-11,8693.2,8690.4,8752.6,8657.5,210.9,-0.1
2016-10-10,8701.5,8631.3,8713.7,8566.7,200.51,0.9
2016-10-07,8624.3,8759.9,8762.3,8596.0,284.89,-1.52
2016-10-06,8757.4,8820.8,8846.4,8742.3,273.33,-0.24
2016-10-05,8778.3,8691.3,8788.2,8669.3,243.78,0.11
2016-10-04,8769.0,8769.0,8810.1,8741.2,212.65,0.2
2016-10-03,8751.6,8759.0,8788.9,8707.2,157.19,-0.32
2016-09-30,8779.4,8649.0,8805.4,8543.1,452.0,-0.19
2016-09-29,8796.3,8834.0,8864.8,8778.4,226.72,0.64
2016-09-28,8740.4,8744.0,8806.5,8715.8,196.36,0.6
2016-09-27,8688.2,8776.0,8781.0,8634.2,268.22,-0.27
2016-09-26,8711.4,8765.4,8765.4,8630.0,261.95,-1.27
2016-09-23,8823.6,8885.9,8893.9,8785.8,315.88,-1.25
2016-09-22,8934.9,8819.8,8966.1,8815.3,279.39,2.01
2016-09-21,8758.5,8817.0,8837.4,8748.0,247.44,0.83
2016-09-20,8686.1,8695.1,8735.2,8649.5,167.67,-0.34
2016-09-19,8715.5,8723.5,8736.3,8689.5,185.97,0.95
2016-09-16,8633.4,8700.9,8725.1,8603.3,406.19,-1.0
2016-09-15,8720.5,8697.0,8742.8,8665.4,214.62,0.21
2016-09-14,8702.4,8769.9,8779.6,8684.2,232.22,-0.25
2016-09-13,8724.2,8907.2,8924.0,8724.2,216.03,-1.61
2016-09-12,8866.6,8877.1,8880.7,8790.8,243.74,-1.76
2016-09-09,9025.5,9065.5,9135.8,9004.8,232.05,-0.83
2016-09-08,9101.1,9028.6,9115.6,8974.9,251.73,0.95
2016-09-07,9015.3,8931.8,9021.9,8908.7,206.12,1.3
2016-09-06,8899.5,8991.4,8996.3,8893.9,187.94,-0.6
2016-09-05,8953.3,8928.4,8979.3,8913.5,153.72,0.5
2016-09-02,8908.9,8789.9,8912.6,8743.2,227.6,1.67
2016-09-01,8762.8,8746.3,8884.9,8730.8,300.78,0.53
2016-08-31,8716.8,8677.4,8780.7,8671.4,297.36,0.36
2016-08-30,8685.4,8629.4,8731.9,8629.0,155.9,0.8
2016-08-29,8616.4,8611.2,8660.9,8573.7,98.61,-0.5
2016-08-26,8659.5,8595.7,8673.9,8566.5,125.66,0.7
2016-08-25,8599.5,8612.3,8628.1,8555.0,132.16,-0.65
2016-08-24,8655.5,8532.0,8665.9,8509.8,196.14,0.87
2016-08-23,8580.9,8512.8,8602.4,8506.3,163.44,1.33
2016-08-22,8468.0,8431.3,8522.8,8407.6,135.1,0.21
2016-08-19,8450.6,8556.2,8556.3,8393.5,162.78,-1.16
2016-08-18,8550.1,8549.2,8555.1,8481.3,166.8,0.74
2016-08-17,8487.0,8646.2,8652.7,8485.6,154.96,-1.56
2016-08-16,8621.7,8689.0,8714.3,8621.7,153.28,-1.13
2016-08-15,8720.6,8711.0,8753.6,8694.6,81.08,0.05
2016-08-12,8716.4,8704.5,8747.6,8698.0,123.77,-0.04
2016-08-11,8719.5,8699.0,8719.5,8626.5,142.88,0.7
2016-08-10,8658.9,8610.5,8688.6,8598.7,187.37,-0.08
2016-08-09,8665.4,8541.1,8673.9,8531.8,166.83,1.2
2016-08-08,8562.5,8573.5,8632.4,8548.1,171.2,0.27
2016-08-05,8539.4,8422.4,8552.5,8422.0,179.77,1.84
2016-08-04,8385.5,8324.1,8424.6,8318.6,214.14,1.48
2016-08-03,8263.5,8319.1,8329.7,8229.4,244.86,-0.17
2016-08-02,8277.3,8495.6,8498.2,8256.6,342.28,-2.77
2016-08-01,8513.4,8667.5,8679.1,8496.8,258.3,-0.86
2016-07-29,8587.2,8525.1,8619.0,8505.6,293.41,1.27
2016-07-28,8479.2,8630.0,8659.1,8479.2,256.59,-2.1
2016-07-27,8661.4,8593.6,8720.2,8581.6,240.19,1.18
2016-07-26,8560.2,8574.5,8587.3,8485.8,214.21,-0.18
2016-07-25,8575.7,8605.7,8647.6,8537.1,187.64,-0.28
2016-07-22,8599.9,8566.3,8618.9,8516.3,299.86,0.19
2016-07-21,8583.6,8589.3,8620.9,8501.0,274.3,0.09
2016-07-20,8575.5,8556.0,8576.6,8470.3,228.57,1.06
2016-07-19,8485.2,8490.7,8559.0,8439.3,221.86,-0.46
2016-07-18,8524.4,8552.9,8609.1,8446.3,208.11,-0.08
2016-07-15,8531.0,8527.3,8582.3,8446.2,264.73,-0.25
2016-07-14,8552.3,8563.7,8593.8,8454.2,271.81,0.93
2016-07-13,8473.9,8471.9,8580.3,8426.4,384.22,-0.38
2016-07-12,8506.0,8313.8,8528.3,8292.6,376.5,2.42
2016-07-11,8305.1,8265.8,8319.7,8168.7,245.09,1.46
2016-07-08,8185.9,7985.6,8242.8,7961.2,327.41,2.22
2016-07-07,8008.2,7996.4,8064.4,7966.3,269.74,1.03
2016-07-06,7926.2,8005.7,8040.1,7857.8,376.84,-1.75
2016-07-05,8067.6,8176.2,8196.0,8050.4,321.76,-2.28
2016-07-04,8255.9,8302.9,8328.1,8229.4,216.88,-0.16
2016-07-01,8268.9,8240.1,8304.4,8134.1,304.25,1.29
2016-06-30,8163.3,8081.7,8186.8,7993.9,456.69,0.72
2016-06-29,8105.3,7947.0,8105.3,7935.1,407.52,3.45
2016-06-28,7835.0,7836.8,7916.9,7793.7,467.34,2.48
2016-06-27,7645.5,8001.5,8053.2,7579.8,768.02,-1.83
2016-06-24,7787.7,8263.6,8328.4,7743.4,1000.08,-12.35
2016-06-23,8885.3,8758.9,8912.0,8684.8,319.11,2.11
2016-06-22,8702.0,8711.9,8774.3,8605.7,247.58,0.4
2016-06-21,8667.3,8636.9,8697.9,8607.7,272.66,0.23
2016-06-20,8647.1,8592.7,8652.1,8578.6,281.9,3.41
2016-06-17,8362.0,8290.2,8425.2,8278.3,472.79,1.98
2016-06-16,8199.9,8150.7,8220.6,8107.0,331.33,-0.62
2016-06-15,8250.8,8216.8,8315.8,8193.3,322.39,1.53
2016-06-14,8126.7,8238.6,8270.4,8124.8,342.43,-2.13
2016-06-13,8303.8,8388.2,8424.9,8291.5,290.43,-2.2
2016-06-10,8490.5,8732.2,8732.6,8486.8,388.96,-3.18
2016-06-09,8769.5,8806.8,8832.7,8751.3,316.75,-0.7
2016-06-08,8831.4,8857.9,8866.9,8798.2,252.01,-0.71
2016-06-07,8894.5,8873.0,8945.9,8865.8,208.14,0.8
2016-06-06,8823.5,8810.1,8870.9,8785.6,180.47,0.25
2016-06-03,8801.6,9004.3,9038.4,8756.8,272.78,-1.74
2016-06-02,8957.9,8918.6,9056.6,8907.5,316.09,0.46
2016-06-01,8916.9,9028.3,9033.4,8880.9,264.05,-1.3
2016-05-31,9034.0,9130.5,9155.5,9013.2,309.22,-0.91
2016-05-30,9116.9,9110.9,9134.0,9066.5,119.75,0.11
2016-05-27,9107.3,9045.4,9126.3,9026.6,262.45,0.31
2016-05-26,9079.2,9074.4,9101.8,9020.4,383.45,-0.5
2016-05-25,9125.0,8988.5,9149.3,8982.1,307.94,2.32
2016-05-24,8918.1,8687.3,8938.8,8670.9,208.85,2.34
2016-05-23,8714.0,8776.2,8809.9,8677.3,181.05,-0.65
2016-05-20,8771.2,8737.5,8793.8,8713.8,172.28,1.11
2016-05-19,8674.7,8745.5,8785.2,8669.6,245.15,-1.14
2016-05-18,8775.1,8647.3,8797.2,8632.8,201.5,0.88
2016-05-17,8698.7,8743.7,8829.5,8645.8,221.83,0.19
2016-05-16,8682.1,8626.4,8701.6,8579.8,120.69,-0.45
2016-05-13,8721.5,8622.7,8752.6,8596.3,211.09,0.67
2016-05-12,8663.1,8629.4,8787.0,8582.2,247.42,-0.01
2016-05-11,8663.9,8773.0,8793.7,8614.1,217.3,-1.27
2016-05-10,8775.2,8749.4,8831.1,8711.8,225.7,1.32
2016-05-09,8660.8,8776.1,8839.7,8643.6,249.8,-0.47
2016-05-06,8702.1,8659.5,8768.3,8563.9,266.58,0.15
2016-05-05,8689.4,8698.2,8792.5,8660.9,237.81,0.41
2016-05-04,8654.3,8767.8,8802.3,8648.6,279.48,-1.26
2016-05-03,8764.9,9009.4,9015.1,8753.7,297.61,-2.85
2016-05-02,9022.1,9066.9,9092.6,8980.8,144.92,-0.04
2016-04-29,9025.7,9161.4,9195.9,9025.7,333.51,-2.62
2016-04-28,9269.0,9227.6,9269.0,9085.5,353.27,-0.68
2016-04-27,9332.6,9306.7,9360.2,9277.0,306.65,0.53
2016-04-26,9283.0,9171.9,9299.5,9162.7,295.44,1.56
2016-04-25,9140.0,9225.4,9257.5,9123.7,232.57,-1.01
2016-04-22,9232.8,9183.9,9244.4,9161.6,299.6,0.39
2016-04-21,9197.2,9178.5,9218.7,9120.6,324.42,0.55
2016-04-20,9147.2,8948.4,9161.9,8940.0,305.43,1.96
2016-04-19,8971.3,8914.5,9004.2,8890.2,293.01,1.01
2016-04-18,8881.6,8703.4,8891.5,8674.1,243.88,0.35
2016-04-15,8850.9,8855.4,8886.6,8809.3,275.85,-0.12
2016-04-14,8861.5,8854.0,8870.9,8743.5,343.39,0.46
2016-04-13,8820.7,8660.1,8820.7,8596.1,415.15,3.21
2016-04-12,8546.3,8519.8,8587.9,8425.6,326.59,0.57
2016-04-11,8497.6,8413.4,8563.4,8344.4,270.18,0.83
2016-04-08,8427.6,8309.9,8462.8,8309.9,297.77,1.62
2016-04-07,8292.9,8418.2,8431.4,8256.1,311.34,-1.26
2016-04-06,8398.6,8398.8,8468.9,8340.2,287.75,0.13
2016-04-05,8387.7,8483.8,8491.5,8377.7,272.83,-2.44
2016-04-04,8597.5,8589.3,8712.9,8552.2,212.42,-0.06
2016-04-01,8602.3,8624.6,8677.2,8531.8,325.37,-1.38
2016-03-31,8723.1,8825.5,8827.9,8698.3,318.4,-1.66
2016-03-30,8870.2,8874.4,8960.7,8856.1,223.84,0.7
2016-03-29,8808.3,8843.2,8906.5,8751.5,235.0,0.21
2016-03-24,8789.8,8862.5,8890.8,8781.7,209.36,-1.54
2016-03-23,8927.1,9017.2,9046.0,8880.2,186.65,-0.72
2016-03-22,8992.0,8969.3,8992.0,8840.4,216.83,-0.32
2016-03-21,9021.0,9006.1,9138.9,8966.5,182.19,-0.33
2016-03-18,9051.1,8995.3,9074.5,8904.7,395.75,0.81
2016-03-17,8978.8,9064.9,9071.2,8782.8,385.79,0.18
2016-03-16,8962.8,9018.4,9062.0,8898.6,253.94,-0.28
2016-03-15,8988.3,9099.5,9122.2,8961.6,376.24,-1.69
2016-03-14,9142.7,9156.1,9217.3,9120.1,362.9,0.57
2016-03-11,9090.6,8930.3,9101.3,8913.6,476.0,3.69
2016-03-10,8766.9,8782.0,9105.8,8730.6,533.69,0.07
2016-03-09,8761.1,8765.5,8889.6,8741.0,315.89,0.24
2016-03-08,8740.3,8736.3,8848.8,8663.2,310.22,-0.53
2016-03-07,8786.8,8785.7,8834.7,8672.8,272.4,-0.28
2016-03-04,8811.6,8812.6,8877.9,8734.6,322.35,0.51
2016-03-03,8767.0,8787.9,8812.0,8692.9,273.57,0.03
2016-03-02,8764.5,8662.3,8778.5,8641.2,353.54,1.78
2016-03-01,8611.0,8454.6,8611.6,8423.6,322.25,1.77
2016-02-29,8461.4,8291.9,8463.4,8222.6,295.55,1.34
2016-02-26,8349.2,8313.3,8397.8,8265.2,321.92,1.63
2016-02-25,8215.6,8128.1,8260.2,8103.5,258.74,2.52
2016-02-24,8013.7,8255.0,8269.1,7968.1,307.97,-3.07
2016-02-23,8267.6,8345.4,8447.8,8259.0,270.11,-1.42
2016-02-22,8387.0,8290.3,8399.3,8281.7,246.1,2.35
2016-02-19,8194.2,8284.9,8335.2,8105.0,312.66,-1.22
2016-02-18,8295.4,8420.3,8479.6,8255.4,312.11,-0.83
2016-02-17,8364.9,8166.2,8366.9,8140.9,324.4,2.79
2016-02-16,8137.6,8262.8,8262.8,8092.0,303.51,-0.51
2016-02-15,8179.2,8133.0,8217.5,8081.4,304.55,3.26
2016-02-12,7920.8,7849.9,7920.8,7771.2,385.25,2.25
2016-02-11,7746.3,8047.3,8047.3,7746.3,461.01,-4.88
2016-02-10,8143.7,8013.8,8249.8,7920.9,386.48,2.73
2016-02-09,7927.6,8129.0,8212.6,7862.0,484.32,-2.39
2016-02-08,8122.1,8537.9,8540.9,8083.4,352.12,-4.44
2016-02-05,8499.5,8477.1,8615.0,8411.3,412.59,0.37
2016-02-04,8468.1,8437.1,8521.7,8287.0,375.8,1.85
2016-02-03,8314.5,8510.3,8519.7,8180.4,432.08,-2.51
2016-02-02,8528.7,8768.0,8772.5,8478.5,385.37,-2.96
2016-02-01,8788.5,8849.3,8896.5,8718.4,320.61,-0.31
2016-01-29,8815.8,8728.2,8815.8,8671.6,402.07,2.62
2016-01-28,8590.6,8697.8,8811.4,8516.8,354.36,-1.72
2016-01-27,8741.0,8676.1,8741.0,8608.9,225.52,0.56
2016-01-26,8692.5,8426.1,8698.0,8402.3,422.23,1.46
2016-01-25,8567.7,8763.2,8763.2,8525.9,263.31,-1.78
2016-01-22,8722.9,8638.0,8795.7,8565.7,374.44,3.3
2016-01-21,8444.2,8311.8,8502.5,8277.1,358.23,1.97
2016-01-20,8281.4,8390.2,8398.4,8206.0,371.17,-3.2
2016-01-19,8554.9,8624.3,8656.9,8527.5,298.45,1.01
2016-01-18,8469.3,8525.5,8627.1,8427.3,281.06,-0.87
2016-01-15,8543.6,8769.4,8796.4,8491.9,458.71,-2.78
2016-01-14,8787.7,8852.5,8854.5,8662.2,329.17,-1.64
2016-01-13,8934.5,8998.5,9074.0,8877.9,300.8,0.21
2016-01-12,8915.4,8867.9,9041.5,8818.9,297.58,0.33
2016-01-11,8886.1,8849.9,9022.0,8835.1,301.41,-0.26
2016-01-08,8909.2,9093.3,9138.0,8909.2,310.72,-1.66
2016-01-07,9059.3,8973.8,9103.0,8889.7,395.76,-1.5
2016-01-06,9197.4,9330.3,9330.3,9122.6,288.66,-1.48
2016-01-05,9335.2,9431.5,9446.2,9260.2,208.64,0.24
2016-01-04,9313.2,9429.8,9440.9,9263.7,279.17,-2.42
2015-12-31,9544.2,9604.2,9615.6,9538.8,79.92,-1.01
2015-12-30,9641.9,9650.0,9696.4,9607.9,141.29,-0.29
2015-12-29,9670.4,9611.7,9677.7,9606.4,147.77,1.23
2015-12-28,9552.5,9675.6,9724.9,9533.0,137.89,-1.35
2015-12-24,9682.9,9663.0,9706.2,9653.1,70.62,0.43
2015-12-23,9641.0,9505.6,9661.9,9503.9,236.26,2.39
2015-12-22,9415.6,9451.8,9456.3,9351.8,220.11,0.53
2015-12-21,9365.8,9520.5,9558.2,9365.8,356.51,-3.62
2015-12-18,9717.1,9794.1,9874.2,9644.9,408.98,-1.63
2015-12-17,9878.5,9909.1,10000.4,9850.9,324.2,1.72
2015-12-16,9711.0,9762.5,9817.4,9635.7,342.15,-0.01
2015-12-15,9711.6,9496.3,9747.5,9492.5,302.45,3.0
2015-12-14,9428.5,9658.0,9732.1,9428.5,273.72,-2.1
2015-12-11,9630.7,9772.9,9791.6,9606.8,263.24,-1.51
2015-12-10,9778.7,9779.4,9872.5,9719.4,258.2,-0.58
2015-12-09,9835.5,9865.3,9932.1,9713.2,250.83,-0.02
2015-12-08,9837.1,10029.0,10031.2,9790.4,221.18,-2.04
2015-12-07,10042.4,10139.0,10158.2,10021.9,219.57,-0.36
2015-12-04,10078.7,10046.1,10131.5,9931.1,289.63,-0.14
2015-12-03,10092.9,10353.4,10476.6,10083.3,355.47,-2.41
2015-12-02,10342.0,10411.9,10447.0,10323.5,233.4,-0.36
2015-12-01,10379.2,10409.9,10469.2,10344.9,208.11,-0.07
2015-11-30,10386.9,10299.0,10430.3,10275.9,258.6,0.74
2015-11-27,10310.7,10285.8,10390.7,10264.5,200.14,-0.21
2015-11-26,10332.3,10217.3,10352.9,10174.8,268.32,1.03
2015-11-25,10227.3,10184.2,10247.1,10083.1,418.78,0.2
2015-11-24,10207.2,10231.3,10231.3,10045.6,219.02,-0.68
2015-11-23,10277.4,10262.3,10307.7,10206.8,184.51,-0.13
2015-11-20,10290.3,10373.2,10385.0,10247.6,231.93,-0.62
2015-11-19,10354.7,10340.5,10408.4,10325.7,272.12,0.91
2015-11-18,10261.1,10284.0,10307.4,10226.5,257.18,-0.99
2015-11-17,10363.8,10214.6,10376.0,10199.6,246.06,2.36
2015-11-16,10124.5,10012.4,10158.1,10005.2,172.14,0.13
2015-11-13,10111.4,10118.3,10201.2,10012.3,229.55,-0.32
2015-11-12,10144.0,10350.6,10369.0,10113.4,276.46,-2.25
2015-11-11,10377.2,10345.1,10463.1,10344.2,205.12,0.39
2015-11-10,10336.8,10364.0,10376.3,10244.3,213.29,0.11
2015-11-09,10325.2,10451.6,10476.9,10322.9,260.46,-1.22
2015-11-06,10453.2,10425.8,10500.3,10318.5,300.13,0.21
2015-11-05,10431.2,10483.9,10552.7,10385.0,252.12,-0.4
2015-11-04,10473.5,10524.8,10631.6,10454.0,308.33,0.08
2015-11-03,10465.2,10398.6,10465.2,10375.4,284.75,0.45
2015-11-02,10418.2,10279.3,10463.5,10259.1,265.78,0.55
2015-10-30,10360.7,10394.2,10405.7,10258.7,294.54,-0.35
2015-10-29,10397.2,10451.8,10455.2,10298.1,254.88,-0.24
2015-10-28,10421.9,10321.0,10440.1,10296.8,218.57,0.96
2015-10-27,10322.4,10458.2,10458.2,10300.7,243.68,-1.49
2015-10-26,10478.3,10473.9,10517.6,10408.6,248.74,0.02
2015-10-23,10476.3,10449.7,10591.9,10418.2,344.63,1.07
2015-10-22,10365.4,10130.1,10402.5,10109.5,272.76,2.05
2015-10-21,10157.5,10126.1,10188.3,10004.0,208.28,0.56
2015-10-20,10100.6,10196.8,10217.0,10055.1,218.59,-1.05
2015-10-19,10207.3,10221.5,10310.4,10164.7,186.38,-0.24
2015-10-16,10231.5,10174.9,10244.0,10153.1,246.08,1.28
2015-10-15,10101.7,10132.1,10132.7,10055.1,239.3,0.64
2015-10-14,10037.6,10065.4,10129.0,9992.4,253.69,-0.77
2015-10-13,10115.3,10227.4,10229.3,10049.8,259.78,-1.28
2015-10-12,10246.4,10318.8,10379.0,10208.5,222.78,-0.61
2015-10-09,10309.6,10279.1,10354.1,10224.9,365.52,1.26
2015-10-08,10181.2,10137.8,10190.3,10063.2,300.04,0.11
2015-10-07,10170.0,10176.1,10289.8,10119.9,369.63,0.66
2015-10-06,10103.3,9996.5,10138.2,9909.5,281.16,1.32
2015-10-05,9971.3,9777.3,9980.9,9731.5,332.67,3.83
2015-10-02,9603.6,9650.4,9688.1,9428.8,280.4,0.38
2015-10-01,9567.3,9668.9,9718.0,9543.8,273.44,0.08
2015-09-30,9559.9,9580.6,9606.3,9491.1,277.07,1.77
2015-09-29,9393.9,9280.4,9514.4,9264.4,303.21,-0.0
2015-09-28,9394.2,9500.9,9598.6,9357.4,284.12,-1.32
2015-09-25,9519.5,9444.2,9575.3,9430.2,317.51,2.45
2015-09-24,9291.4,9492.1,9540.2,9231.3,405.85,-1.93
2015-09-23,9474.6,9529.0,9659.1,9463.9,386.54,-0.79
2015-09-22,9550.2,9856.1,9857.8,9528.2,335.15,-3.11
2015-09-21,9856.8,9826.1,9952.0,9820.3,220.6,0.1
2015-09-18,9847.2,10048.6,10050.3,9801.7,557.11,-2.57
2015-09-17,10106.6,10015.0,10141.8,9988.9,344.89,1.3
2015-09-16,9976.8,9869.5,9983.0,9843.0,286.87,1.99
2015-09-15,9782.5,9708.3,9834.8,9620.7,275.76,0.89
2015-09-14,9696.4,9764.8,9836.9,9685.6,213.98,-0.43
2015-09-11,9737.9,9877.0,9886.0,9722.7,261.36,-1.23
2015-09-10,9859.0,9929.2,9989.7,9840.0,260.44,-1.78
2015-09-09,10037.8,10078.8,10193.0,10031.1,263.82,1.74
2015-09-08,9866.2,9860.3,9987.7,9857.6,222.43,0.62
2015-09-07,9805.4,9893.5,9931.8,9796.6,170.28,-0.17
2015-09-04,9821.8,9947.0,9950.8,9737.9,325.76,-2.2
2015-09-03,10042.4,10023.8,10118.7,9945.9,311.83,1.05
2015-09-02,9938.3,10009.7,10071.1,9855.8,278.09,-0.55
2015-09-01,9992.8,10136.1,10148.5,9921.1,286.17,-2.59
2015-08-31,10259.0,10297.2,10319.1,10190.4,184.68,-0.91
2015-08-28,10352.9,10322.7,10352.9,10235.7,202.08,0.61
2015-08-27,10290.2,10229.6,10357.3,10176.2,332.91,3.06
2015-08-26,9984.5,10005.8,10132.9,9875.4,345.7,-1.29
2015-08-25,10115.4,9880.4,10168.1,9819.9,448.31,3.68
2015-08-24,9756.6,9973.7,10078.0,9502.4,637.1,-5.01
2015-08-21,10271.7,10434.4,10576.2,10270.2,336.67,-2.98
2015-08-20,10587.0,10748.2,10797.5,10564.8,292.08,-1.81
2015-08-19,10782.4,10843.7,10905.3,10776.8,229.36,-1.06
2015-08-18,10897.9,10878.0,10952.2,10846.1,167.05,-0.02
2015-08-17,10900.3,10983.1,11023.3,10774.4,202.5,0.19
2015-08-14,10879.3,10952.4,11034.3,10851.6,221.08,-0.63
2015-08-13,10947.9,11030.8,11057.1,10938.5,213.8,0.62
2015-08-12,10880.1,11054.4,11054.4,10840.3,308.27,-2.44
