,Date,Last,Open,Max,Min,Vol_K,Var_%,Index,dowjones_last_5_avg,dowjones_last_3_avg,dowjones_last_1
646,2017-03-30,20728.49,20662.79,20753.78,20643.6,270000.9,0.33,dow_jones,0.0,0.103,-0.2
647,2017-03-29,20659.32,20675.75,20684.73,20625.03,238000.32,-0.2,dow_jones,0.034,0.073,0.73
648,2017-03-28,20701.5,20542.14,20735.61,20520.1,299000.67,0.73,dow_jones,-0.34,-0.177,-0.22
649,2017-03-27,20550.98,20488.35,20578.46,20412.8,269000.38,-0.22,dow_jones,-0.304,-0.113,-0.29
650,2017-03-24,20596.72,20674.45,20718.33,20529.67,292000.98,-0.29,dow_jones,-0.266,-0.397,-0.02
651,2017-03-23,20656.58,20645.07,20757.89,20618.62,280000.05,-0.02,dow_jones,-0.276,-0.403,-0.03
652,2017-03-22,20661.3,20640.42,20686.21,20578.95,325000.09,-0.03,dow_jones,-0.162,-0.427,-1.14
653,2017-03-21,20668.01,20956.33,20970.04,20653.26,369000.32,-1.14,dow_jones,0.024,-0.07,-0.04
654,2017-03-20,20905.86,20916.27,20955.45,20885.7,253000.61,-0.04,dow_jones,0.012,0.123,-0.1
655,2017-03-17,20914.62,20965.37,20980.51,20911.07,535000.28,-0.1,dow_jones,0.074,0.087,-0.07
656,2017-03-16,20934.55,20969.27,21000.11,20893.5,264000.36,-0.07,dow_jones,0.09,0.077,0.54
657,2017-03-15,20950.1,20874.78,20977.47,20859.6,306000.59,0.54,dow_jones,-0.084,-0.033,-0.21
658,2017-03-14,20837.37,20848.6,20874.0,20786.31,246000.82,-0.21,dow_jones,-0.07,0.04,-0.1
659,2017-03-13,20881.48,20899.28,20926.06,20845.71,289000.26,-0.1,dow_jones,-0.098,-0.037,0.21
660,2017-03-10,20902.98,20919.01,20940.29,20827.66,315000.43,0.21,dow_jones,-0.138,-0.153,0.01
661,2017-03-09,20858.19,20864.32,20900.57,20777.16,275000.96,0.01,dow_jones,-0.246,-0.237,-0.33
662,2017-03-08,20855.73,20940.44,20951.44,20835.58,296000.78,-0.33,dow_jones,0.112,-0.123,-0.14
663,2017-03-07,20924.76,20934.89,20970.54,20901.26,274000.63,-0.14,dow_jones,0.116,-0.253,-0.24
664,2017-03-06,20954.34,20955.71,20986.43,20912.11,266000.62,-0.24,dow_jones,0.18,0.313,0.01
665,2017-03-03,21005.71,21008.75,21039.96,20953.86,254000.42,0.01,dow_jones,0.188,0.27,-0.53
666,2017-03-02,21002.97,21128.91,21129.2,20996.61,319000.91,-0.53,dow_jones,0.328,0.473,1.46
667,2017-03-01,21115.55,20957.29,21169.11,20957.29,392000.82,1.46,dow_jones,0.068,0.003,-0.12
668,2017-02-28,20812.24,20833.88,20841.24,20781.21,339000.21,-0.12,dow_jones,0.208,0.1,0.08
669,2017-02-27,20837.44,20808.71,20851.33,20774.76,256000.54,0.08,dow_jones,0.196,0.127,0.05
670,2017-02-24,20821.76,20751.91,20821.76,20733.95,292000.54,0.05,dow_jones,0.194,0.303,0.17
671,2017-02-23,20810.32,20817.21,20840.7,20746.41,302000.11,0.17,dow_jones,0.264,0.253,0.16
672,2017-02-22,20775.6,20715.41,20781.59,20692.39,310000.53,0.16,dow_jones,0.322,0.213,0.58
673,2017-02-21,20743.0,20663.43,20757.64,20663.37,336000.88,0.58,dow_jones,0.346,0.193,0.02
674,2017-02-17,20624.05,20564.13,20624.05,20532.61,340000.62,0.02,dow_jones,0.438,0.337,0.04
675,2017-02-16,20619.77,20627.31,20639.87,20556.83,354000.12,0.04,dow_jones,0.548,0.557,0.52
676,2017-02-15,20611.86,20504.27,20620.45,20496.03,384000.38,0.52,dow_jones,0.408,0.543,0.45
677,2017-02-14,20504.41,20374.22,20504.41,20374.02,356000.58,0.45,dow_jones,0.356,0.59,0.7
678,2017-02-13,20412.16,20338.54,20441.48,20322.95,314000.62,0.7,dow_jones,0.198,0.297,0.48
679,2017-02-10,20269.37,20211.23,20298.21,20204.76,312000.23,0.48,dow_jones,0.29,0.2,0.59
680,2017-02-09,20172.4,20061.73,20206.36,20061.73,325000.31,0.59,dow_jones,0.166,-0.027,-0.18
681,2017-02-08,20054.34,20049.29,20068.28,20015.33,280000.41,-0.18,dow_jones,0.23,0.347,0.19
682,2017-02-07,20090.29,20107.62,20155.35,20068.68,279000.67,0.19,dow_jones,0.084,0.273,-0.09
683,2017-02-06,20052.42,20025.61,20094.95,20002.81,281000.72,-0.09,dow_jones,-0.02,0.35,0.94
684,2017-02-03,20071.46,19964.21,20081.48,19964.21,344000.22,0.94,dow_jones,-0.216,-0.143,-0.03
685,2017-02-02,19884.91,19858.34,19922.75,19831.09,347000.22,-0.03,dow_jones,-0.178,-0.337,0.14
686,2017-02-01,19890.94,19923.81,19967.73,19845.99,426000.67,0.14,dow_jones,-0.05,-0.397,-0.54
687,2017-01-31,19864.09,19913.16,19918.17,19784.77,373000.75,-0.54,dow_jones,0.172,-0.163,-0.61
688,2017-01-30,19971.13,20028.62,20028.62,19870.39,317000.28,-0.61,dow_jones,0.266,0.3,-0.04
689,2017-01-27,20093.78,20103.36,20115.97,20072.64,343000.13,-0.04,dow_jones,0.37,0.503,0.16
690,2017-01-26,20100.91,20076.25,20125.58,20067.53,356000.73,0.16,dow_jones,0.264,0.403,0.78
691,2017-01-25,20068.51,19994.48,20082.0,19994.48,372000.24,0.78,dow_jones,0.086,0.303,0.57
692,2017-01-24,19912.71,19794.68,19949.24,19786.71,374000.46,0.57,dow_jones,-0.088,-0.01,-0.14
693,2017-01-23,19799.85,19794.79,19833.98,19732.36,326000.69,-0.14,dow_jones,-0.066,-0.0,0.48
694,2017-01-20,19827.25,19795.06,19843.94,19759.14,435000.26,0.48,dow_jones,-0.226,-0.26,-0.37
695,2017-01-19,19732.4,19813.55,19824.14,19677.94,301000.75,-0.37,dow_jones,-0.052,-0.147,-0.11
696,2017-01-18,19804.72,19822.73,19828.2,19739.0,279000.76,-0.11,dow_jones,-0.062,-0.217,-0.3
697,2017-01-17,19826.77,19848.82,19882.99,19775.35,341000.9,-0.3,dow_jones,-0.078,0.05,-0.03
698,2017-01-13,19885.73,19912.54,19952.03,19849.38,263000.78,-0.03,dow_jones,-0.008,0.007,-0.32
699,2017-01-12,19891.0,19926.21,19929.29,19770.47,306000.29,-0.32,dow_jones,0.014,-0.013,0.5
700,2017-01-11,19954.28,19887.38,19973.42,19833.16,336000.15,0.5,dow_jones,-0.026,-0.073,-0.16
701,2017-01-10,19855.53,19876.35,19957.12,19836.03,299000.41,-0.16,dow_jones,0.126,-0.09,-0.38
702,2017-01-09,19887.38,19931.41,19943.78,19887.38,287000.5,-0.38,dow_jones,0.144,0.137,0.32
703,2017-01-06,19963.8,19906.96,19999.63,19834.08,277000.7,0.32,dow_jones,0.066,0.23,-0.21
704,2017-01-05,19899.29,19924.56,19948.6,19811.12,269000.92,-0.21,dow_jones,-0.004,0.203,0.3
705,2017-01-04,19942.16,19890.94,19956.14,19878.83,280000.01,0.3,dow_jones,-0.052,0.08,0.6
706,2017-01-03,19881.76,19872.86,19938.53,19775.93,339000.18,0.6,dow_jones,-0.158,-0.307,-0.29
707,2016-12-30,19762.6,19833.17,19852.55,19718.67,271000.91,-0.29,dow_jones,-0.124,-0.19,-0.07
708,2016-12-29,19819.78,19835.46,19878.44,19788.94,172000.04,-0.07,dow_jones,-0.142,-0.143,-0.56
709,2016-12-28,19833.68,19964.31,19981.11,19827.31,188000.35,-0.56,dow_jones,0.062,0.003,0.06
710,2016-12-27,19945.04,19943.46,19980.24,19939.8,158000.54,0.06,dow_jones,0.09,-0.07,0.07
711,2016-12-23,19933.81,19908.61,19934.15,19899.06,158000.26,0.07,dow_jones,0.068,0.06,-0.12
712,2016-12-22,19918.88,19922.68,19933.83,19882.19,258000.29,-0.12,dow_jones,0.152,0.167,-0.16
713,2016-12-21,19941.96,19968.97,19986.56,19941.96,256000.64,-0.16,dow_jones,0.064,0.207,0.46
714,2016-12-20,19974.62,19920.59,19987.63,19920.42,284000.08,0.46,dow_jones,0.088,0.153,0.2
715,2016-12-19,19883.06,19836.66,19917.78,19832.95,302000.31,0.2,dow_jones,0.088,-0.113,-0.04
716,2016-12-16,19843.41,19909.01,19923.17,19821.0,573000.47,-0.04,dow_jones,0.24,0.093,0.3
717,2016-12-15,19852.24,19811.5,19951.29,19811.5,357000.35,0.3,dow_jones,0.246,0.06,-0.6
718,2016-12-14,19792.53,19876.13,19966.43,19748.67,408000.43,-0.6,dow_jones,0.676,0.5,0.58
719,2016-12-13,19911.21,19852.21,19953.75,19846.45,388000.42,0.58,dow_jones,0.596,0.417,0.2
720,2016-12-12,19796.43,19770.2,19824.59,19747.74,333000.66,0.2,dow_jones,0.604,0.867,0.72
721,2016-12-09,19756.85,19631.35,19757.74,19623.19,334000.47,0.72,dow_jones,0.438,0.687,0.33
722,2016-12-08,19614.81,19559.94,19664.97,19527.83,324000.57,0.33,dow_jones,0.444,0.657,1.55
723,2016-12-07,19549.62,19241.99,19558.42,19229.83,385000.2,1.55,dow_jones,0.136,0.103,0.18
724,2016-12-06,19251.78,19219.91,19255.89,19184.74,284000.96,0.18,dow_jones,0.124,0.163,0.24
725,2016-12-05,19216.24,19244.35,19274.85,19186.73,317000.8,0.24,dow_jones,0.02,0.087,-0.11
726,2016-12-02,19170.42,19161.25,19196.14,19141.18,84000.92,-0.11,dow_jones,0.114,0.163,0.36
727,2016-12-01,19191.93,19149.2,19214.3,19138.79,108000.8,0.36,dow_jones,0.104,-0.05,0.01
728,2016-11-30,19123.58,19135.64,19225.29,19123.38,164000.57,0.01,dow_jones,0.172,0.067,0.12
729,2016-11-29,19121.6,19064.07,19144.4,19062.22,81000.51,0.12,dow_jones,0.242,0.13,-0.28
730,2016-11-28,19097.9,19122.14,19138.72,19072.25,88000.46,-0.28,dow_jones,0.26,0.34,0.36
731,2016-11-25,19152.14,19093.72,19152.14,19093.72,45000.89,0.36,dow_jones,0.226,0.377,0.31
732,2016-11-23,19083.18,19015.52,19083.76,19000.38,77000.88,0.31,dow_jones,0.106,0.21,0.35
733,2016-11-22,19023.87,18970.39,19043.9,18962.82,85000.31,0.35,dow_jones,0.094,0.157,0.47
734,2016-11-21,18956.69,18898.68,18960.76,18883.1,80000.52,0.47,dow_jones,0.022,-0.097,-0.19
735,2016-11-18,18867.93,18905.33,18915.74,18853.83,109000.88,-0.19,dow_jones,0.102,0.063,0.19
736,2016-11-17,18903.82,18866.22,18904.03,18845.27,89000.94,0.19,dow_jones,0.298,0.037,-0.29
737,2016-11-16,18868.14,18909.85,18909.85,18825.89,87000.32,-0.29,dow_jones,0.636,0.203,0.29
738,2016-11-15,18923.06,18858.21,18925.26,18806.06,100000.66,0.29,dow_jones,0.658,0.497,0.11
739,2016-11-14,18868.69,18876.77,18934.05,18815.75,112000.25,0.11,dow_jones,1.052,0.927,0.21
740,2016-11-11,18847.66,18781.65,18855.78,18736.96,107000.3,0.21,dow_jones,0.962,0.99,1.17
741,2016-11-10,18807.88,18603.14,18873.66,18603.14,164000.39,1.17,dow_jones,0.696,1.293,1.4
742,2016-11-09,18589.69,18317.26,18650.06,18252.55,173000.11,1.4,dow_jones,0.33,0.747,0.4
743,2016-11-08,18332.74,18251.38,18400.5,18200.75,79000.82,0.4,dow_jones,0.134,0.56,2.08
744,2016-11-07,18259.6,17994.64,18263.3,17994.64,93000.45,2.08,dow_jones,-0.302,-0.277,-0.24
745,2016-11-04,17888.28,17928.35,17986.76,17883.56,97000.76,-0.24,dow_jones,-0.264,-0.39,-0.16
746,2016-11-03,17930.67,17978.75,18006.96,17904.07,77000.86,-0.16,dow_jones,-0.264,-0.37,-0.43
747,2016-11-02,17959.64,18017.72,18044.15,17931.89,88000.61,-0.43,dow_jones,-0.144,-0.243,-0.58
748,2016-11-01,18037.1,18158.24,18177.01,17940.84,101000.28,-0.58,dow_jones,-0.088,-0.103,-0.1
749,2016-10-31,18142.42,18176.6,18193.68,18130.58,110000.08,-0.1,dow_jones,0.018,-0.013,-0.05
750,2016-10-28,18161.19,18193.79,18257.06,18094.97,107000.85,-0.05,dow_jones,0.01,-0.097,-0.16
751,2016-10-27,18169.68,18234.81,18253.2,18149.2,83000.53,-0.16,dow_jones,-0.002,0.1,0.17
752,2016-10-26,18199.33,18103.8,18236.04,18062.3,86000.34,0.17,dow_jones,0.008,0.013,-0.3
753,2016-10-25,18169.27,18206.52,18241.69,18151.7,83000.19,-0.3,dow_jones,0.152,0.04,0.43
754,2016-10-24,18223.03,18197.14,18275.04,18191.18,88000.55,0.43,dow_jones,0.008,-0.03,-0.09
755,2016-10-21,18145.71,18152.63,18168.76,18049.77,117000.82,-0.09,dow_jones,0.07,0.14,-0.22
756,2016-10-20,18162.35,18161.87,18249.05,18129.07,88000.83,-0.22,dow_jones,0.064,0.117,0.22
757,2016-10-19,18202.62,18178.21,18252.2,18169.25,88000.04,0.22,dow_jones,0.038,0.117,0.42
758,2016-10-18,18161.94,18145.06,18225.8,18129.45,74000.8,0.42,dow_jones,-0.264,-0.107,-0.29
759,2016-10-17,18086.4,18135.85,18162.28,18063.02,75000.96,-0.29,dow_jones,-0.108,0.02,0.22
760,2016-10-14,18138.38,18177.35,18261.11,18138.38,87000.05,0.22,dow_jones,-0.182,-0.417,-0.25
761,2016-10-13,18098.94,18088.32,18137.7,17959.95,83000.16,-0.25,dow_jones,-0.146,-0.17,0.09
762,2016-10-12,18144.2,18132.63,18193.96,18082.09,72000.23,0.09,dow_jones,-0.04,-0.25,-1.09
763,2016-10-11,18128.66,18308.43,18312.33,18061.96,88000.61,-1.09,dow_jones,0.084,0.09,0.49
764,2016-10-10,18329.04,18282.95,18399.96,18282.95,72000.11,0.49,dow_jones,-0.074,0.133,-0.15
765,2016-10-07,18240.49,18295.35,18319.73,18149.35,82000.68,-0.15,dow_jones,0.138,0.027,-0.07
766,2016-10-06,18268.5,18280.42,18288.12,18162.97,78000.66,-0.07,dow_jones,-0.062,-0.05,0.62
767,2016-10-05,18281.03,18205.5,18315.82,18205.5,76000.19,0.62,dow_jones,-0.064,0.047,-0.47
768,2016-10-04,18168.45,18267.68,18313.77,18116.26,79000.71,-0.47,dow_jones,0.178,-0.153,-0.3
769,2016-10-03,18253.85,18279.6,18279.8,18203.75,68000.52,-0.3,dow_jones,0.056,0.15,0.91
770,2016-09-30,18308.15,18181.8,18369.62,18181.8,135000.47,0.91,dow_jones,-0.268,0.093,-1.07
771,2016-09-29,18143.45,18322.88,18366.23,18091.64,95000.88,-1.07,dow_jones,0.054,0.147,0.61
772,2016-09-28,18339.24,18240.22,18349.86,18179.34,97000.65,0.61,dow_jones,0.112,-0.293,0.74
773,2016-09-27,18228.3,18099.21,18238.1,18052.16,84000.13,0.74,dow_jones,-0.026,-0.36,-0.91
774,2016-09-26,18094.83,18217.76,18217.76,18083.32,95000.51,-0.91,dow_jones,0.152,0.243,-0.71
775,2016-09-23,18261.45,18377.36,18383.76,18254.84,87000.18,-0.71,dow_jones,0.196,0.497,0.54
776,2016-09-22,18392.46,18343.76,18449.88,18343.76,73000.03,0.54,dow_jones,0.286,0.31,0.9
777,2016-09-21,18293.7,18164.96,18307.43,18121.57,94000.1,0.9,dow_jones,0.07,-0.153,0.05
778,2016-09-20,18129.96,18175.36,18227.21,18128.8,72000.46,0.05,dow_jones,-0.222,0.16,-0.02
779,2016-09-19,18120.17,18154.82,18254.88,18093.05,78000.09,-0.02,dow_jones,0.046,0.107,-0.49
780,2016-09-16,18123.8,18217.21,18217.21,18070.21,278000.54,-0.49,dow_jones,-0.282,-0.2,0.99
781,2016-09-15,18212.48,18024.91,18250.11,18015.49,99000.56,0.99,dow_jones,-0.53,-0.09,-0.18
782,2016-09-14,18034.77,18073.39,18163.48,17992.21,103000.36,-0.18,dow_jones,-0.506,-0.74,-1.41
783,2016-09-13,18066.75,18262.99,18262.99,18028.06,102000.83,-1.41,dow_jones,-0.174,-0.353,1.32
784,2016-09-12,18325.07,18028.95,18358.69,17994.84,103000.26,1.32,dow_jones,-0.36,-0.813,-2.13
785,2016-09-09,18085.45,18404.17,18404.17,18085.45,120000.67,-2.13,dow_jones,0.086,-0.02,-0.25
786,2016-09-08,18479.91,18486.69,18506.24,18446.69,79000.06,-0.25,dow_jones,0.078,0.193,-0.06
787,2016-09-07,18526.14,18527.71,18536.89,18474.77,67000.57,-0.06,dow_jones,0.038,0.247,0.25
788,2016-09-06,18538.12,18493.4,18551.54,18450.32,83000.71,0.25,dow_jones,0.104,0.067,0.39
789,2016-09-02,18491.96,18466.01,18544.76,18439.1,74000.35,0.39,dow_jones,-0.032,-0.15,0.1
790,2016-09-01,18419.3,18396.57,18430.05,18295.48,74000.78,0.1,dow_jones,-0.088,0.01,-0.29
791,2016-08-31,18400.88,18436.7,18439.68,18333.56,98000.25,-0.29,dow_jones,-0.1,0.01,-0.26
792,2016-08-30,18454.3,18491.28,18514.29,18408.52,68000.92,-0.26,dow_jones,-0.028,0.037,0.58
793,2016-08-29,18502.99,18421.29,18523.09,18419.92,64000.48,0.58,dow_jones,-0.168,-0.273,-0.29
794,2016-08-26,18395.4,18467.92,18572.09,18335.34,78000.73,-0.29,dow_jones,-0.158,-0.143,-0.18
795,2016-08-25,18448.41,18471.21,18497.68,18431.46,64000.48,-0.18,dow_jones,-0.096,-0.123,-0.35
796,2016-08-24,18481.48,18537.5,18539.15,18448.27,72000.27,-0.35,dow_jones,-0.002,-0.087,0.1
797,2016-08-23,18547.3,18568.94,18631.6,18545.52,73000.99,0.1,dow_jones,-0.112,-0.077,-0.12
798,2016-08-22,18529.42,18535.86,18570.92,18466.86,73000.45,-0.12,dow_jones,-0.024,0.003,-0.24
799,2016-08-19,18552.57,18585.17,18585.17,18491.24,93000.17,-0.24,dow_jones,-0.016,-0.067,0.13
800,2016-08-18,18597.7,18566.54,18600.82,18533.29,70000.74,0.13,dow_jones,0.086,-0.003,0.12
801,2016-08-17,18573.94,18537.09,18582.35,18468.68,71000.0,0.12,dow_jones,0.022,-0.11,-0.45
802,2016-08-16,18552.02,18614.48,18614.86,18550.65,67000.57,-0.45,dow_jones,0.116,0.253,0.32
803,2016-08-15,18636.05,18588.59,18668.44,18588.59,62000.35,0.32,dow_jones,0.036,0.08,-0.2
804,2016-08-12,18576.47,18595.65,18606.06,18535.86,61000.58,-0.2,dow_jones,0.284,0.153,0.64
805,2016-08-11,18613.52,18519.08,18638.34,18519.08,71000.47,0.64,dow_jones,0.152,-0.087,-0.2
806,2016-08-10,18495.66,18541.48,18561.75,18468.78,62000.78,-0.2,dow_jones,0.238,0.327,0.02
807,2016-08-09,18533.05,18538.05,18585.32,18507.75,60000.09,0.02,dow_jones,0.136,0.313,-0.08
808,2016-08-08,18529.29,18540.65,18569.31,18502.03,71000.81,-0.08,dow_jones,0.122,0.417,1.04
809,2016-08-05,18543.53,18402.8,18543.53,18402.8,92000.42,1.04,dow_jones,-0.112,-0.093,-0.02
810,2016-08-04,18352.05,18351.43,18397.87,18325.17,64000.5,-0.02,dow_jones,-0.126,-0.137,0.23
811,2016-08-03,18355.0,18313.08,18355.0,18283.23,78000.55,0.23,dow_jones,-0.174,-0.257,-0.49
812,2016-08-02,18313.77,18401.15,18403.65,18247.79,89000.68,-0.49,dow_jones,-0.096,-0.123,-0.15
813,2016-08-01,18404.51,18434.5,18467.03,18355.75,83000.47,-0.15,dow_jones,-0.15,-0.077,-0.13
814,2016-07-29,18432.24,18442.52,18466.55,18371.12,111000.55,-0.13,dow_jones,-0.066,-0.067,-0.09
815,2016-07-28,18456.35,18461.01,18483.26,18368.82,85000.75,-0.09,dow_jones,-0.132,-0.177,-0.01
816,2016-07-27,18472.17,18473.27,18542.39,18430.94,111000.37,-0.01,dow_jones,-0.092,-0.077,-0.1
817,2016-07-26,18473.75,18497.37,18522.47,18387.22,85000.37,-0.1,dow_jones,-0.044,-0.183,-0.42
818,2016-07-25,18493.06,18554.49,18555.69,18452.62,76000.81,-0.42,dow_jones,0.058,0.02,0.29
819,2016-07-22,18570.85,18524.15,18571.3,18491.59,87000.71,0.29,dow_jones,0.01,-0.03,-0.42
820,2016-07-21,18517.23,18589.96,18590.44,18469.67,86000.8,-0.42,dow_jones,0.24,0.14,0.19
821,2016-07-20,18595.03,18582.7,18622.01,18555.65,93000.23,0.19,dow_jones,0.228,0.093,0.14
822,2016-07-19,18559.01,18503.12,18562.53,18495.11,85000.84,0.14,dow_jones,0.332,0.29,0.09
823,2016-07-18,18533.05,18521.55,18556.13,18489.84,75000.54,0.09,dow_jones,0.402,0.303,0.05
824,2016-07-15,18516.55,18508.88,18557.43,18471.62,123000.69,0.05,dow_jones,0.672,0.507,0.73
825,2016-07-14,18506.41,18414.3,18537.57,18414.3,87000.05,0.73,dow_jones,0.5,0.41,0.13
826,2016-07-13,18372.12,18356.78,18390.16,18315.76,80000.92,0.13,dow_jones,0.562,0.833,0.66
827,2016-07-12,18347.67,18259.12,18371.95,18259.12,90000.21,0.66,dow_jones,0.308,0.57,0.44
828,2016-07-11,18226.93,18161.53,18283.9,18161.53,80000.88,0.44,dow_jones,0.242,0.57,1.4
829,2016-07-08,18146.74,17971.22,18166.77,17971.22,93000.46,1.4,dow_jones,0.228,-0.1,-0.13
830,2016-07-07,17895.88,17924.24,17984.95,17816.65,81000.58,-0.13,dow_jones,0.582,-0.02,0.44
831,2016-07-06,17918.62,17807.47,17926.91,17713.45,93000.0,0.44,dow_jones,0.808,0.277,-0.61
832,2016-07-05,17840.62,17904.45,17904.45,17785.28,103000.67,-0.61,dow_jones,0.63,1.027,0.11
833,2016-07-01,17949.37,17924.24,18002.38,17916.91,82000.16,0.11,dow_jones,-0.07,1.513,1.33
834,2016-06-30,17929.99,17712.76,17930.61,17711.8,133000.03,1.33,dow_jones,-0.078,0.57,1.64
835,2016-06-29,17694.68,17456.02,17704.51,17456.02,106000.38,1.64,dow_jones,-0.46,-1.107,1.57
836,2016-06-28,17409.72,17190.51,17409.72,17190.51,112000.19,1.57,dow_jones,-0.746,-1.2,-1.5
837,2016-06-27,17140.24,17355.21,17355.21,17063.08,138000.74,-1.5,dow_jones,-0.3,-0.79,-3.39
838,2016-06-24,17400.75,17946.63,17946.63,17356.34,239000.0,-3.39,dow_jones,0.312,0.387,1.29
839,2016-06-23,18011.07,17844.11,18011.07,17844.11,98000.11,1.29,dow_jones,0.16,0.2,-0.27
840,2016-06-22,17780.83,17832.67,17920.16,17770.36,89000.44,-0.27,dow_jones,0.174,0.18,0.14
841,2016-06-21,17829.73,17827.33,17877.84,17799.8,85000.14,0.14,dow_jones,0.08,0.31,0.73
842,2016-06-20,17804.87,17736.87,17946.36,17736.87,99000.38,0.73,dow_jones,-0.214,0.0,-0.33
843,2016-06-17,17675.16,17733.44,17733.44,17602.78,248000.68,-0.33,dow_jones,-0.282,0.0,0.53
844,2016-06-16,17733.1,17602.23,17754.91,17471.29,91000.95,0.53,dow_jones,-0.41,-0.423,-0.2
845,2016-06-15,17640.17,17703.65,17762.96,17629.01,94000.13,-0.2,dow_jones,-0.296,-0.58,-0.33
846,2016-06-14,17674.82,17710.77,17733.92,17595.79,93000.74,-0.33,dow_jones,-0.21,-0.507,-0.74
847,2016-06-13,17732.48,17830.5,17893.28,17731.35,101000.69,-0.74,dow_jones,0.066,-0.137,-0.67
848,2016-06-10,17865.34,17938.82,17938.82,17812.34,90000.54,-0.67,dow_jones,0.164,0.12,-0.11
849,2016-06-09,17985.19,17969.98,18005.22,17915.88,69000.69,-0.11,dow_jones,0.24,0.37,0.37
850,2016-06-08,18005.05,17931.91,18016.0,17931.91,71000.26,0.37,dow_jones,0.168,0.187,0.1
851,2016-06-07,17938.28,17936.22,18003.23,17936.22,78000.75,0.1,dow_jones,0.052,0.243,0.64
852,2016-06-06,17920.33,17825.69,17949.68,17822.81,71000.87,0.64,dow_jones,-0.026,0.033,-0.18
853,2016-06-03,17807.06,17799.8,17833.17,17689.68,82000.28,-0.18,dow_jones,-0.016,-0.067,0.27
854,2016-06-02,17838.56,17789.05,17838.56,17703.55,75000.56,0.27,dow_jones,0.094,-0.073,0.01
855,2016-06-01,17789.67,17754.55,17809.18,17664.79,78000.53,0.01,dow_jones,0.336,-0.12,-0.48
856,2016-05-31,17787.2,17891.5,17899.24,17724.03,147000.39,-0.48,dow_jones,0.422,0.313,0.25
857,2016-05-27,17873.22,17826.85,17873.22,17824.73,73000.19,0.25,dow_jones,0.448,0.637,-0.13
858,2016-05-26,17828.29,17859.52,17888.66,17803.82,68000.94,-0.13,dow_jones,0.37,0.663,0.82
859,2016-05-25,17851.51,17735.09,17891.71,17735.09,79000.18,0.82,dow_jones,0.202,0.517,1.22
860,2016-05-24,17706.05,17525.19,17742.59,17525.19,86000.48,1.22,dow_jones,-0.246,-0.063,-0.05
861,2016-05-23,17492.93,17507.04,17550.7,17480.05,87000.79,-0.05,dow_jones,-0.036,-0.053,0.38
862,2016-05-20,17500.94,17437.32,17571.75,17437.32,112000.0,0.38,dow_jones,-0.322,-0.52,-0.52
863,2016-05-19,17435.4,17514.16,17514.16,17331.07,95000.53,-0.52,dow_jones,-0.208,-0.013,-0.02
864,2016-05-18,17526.62,17501.28,17636.22,17418.21,79000.12,-0.02,dow_jones,-0.446,-0.357,-1.02
865,2016-05-17,17529.98,17701.46,17701.46,17469.92,103000.26,-1.02,dow_jones,0.01,-0.0,1.0
866,2016-05-16,17710.71,17531.76,17755.8,17531.76,88000.44,1.0,dow_jones,-0.23,-0.737,-1.05
867,2016-05-13,17535.32,17711.12,17734.74,17512.48,86000.65,-1.05,dow_jones,0.07,0.033,0.05
868,2016-05-12,17720.5,17722.01,17798.19,17625.38,88000.57,0.05,dow_jones,0.07,-0.05,-1.21
869,2016-05-11,17711.12,17919.03,17919.03,17711.05,87000.39,-1.21,dow_jones,0.2,0.503,1.26
870,2016-05-10,17928.35,17726.66,17934.61,17726.66,75000.79,1.26,dow_jones,-0.208,0.1,-0.2
871,2016-05-09,17705.91,17743.85,17783.16,17668.38,85000.59,-0.2,dow_jones,-0.036,-0.02,0.45
872,2016-05-06,17740.63,17650.3,17744.54,17580.38,80000.02,0.45,dow_jones,-0.19,-0.43,0.05
873,2016-05-05,17660.71,17664.48,17736.11,17615.82,81000.53,0.05,dow_jones,-0.434,-0.227,-0.56
874,2016-05-04,17651.26,17735.02,17738.06,17609.01,95000.02,-0.56,dow_jones,-0.266,-0.147,-0.78
875,2016-05-03,17750.91,17870.75,17870.75,17670.88,97000.07,-0.78,dow_jones,-0.096,-0.277,0.66
876,2016-05-02,17891.16,17783.78,17912.35,17773.71,80000.1,0.66,dow_jones,-0.258,-0.403,-0.32
877,2016-04-29,17773.64,17813.09,17814.83,17651.98,136000.67,-0.32,dow_jones,-0.17,-0.273,-1.17
878,2016-04-28,17830.76,18023.88,18035.73,17796.55,100000.92,-1.17,dow_jones,-0.062,0.067,0.28
879,2016-04-27,18041.55,17996.14,18084.66,17920.26,109000.09,0.28,dow_jones,-0.07,0.013,0.07
880,2016-04-26,17990.32,17987.38,18043.77,17934.17,92000.57,0.07,dow_jones,-0.03,-0.22,-0.15
881,2016-04-25,17977.24,17990.94,17990.94,17855.55,83000.77,-0.15,dow_jones,0.12,-0.09,0.12
882,2016-04-22,18003.75,17985.05,18026.85,17909.89,134000.12,0.12,dow_jones,0.064,-0.04,-0.63
883,2016-04-21,17982.52,18092.84,18107.29,17963.89,102000.72,-0.63,dow_jones,0.21,0.37,0.24
884,2016-04-20,18096.27,18059.49,18167.63,18031.21,100000.21,0.24,dow_jones,0.374,0.237,0.27
885,2016-04-19,18053.6,18012.1,18103.46,17984.43,89000.82,0.27,dow_jones,0.508,0.18,0.6
886,2016-04-18,18004.16,17890.2,18009.53,17848.22,89000.39,0.6,dow_jones,0.364,0.333,-0.16
