,Date,Last,Open,Max,Min,Vol_K,Var_%,Index,dowjones_last_5_avg,dowjones_last_3_avg,dowjones_last_1
61,2019-07-29,27221.35,27192.24,27275.85,27178.06,259000.32,0.11,dow_jones,0.03,-0.19,0.19
62,2019-07-26,27192.45,27166.0,27213.7,27123.25,243000.2,0.19,dow_jones,-0.058,-0.037,-0.47
63,2019-07-25,27140.98,27247.39,27298.43,27062.48,244000.02,-0.47,dow_jones,0.038,0.143,-0.29
64,2019-07-24,27269.97,27262.24,27291.04,27191.12,245000.88,-0.29,dow_jones,0.012,0.157,0.65
65,2019-07-23,27349.19,27231.86,27368.81,27204.58,250000.8,0.65,dow_jones,-0.136,-0.057,0.07
66,2019-07-22,27171.9,27174.18,27227.77,27088.9,226000.95,0.07,dow_jones,-0.13,-0.22,-0.25
67,2019-07-19,27154.2,27246.38,27342.96,27145.78,287000.69,-0.25,dow_jones,0.1,-0.167,0.01
68,2019-07-18,27222.97,27191.98,27266.81,27068.79,218000.82,0.01,dow_jones,0.268,-0.137,-0.42
69,2019-07-17,27219.85,27320.91,27343.06,27218.38,196000.78,-0.42,dow_jones,0.41,0.303,-0.09
70,2019-07-16,27335.63,27349.32,27398.68,27290.24,226000.0,-0.09,dow_jones,0.412,0.617,0.1
71,2019-07-15,27359.16,27364.69,27364.69,27294.17,199000.72,0.1,dow_jones,0.306,0.68,0.9
72,2019-07-12,27332.03,27139.49,27333.79,27135.45,248000.39,0.9,dow_jones,0.094,0.353,0.85
73,2019-07-11,27088.08,26950.16,27088.45,26916.32,252000.3,0.85,dow_jones,0.058,-0.073,0.29
74,2019-07-10,26860.2,26851.96,26983.45,26813.11,207000.99,0.29,dow_jones,0.052,-0.223,-0.08
75,2019-07-09,26783.49,26725.12,26807.7,26665.57,218000.33,-0.08,dow_jones,0.156,0.027,-0.43
76,2019-07-08,26806.14,26835.64,26839.14,26744.87,214000.29,-0.43,dow_jones,0.298,0.257,-0.16
77,2019-07-05,26922.12,26867.75,26950.81,26733.33,192000.17,-0.16,dow_jones,0.322,0.457,0.67
78,2019-07-03,26966.0,26832.32,26966.0,26831.44,149000.84,0.67,dow_jones,0.18,0.327,0.26
79,2019-07-02,26786.68,26719.53,26787.56,26632.65,219000.27,0.26,dow_jones,-0.006,0.227,0.44
80,2019-07-01,26717.43,26805.86,26890.64,26616.21,285000.35,0.44,dow_jones,-0.088,0.067,0.28
81,2019-06-28,26599.96,26605.93,26638.35,26522.27,499000.35,0.28,dow_jones,-0.17,-0.25,-0.04
