,Date,Last,Open,Max,Min,Vol_K,Var_%,Index,dax_last_5_avg,dax_last_3_avg,dax_last_1
614,2017-05-17,12631.61,12700.12,12786.89,12587.45,108000.95,-1.35,dax_index,0.09,0.247,-0.02
615,2017-05-16,12804.53,12787.69,12841.66,12776.02,80000.32,-0.02,dax_index,0.18,0.133,0.29
616,2017-05-15,12807.04,12824.05,12832.29,12729.49,87000.08,0.29,dax_index,0.086,0.06,0.47
617,2017-05-12,12770.41,12728.84,12771.0,12714.38,109000.48,0.47,dax_index,0.102,0.047,-0.36
618,2017-05-11,12711.06,12767.13,12772.88,12662.49,103000.24,-0.36,dax_index,0.366,0.107,0.07
619,2017-05-10,12757.46,12728.97,12776.08,12715.67,108000.07,0.07,dax_index,0.384,0.267,0.43
620,2017-05-09,12749.12,12732.74,12783.23,12703.96,113000.26,0.43,dax_index,0.41,0.443,-0.18
621,2017-05-08,12694.55,12758.48,12762.04,12659.7,100000.74,-0.18,dax_index,0.436,0.557,0.55
622,2017-05-05,12716.89,12601.46,12718.66,12591.75,107000.71,0.55,dax_index,0.28,0.56,0.96
623,2017-05-04,12647.78,12552.06,12648.22,12539.71,105000.61,0.96,dax_index,0.098,0.223,0.16
624,2017-05-03,12527.84,12502.36,12532.25,12477.87,81000.77,0.16,dax_index,0.086,0.093,0.56
625,2017-05-02,12507.9,12478.46,12511.17,12433.51,87000.9,0.56,dax_index,0.648,-0.077,-0.05
626,2017-04-28,12438.01,12417.89,12462.11,12414.1,104000.96,-0.05,dax_index,0.694,-0.027,-0.23
627,2017-04-27,12443.79,12440.01,12478.28,12426.99,104000.31,-0.23,dax_index,0.758,1.173,0.05
628,2017-04-26,12472.8,12466.5,12486.29,12442.37,90000.38,0.05,dax_index,0.774,1.217,0.1
629,2017-04-25,12467.04,12457.83,12482.9,12439.11,94000.32,0.1,dax_index,0.574,1.213,3.37
630,2017-04-24,12454.98,12296.56,12456.18,12289.37,191000.82,3.37,dax_index,-0.176,0.133,0.18
631,2017-04-21,12048.57,12032.78,12091.33,12009.12,109000.7,0.18,dax_index,-0.186,-0.227,0.09
632,2017-04-20,12027.32,11968.06,12050.66,11941.57,85000.38,0.09,dax_index,-0.304,-0.383,0.13
633,2017-04-19,12016.45,12014.03,12040.23,12001.86,85000.82,0.13,dax_index,-0.37,-0.383,-0.9
634,2017-04-18,12000.44,12135.61,12162.47,11996.74,89000.78,-0.9,dax_index,-0.2,-0.25,-0.38
635,2017-04-13,12109.0,12137.57,12147.7,12089.94,75000.85,-0.38,dax_index,-0.102,-0.19,0.13
636,2017-04-12,12154.7,12174.96,12242.76,12123.12,76000.48,0.13,dax_index,-0.234,-0.25,-0.5
637,2017-04-11,12139.35,12149.4,12221.43,12049.93,84000.12,-0.5,dax_index,-0.092,-0.047,-0.2
638,2017-04-10,12200.52,12244.5,12246.88,12178.1,58000.53,-0.2,dax_index,-0.142,-0.157,-0.05
639,2017-04-07,12225.06,12174.51,12225.06,12144.98,74000.11,-0.05,dax_index,-0.04,-0.07,0.11
640,2017-04-06,12230.89,12147.37,12242.5,12119.04,76000.55,0.11,dax_index,0.026,-0.257,-0.53
641,2017-04-05,12217.54,12280.06,12293.13,12212.17,86000.82,-0.53,dax_index,0.22,0.073,0.21
642,2017-04-04,12282.34,12255.72,12288.78,12225.38,118000.11,0.21,dax_index,0.434,0.15,-0.45
643,2017-04-03,12257.2,12368.82,12375.58,12256.94,88000.5,-0.45,dax_index,0.41,0.447,0.46
644,2017-03-31,12312.87,12241.57,12313.29,12230.17,113000.06,0.46,dax_index,0.358,0.72,0.44
645,2017-03-30,12256.43,12220.64,12258.37,12200.34,88000.51,0.44,dax_index,0.498,0.383,0.44
646,2017-03-29,12203.0,12195.86,12233.76,12180.83,104000.38,0.44,dax_index,0.314,0.303,1.28
647,2017-03-28,12149.42,12062.69,12158.72,12045.17,95000.84,1.28,dax_index,-0.092,0.257,-0.57
648,2017-03-27,11996.07,11957.65,11996.35,11916.07,88000.96,-0.57,dax_index,-0.048,0.287,0.2
649,2017-03-24,12064.27,12033.27,12082.67,12010.33,95000.56,0.2,dax_index,-0.068,-0.03,1.14
650,2017-03-23,12039.68,11914.2,12043.67,11896.68,87000.34,1.14,dax_index,-0.174,-0.527,-0.48
651,2017-03-22,11904.12,11870.78,11934.35,11850.27,110000.18,-0.48,dax_index,-0.042,-0.333,-0.75
652,2017-03-21,11962.13,12083.01,12111.24,11938.42,134000.94,-0.75,dax_index,0.106,0.12,-0.35
653,2017-03-20,12052.9,12050.81,12082.31,12033.24,110000.67,-0.35,dax_index,0.22,0.297,0.1
654,2017-03-17,12095.24,12039.24,12117.9,12018.27,193000.23,0.1,dax_index,0.174,0.26,0.61
655,2017-03-16,12083.18,12140.3,12156.44,12046.07,123000.03,0.61,dax_index,0.07,0.13,0.18
656,2017-03-15,12009.87,12000.44,12027.05,11977.32,104000.49,0.18,dax_index,0.036,0.027,-0.01
657,2017-03-14,11988.79,11987.34,12002.75,11930.38,108000.4,-0.01,dax_index,0.05,0.06,0.22
658,2017-03-13,11990.03,11954.8,12006.01,11949.03,78000.03,0.22,dax_index,-0.108,-0.01,-0.13
659,2017-03-10,11963.18,12018.48,12067.07,11936.81,110000.64,-0.13,dax_index,-0.136,0.053,0.09
660,2017-03-09,11978.39,11923.51,12024.7,11917.78,106000.15,0.09,dax_index,-0.166,-0.167,0.01
661,2017-03-08,11967.31,11922.86,12017.28,11922.31,99000.11,0.01,dax_index,0.226,-0.26,0.06
662,2017-03-07,11966.14,11963.76,11988.87,11935.33,78000.82,0.06,dax_index,0.234,-0.3,-0.57
663,2017-03-06,11958.4,11956.81,11998.83,11921.57,99000.17,-0.57,dax_index,0.38,0.547,-0.27
664,2017-03-03,12027.36,11998.06,12058.21,11995.4,103000.29,-0.27,dax_index,0.194,0.67,-0.06
665,2017-03-02,12059.57,12052.8,12082.59,12041.9,82000.1,-0.06,dax_index,0.122,0.743,1.97
666,2017-03-01,12067.19,11915.03,12074.02,11913.84,109000.55,1.97,dax_index,-0.22,-0.313,0.1
667,2017-02-28,11834.41,11847.09,11853.5,11780.83,73000.5,0.1,dax_index,-0.004,-0.487,0.16
668,2017-02-27,11822.67,11858.14,11860.82,11792.51,64000.79,0.16,dax_index,0.084,-0.453,-1.2
669,2017-02-24,11804.03,11920.9,11934.64,11722.35,101000.75,-1.2,dax_index,0.324,0.34,-0.42
670,2017-02-23,11947.83,11994.06,12015.98,11925.88,71000.93,-0.42,dax_index,0.346,0.68,0.26
671,2017-02-22,11998.59,11989.71,12031.11,11966.02,94000.71,0.26,dax_index,0.332,0.593,1.18
672,2017-02-21,11967.49,11817.97,11987.58,11798.48,77000.83,1.18,dax_index,0.092,0.097,0.6
673,2017-02-20,11827.62,11831.71,11841.06,11804.72,56000.38,0.6,dax_index,0.156,-0.04,-0.0
674,2017-02-17,11757.02,11759.57,11775.4,11693.7,92000.67,-0.0,dax_index,0.198,-0.047,-0.31
675,2017-02-16,11757.24,11778.99,11814.7,11728.38,76000.43,-0.31,dax_index,0.432,0.363,0.19
676,2017-02-15,11793.93,11834.48,11848.04,11725.38,88000.88,0.19,dax_index,0.384,0.37,-0.02
677,2017-02-14,11771.81,11766.99,11787.82,11752.68,72000.65,-0.02,dax_index,0.456,0.663,0.92
678,2017-02-13,11774.43,11697.99,11812.69,11684.91,79000.03,0.92,dax_index,0.028,0.34,0.21
679,2017-02-10,11666.97,11698.7,11711.55,11645.13,79000.22,0.21,dax_index,0.026,0.383,0.86
680,2017-02-09,11642.86,11584.4,11657.24,11548.18,110000.08,0.86,dax_index,-0.2,-0.31,-0.05
681,2017-02-08,11543.38,11546.93,11591.26,11479.78,98000.26,-0.05,dax_index,0.026,-0.227,0.34
682,2017-02-07,11549.44,11498.49,11606.26,11483.83,72000.25,0.34,dax_index,-0.292,-0.43,-1.22
683,2017-02-06,11509.84,11628.03,11679.91,11509.58,95000.25,-1.22,dax_index,-0.272,0.337,0.2
684,2017-02-03,11651.49,11636.23,11696.94,11627.98,82000.67,0.2,dax_index,-0.37,-0.147,-0.27
685,2017-02-02,11627.95,11628.28,11675.98,11603.65,100000.63,-0.27,dax_index,-0.244,-0.43,1.08
686,2017-02-01,11659.5,11646.42,11723.39,11622.6,97000.42,1.08,dax_index,-0.096,-0.887,-1.25
687,2017-01-31,11535.31,11692.53,11733.16,11535.31,100000.43,-1.25,dax_index,0.24,-0.35,-1.12
688,2017-01-30,11681.89,11786.31,11792.33,11659.35,77000.63,-1.12,dax_index,0.318,0.63,-0.29
689,2017-01-27,11814.27,11841.72,11844.68,11798.26,73000.42,-0.29,dax_index,0.434,0.87,0.36
690,2017-01-26,11848.63,11867.91,11893.08,11819.76,93000.5,0.36,dax_index,0.358,0.507,1.82
691,2017-01-25,11806.05,11677.63,11827.73,11669.3,123000.21,1.82,dax_index,0.096,-0.003,0.43
692,2017-01-24,11594.94,11554.8,11596.18,11538.05,81000.68,0.43,dax_index,-0.016,-0.153,-0.73
693,2017-01-23,11545.75,11545.97,11605.29,11508.83,80000.31,-0.73,dax_index,0.002,0.26,0.29
694,2017-01-20,11630.13,11568.9,11636.79,11547.04,114000.83,0.29,dax_index,0.132,0.12,-0.02
695,2017-01-19,11596.89,11624.11,11644.88,11578.91,91000.89,-0.02,dax_index,-0.078,-0.087,0.51
696,2017-01-18,11599.39,11592.12,11599.39,11529.76,82000.31,0.51,dax_index,-0.072,0.057,-0.13
697,2017-01-17,11540.0,11521.5,11583.43,11425.14,87000.26,-0.13,dax_index,-0.012,-0.257,-0.64
698,2017-01-16,11554.71,11537.45,11579.05,11535.96,63000.0,-0.64,dax_index,0.056,0.137,0.94
699,2017-01-13,11629.18,11576.78,11635.55,11554.45,82000.61,0.94,dax_index,-0.108,-0.12,-1.07
700,2017-01-12,11521.04,11599.24,11606.43,11491.87,101000.6,-1.07,dax_index,0.108,0.137,0.54
701,2017-01-11,11646.17,11587.53,11692.27,11524.99,101000.23,0.54,dax_index,0.0,-0.003,0.17
702,2017-01-10,11583.3,11583.24,11606.95,11544.99,88000.74,0.17,dax_index,-0.058,-0.057,-0.3
703,2017-01-09,11563.99,11606.89,11606.89,11522.35,81000.16,-0.3,dax_index,0.206,0.043,0.12
704,2017-01-06,11599.01,11560.52,11605.74,11547.05,69000.16,0.12,dax_index,0.234,-0.037,0.01
705,2017-01-05,11584.94,11537.73,11602.54,11537.4,77000.24,0.01,dax_index,0.19,0.3,0.0
706,2017-01-04,11584.31,11609.53,11616.09,11531.43,84000.72,0.0,dax_index,0.194,0.387,-0.12
707,2017-01-03,11584.24,11631.7,11637.37,11561.23,91000.15,-0.12,dax_index,0.256,0.357,1.02
708,2017-01-02,11598.33,11426.38,11617.28,11414.82,48000.92,1.02,dax_index,0.042,0.023,0.26
709,2016-12-30,11481.06,11443.31,11481.66,11405.77,43000.1,0.26,dax_index,-0.032,0.0,-0.21
710,2016-12-29,11451.05,11411.36,11459.19,11404.82,45000.11,-0.21,dax_index,0.016,0.053,0.02
711,2016-12-28,11474.99,11469.45,11475.89,11459.4,47000.14,0.02,dax_index,0.078,0.01,0.19
712,2016-12-27,11472.24,11457.91,11481.46,11451.55,29000.55,0.19,dax_index,0.08,-0.043,-0.05
713,2016-12-23,11449.93,11477.23,11480.18,11409.43,55000.1,-0.05,dax_index,0.156,0.083,-0.11
714,2016-12-22,11456.1,11444.41,11475.76,11428.77,51000.52,-0.11,dax_index,0.394,0.187,0.03
715,2016-12-21,11468.64,11445.23,11479.88,11440.29,64000.31,0.03,dax_index,0.318,0.287,0.33
716,2016-12-20,11464.74,11415.3,11472.08,11406.95,78000.15,0.33,dax_index,0.42,0.537,0.2
717,2016-12-19,11426.7,11384.03,11426.7,11380.12,83000.39,0.2,dax_index,0.356,0.353,0.33
718,2016-12-16,11404.01,11368.64,11451.57,11357.15,184000.16,0.33,dax_index,0.334,0.523,1.08
719,2016-12-15,11366.4,11267.03,11387.11,11267.03,145000.75,1.08,dax_index,0.468,0.123,-0.35
720,2016-12-14,11244.84,11254.47,11281.43,11235.24,93000.09,-0.35,dax_index,0.93,0.313,0.84
721,2016-12-13,11284.65,11194.67,11300.44,11191.64,101000.53,0.84,dax_index,0.932,0.617,-0.12
722,2016-12-12,11190.21,11198.42,11213.04,11141.86,92000.59,-0.12,dax_index,1.282,1.31,0.22
723,2016-12-09,11203.63,11170.18,11231.69,11145.98,107000.04,0.22,dax_index,1.198,1.52,1.75
724,2016-12-08,11179.42,11035.76,11193.1,10990.6,180000.24,1.75,dax_index,0.648,1.48,1.96
725,2016-12-07,10986.69,10885.05,10988.79,10873.81,148000.43,1.96,dax_index,0.294,0.76,0.85
726,2016-12-06,10775.32,10685.0,10786.26,10668.67,142000.69,0.85,dax_index,0.196,0.143,1.63
727,2016-12-05,10684.83,10494.64,10730.74,10493.62,107000.27,1.63,dax_index,-0.348,-0.337,-0.2
728,2016-12-02,10513.35,10436.48,10545.37,10402.59,86000.4,-0.2,dax_index,-0.29,-0.15,-1.0
729,2016-12-01,10534.05,10593.06,10627.1,10502.54,93000.4,-1.0,dax_index,-0.04,-0.18,0.19
730,2016-11-30,10640.3,10615.79,10691.67,10606.04,110000.33,0.19,dax_index,-0.174,-0.213,0.36
731,2016-11-29,10620.49,10562.15,10624.76,10539.23,80000.84,0.36,dax_index,-0.192,-0.25,-1.09
732,2016-11-28,10582.67,10655.92,10658.36,10554.94,75000.86,-1.09,dax_index,0.064,-0.047,0.09
733,2016-11-25,10699.27,10700.17,10710.16,10649.37,61000.04,0.09,dax_index,0.006,0.013,0.25
734,2016-11-24,10689.26,10689.16,10715.65,10653.62,55000.62,0.25,dax_index,-0.004,-0.007,-0.48
735,2016-11-23,10662.44,10718.89,10742.66,10602.21,95000.53,-0.48,dax_index,-0.04,0.087,0.27
736,2016-11-22,10713.85,10745.67,10767.73,10707.87,85000.87,0.27,dax_index,-0.016,0.063,0.19
737,2016-11-21,10685.13,10697.95,10727.09,10595.14,73000.72,0.19,dax_index,-0.006,-0.22,-0.2
738,2016-11-18,10664.56,10735.05,10737.98,10649.12,106000.65,-0.2,dax_index,0.106,-0.023,0.2
739,2016-11-17,10685.54,10640.36,10686.88,10604.32,98000.11,0.2,dax_index,0.036,-0.01,-0.66
740,2016-11-16,10663.87,10726.34,10735.47,10610.27,98000.81,-0.66,dax_index,0.48,0.33,0.39
741,2016-11-15,10735.14,10720.93,10748.31,10666.17,107000.33,0.39,dax_index,0.45,0.15,0.24
742,2016-11-14,10693.69,10750.62,10802.39,10677.09,134000.89,0.24,dax_index,0.788,0.59,0.36
743,2016-11-11,10667.95,10702.88,10714.47,10584.31,133000.41,0.36,dax_index,0.586,0.55,-0.15
744,2016-11-10,10630.12,10710.04,10793.97,10575.96,191000.3,-0.15,dax_index,0.53,1.243,1.56
745,2016-11-09,10646.01,10181.89,10646.55,10174.92,173000.82,1.56,dax_index,-0.076,0.507,0.24
746,2016-11-08,10482.32,10449.52,10486.04,10414.83,78000.08,0.24,dax_index,-0.384,0.283,1.93
747,2016-11-07,10456.95,10410.56,10456.95,10381.14,84000.89,1.93,dax_index,-0.828,-0.85,-0.65
748,2016-11-04,10259.13,10281.87,10286.39,10212.53,90000.28,-0.65,dax_index,-0.736,-1.067,-0.43
749,2016-11-03,10325.88,10341.86,10406.72,10325.88,85000.26,-0.43,dax_index,-0.636,-1.02,-1.47
750,2016-11-02,10370.93,10443.52,10460.93,10368.2,92000.79,-1.47,dax_index,-0.43,-0.593,-1.3
751,2016-11-01,10526.16,10724.14,10730.48,10506.39,77000.98,-1.3,dax_index,-0.178,-0.137,-0.29
752,2016-10-31,10665.01,10658.67,10687.74,10634.34,70000.46,-0.29,dax_index,-0.026,-0.187,-0.19
753,2016-10-28,10696.19,10634.99,10716.16,10583.57,72000.76,-0.19,dax_index,0.03,-0.137,0.07
754,2016-10-27,10717.08,10691.86,10772.67,10656.18,84000.11,0.07,dax_index,0.12,-0.003,-0.44
755,2016-10-26,10709.68,10726.22,10737.79,10632.29,78000.21,-0.44,dax_index,0.234,0.173,-0.04
756,2016-10-25,10757.31,10786.25,10827.72,10738.36,92000.48,-0.04,dax_index,0.486,0.36,0.47
757,2016-10-24,10761.17,10743.87,10820.08,10743.87,79000.89,0.47,dax_index,0.246,0.247,0.09
758,2016-10-21,10710.73,10710.51,10737.26,10672.35,86000.86,0.09,dax_index,0.548,0.623,0.52
759,2016-10-20,10701.39,10665.75,10748.41,10592.89,106000.41,0.52,dax_index,0.236,0.207,0.13
760,2016-10-19,10645.68,10626.99,10672.22,10587.71,75000.98,0.13,dax_index,0.108,0.697,1.22
761,2016-10-18,10631.55,10560.14,10657.34,10543.69,88000.96,1.22,dax_index,-0.224,-0.057,-0.73
762,2016-10-17,10503.57,10544.69,10583.7,10491.28,63000.73,-0.73,dax_index,0.176,0.017,1.6
763,2016-10-14,10580.38,10450.06,10615.3,10449.47,101000.26,1.6,dax_index,-0.292,-0.663,-1.04
764,2016-10-13,10414.07,10425.79,10430.83,10349.06,98000.76,-1.04,dax_index,-0.116,0.107,-0.51
765,2016-10-12,10523.07,10572.72,10604.0,10503.2,90000.4,-0.51,dax_index,-0.078,0.03,-0.44
766,2016-10-11,10577.16,10600.94,10692.36,10568.72,97000.98,-0.44,dax_index,0.216,0.123,1.27
767,2016-10-10,10624.08,10496.01,10639.41,10454.98,101000.67,1.27,dax_index,0.164,-0.407,-0.74
768,2016-10-07,10490.86,10549.69,10579.09,10465.35,125000.27,-0.74,dax_index,0.25,0.183,-0.16
769,2016-10-06,10568.8,10641.13,10641.13,10537.68,108000.66,-0.16,dax_index,0.43,0.573,-0.32
770,2016-10-05,10585.78,10535.62,10622.44,10486.63,96000.74,-0.32,dax_index,0.432,0.577,1.03
771,2016-10-04,10619.61,10492.97,10646.72,10492.25,131000.53,1.03,dax_index,-0.212,0.48,1.01
772,2016-09-30,10511.02,10240.69,10531.26,10189.94,188000.17,1.01,dax_index,-0.502,0.04,-0.31
773,2016-09-29,10405.54,10545.6,10575.34,10370.23,103000.88,-0.31,dax_index,0.016,-0.587,0.74
774,2016-09-28,10438.34,10425.89,10518.36,10417.15,87000.74,0.74,dax_index,-0.05,-0.98,-0.31
775,2016-09-27,10361.48,10451.4,10455.88,10265.69,111000.48,-0.31,dax_index,0.05,-0.117,-2.19
776,2016-09-26,10393.71,10555.19,10560.83,10385.63,105000.45,-2.19,dax_index,0.678,0.75,-0.44
777,2016-09-23,10626.97,10662.49,10675.62,10610.95,70000.0,-0.44,dax_index,0.468,0.96,2.28
778,2016-09-22,10674.18,10518.53,10705.4,10517.8,98000.95,2.28,dax_index,0.114,0.517,0.41
779,2016-09-21,10436.49,10496.43,10535.25,10427.22,79000.03,0.41,dax_index,0.016,-0.117,0.19
780,2016-09-20,10393.86,10374.68,10465.95,10371.62,74000.05,0.19,dax_index,-0.108,-0.01,0.95
781,2016-09-19,10373.87,10349.87,10381.93,10326.75,72000.79,0.95,dax_index,-0.566,-0.353,-1.49
782,2016-09-16,10276.17,10403.67,10427.2,10262.19,214000.98,-1.49,dax_index,-0.458,0.0,0.51
783,2016-09-15,10431.2,10360.84,10446.4,10337.23,83000.38,0.51,dax_index,-0.704,-0.617,-0.08
784,2016-09-14,10378.4,10410.3,10450.41,10369.72,94000.0,-0.08,dax_index,-0.564,-0.907,-0.43
785,2016-09-13,10386.6,10483.07,10507.04,10382.85,89000.96,-0.43,dax_index,-0.45,-1.003,-1.34
786,2016-09-12,10431.77,10380.46,10431.9,10299.38,172000.22,-1.34,dax_index,-0.204,-0.35,-0.95
787,2016-09-09,10573.44,10641.81,10671.66,10539.31,101000.92,-0.95,dax_index,0.27,0.013,-0.72
788,2016-09-08,10675.29,10749.82,10780.42,10570.06,93000.7,-0.72,dax_index,0.304,0.217,0.62
789,2016-09-07,10752.98,10706.86,10775.93,10659.73,79000.76,0.62,dax_index,0.058,0.483,0.14
790,2016-09-06,10687.14,10704.89,10742.49,10657.43,67000.23,0.14,dax_index,0.244,0.253,-0.11
791,2016-09-05,10672.22,10712.17,10740.39,10671.55,58000.16,-0.11,dax_index,0.184,0.087,1.42
792,2016-09-02,10683.82,10570.7,10693.64,10516.81,83000.69,1.42,dax_index,0.01,-0.03,-0.55
793,2016-09-01,10534.31,10622.33,10676.32,10492.29,104000.48,-0.55,dax_index,-0.056,0.017,-0.61
794,2016-08-31,10592.69,10627.18,10666.81,10591.44,89000.94,-0.61,dax_index,0.122,0.403,1.07
795,2016-08-30,10657.64,10588.71,10688.48,10588.48,62000.09,1.07,dax_index,0.096,-0.247,-0.41
796,2016-08-29,10544.44,10503.88,10566.69,10441.81,35000.06,-0.41,dax_index,0.084,-0.017,0.55
797,2016-08-26,10587.77,10512.21,10613.06,10484.03,49000.68,0.55,dax_index,-0.136,0.113,-0.88
798,2016-08-25,10529.59,10576.56,10576.56,10470.73,54000.75,-0.88,dax_index,0.164,0.25,0.28
799,2016-08-24,10622.97,10531.14,10653.17,10515.16,62000.92,0.28,dax_index,-0.152,-0.027,0.94
800,2016-08-23,10592.88,10542.95,10627.0,10516.27,57000.65,0.94,dax_index,-0.456,-0.133,-0.47
801,2016-08-22,10494.35,10528.88,10656.25,10443.48,60000.73,-0.47,dax_index,-0.314,-0.41,-0.55
802,2016-08-19,10544.36,10613.23,10618.11,10490.96,75000.39,-0.55,dax_index,-0.258,-0.42,0.62
803,2016-08-18,10603.03,10613.08,10625.33,10548.97,55000.43,0.62,dax_index,-0.21,-0.547,-1.3
804,2016-08-17,10537.67,10694.55,10696.76,10516.05,68000.62,-1.3,dax_index,-0.028,-0.203,-0.58
805,2016-08-16,10676.65,10666.72,10737.07,10634.68,63000.83,-0.58,dax_index,0.588,0.277,0.24
806,2016-08-15,10739.21,10719.14,10802.32,10712.13,42000.91,0.24,dax_index,0.666,0.067,-0.27
807,2016-08-12,10713.43,10718.33,10735.11,10685.52,60000.46,-0.27,dax_index,0.992,0.99,0.86
808,2016-08-11,10742.84,10687.57,10742.84,10635.42,73000.24,0.86,dax_index,0.934,0.913,-0.39
809,2016-08-10,10650.89,10676.9,10708.25,10635.11,101000.11,-0.39,dax_index,1.064,1.497,2.5
810,2016-08-09,10692.9,10438.6,10701.33,10433.79,81000.92,2.5,dax_index,0.204,0.853,0.63
811,2016-08-08,10432.36,10407.5,10478.75,10403.47,66000.87,0.63,dax_index,0.064,0.73,1.36
812,2016-08-05,10367.21,10242.88,10374.33,10216.64,83000.14,1.36,dax_index,-0.086,-0.323,0.57
813,2016-08-04,10227.86,10237.08,10282.17,10182.4,79000.2,0.57,dax_index,-0.286,-0.537,0.26
814,2016-08-03,10170.21,10150.13,10189.15,10092.53,89000.97,0.26,dax_index,-0.198,-0.42,-1.8
815,2016-08-02,10144.34,10328.87,10330.64,10128.98,124000.5,-1.8,dax_index,0.26,0.037,-0.07
816,2016-08-01,10330.52,10426.36,10459.34,10277.37,84000.75,-0.07,dax_index,0.374,0.293,0.61
817,2016-07-29,10337.5,10320.82,10355.31,10287.32,94000.14,0.61,dax_index,0.234,0.253,-0.43
818,2016-07-28,10274.93,10309.92,10381.9,10264.39,95000.73,-0.43,dax_index,0.348,0.563,0.7
819,2016-07-27,10319.55,10314.43,10352.32,10298.4,85000.86,0.7,dax_index,0.53,0.3,0.49
820,2016-07-26,10247.76,10199.66,10275.41,10150.0,79000.53,0.49,dax_index,0.27,0.183,0.5
821,2016-07-25,10198.24,10155.2,10264.06,10125.22,58000.55,0.5,dax_index,0.162,0.553,-0.09
822,2016-07-22,10147.46,10130.51,10181.24,10073.28,62000.72,-0.09,dax_index,0.178,0.313,0.14
823,2016-07-21,10156.21,10195.4,10195.65,10090.12,97000.53,0.14,dax_index,0.428,0.253,1.61
824,2016-07-20,10142.01,10054.54,10146.71,9991.65,79000.71,1.61,dax_index,0.04,-0.287,-0.81
825,2016-07-19,9981.24,10038.95,10050.77,9923.64,69000.29,-0.81,dax_index,0.468,0.447,-0.04
826,2016-07-18,10063.13,10079.03,10160.3,10011.84,70000.74,-0.04,dax_index,0.9,0.35,-0.01
827,2016-07-15,10066.9,10031.18,10098.75,9987.05,89000.99,-0.01,dax_index,1.35,0.797,1.39
828,2016-07-14,10068.3,10058.49,10109.86,9984.55,100000.41,1.39,dax_index,1.17,1.04,-0.33
829,2016-07-13,9930.71,9941.99,10001.87,9919.41,96000.31,-0.33,dax_index,0.902,1.897,1.33
830,2016-07-12,9964.07,9850.4,10013.49,9841.11,101000.66,1.33,dax_index,0.272,1.617,2.12
831,2016-07-11,9833.41,9744.8,9841.86,9690.18,80000.8,2.12,dax_index,-0.29,0.353,2.24
832,2016-07-08,9629.66,9392.2,9655.92,9389.05,97000.03,2.24,dax_index,-0.54,-1.0,0.49
833,2016-07-07,9418.78,9437.47,9507.91,9399.69,91000.5,0.49,dax_index,-0.496,-1.393,-1.67
834,2016-07-06,9373.26,9449.57,9530.59,9304.01,134000.69,-1.67,dax_index,0.188,-0.507,-1.82
835,2016-07-05,9532.61,9656.05,9659.41,9506.84,97000.7,-1.82,dax_index,0.938,0.337,-0.69
836,2016-07-04,9709.09,9797.66,9808.99,9701.15,79000.93,-0.69,dax_index,0.472,1.15,0.99
837,2016-07-01,9776.12,9742.84,9806.47,9657.63,101000.97,0.99,dax_index,-1.09,1.463,0.71
838,2016-06-30,9680.09,9566.07,9695.59,9513.52,136000.9,0.71,dax_index,-0.862,0.22,1.75
839,2016-06-29,9612.27,9557.69,9640.39,9506.29,115000.82,1.75,dax_index,-1.102,-2.637,1.93
840,2016-06-28,9447.28,9458.38,9554.41,9419.38,136000.52,1.93,dax_index,-1.38,-2.663,-3.02
841,2016-06-27,9268.66,9516.92,9589.28,9214.1,209000.92,-3.02,dax_index,-0.09,-1.473,-6.82
842,2016-06-24,9557.16,9237.62,9720.12,9226.15,325000.19,-6.82,dax_index,1.444,0.98,1.85
843,2016-06-23,10257.03,10122.47,10340.84,10104.92,110000.23,1.85,dax_index,0.956,1.507,0.55
844,2016-06-22,10071.06,10084.74,10149.81,10043.68,80000.46,0.55,dax_index,1.03,1.607,0.54
845,2016-06-21,10015.54,9943.84,10051.07,9930.1,83000.05,0.54,dax_index,0.636,1.23,3.43
846,2016-06-20,9962.02,9850.59,9996.56,9850.59,94000.35,3.43,dax_index,-0.41,0.393,0.85
847,2016-06-17,9631.36,9620.92,9705.29,9578.15,145000.9,0.85,dax_index,-1.084,-0.367,-0.59
848,2016-06-16,9550.47,9480.43,9582.38,9432.87,101000.53,-0.59,dax_index,-1.216,-0.77,0.92
849,2016-06-15,9606.71,9589.47,9665.21,9567.15,95000.3,0.92,dax_index,-1.538,-1.917,-1.43
850,2016-06-14,9519.2,9595.17,9620.84,9507.51,102000.84,-1.43,dax_index,-0.922,-1.857,-1.8
851,2016-06-13,9657.44,9715.78,9755.23,9657.44,102000.33,-1.8,dax_index,-0.526,-1.487,-2.52
852,2016-06-10,9834.62,10024.69,10026.49,9819.12,109000.16,-2.52,dax_index,-0.228,-0.097,-1.25
853,2016-06-09,10088.87,10184.48,10187.07,10050.03,108000.38,-1.25,dax_index,0.028,0.38,-0.69
854,2016-06-08,10217.03,10246.49,10266.37,10177.44,75000.77,-0.69,dax_index,0.052,0.267,1.65
855,2016-06-07,10287.68,10196.17,10312.53,10183.19,78000.49,1.65,dax_index,-0.414,-0.273,0.18
856,2016-06-06,10121.08,10105.09,10148.96,10092.86,55000.12,0.18,dax_index,-0.358,-0.523,-1.03
857,2016-06-03,10103.26,10237.58,10282.72,10040.87,85000.88,-1.03,dax_index,-0.126,-0.407,0.03
858,2016-06-02,10208.0,10199.2,10241.75,10156.86,63000.12,0.03,dax_index,0.0,-0.263,-0.57
859,2016-06-01,10204.44,10242.78,10283.82,10160.24,79000.53,-0.57,dax_index,0.408,-0.03,-0.68
