,Date,Last,Open,Max,Min,Vol_K,Var_%,Index,nasdaq_last_5_avg,nasdaq_last_3_avg,nasdaq_last_1
530,2017-09-14,5968.82,5981.85,5997.23,5965.06,139000.0,-0.59,nasdaq,0.182,0.513,0.15
531,2017-09-13,6004.38,5982.85,6004.47,5974.88,137000.28,0.15,nasdaq,0.214,0.18,0.25
532,2017-09-12,5995.64,5998.74,6002.97,5968.09,146000.38,0.25,nasdaq,-0.02,0.17,1.14
533,2017-09-11,5980.52,5962.35,5990.87,5960.87,148000.24,1.14,nasdaq,-0.25,-0.107,-0.85
534,2017-09-08,5913.37,5957.19,5958.81,5907.96,134000.44,-0.85,nasdaq,0.108,-0.13,0.22
535,2017-09-07,5964.31,5960.44,5980.15,5943.89,144000.2,0.22,nasdaq,0.306,-0.207,0.31
536,2017-09-06,5951.13,5949.54,5964.38,5909.92,142000.86,0.31,nasdaq,0.326,0.003,-0.92
537,2017-09-05,5932.73,5966.64,5980.91,5890.25,150000.87,-0.92,nasdaq,0.564,0.713,-0.01
538,2017-09-01,5987.9,6001.82,6009.61,5972.27,111000.43,-0.01,nasdaq,0.526,0.853,0.94
539,2017-08-31,5988.6,5948.74,5995.44,5945.95,169000.62,0.94,nasdaq,0.278,0.63,1.21
540,2017-08-30,5932.9,5870.88,5940.57,5865.34,135000.77,1.21,nasdaq,-0.038,0.16,0.41
541,2017-08-29,5862.14,5785.29,5871.79,5785.22,113000.41,0.41,nasdaq,0.18,-0.077,0.27
542,2017-08-28,5838.08,5839.27,5852.8,5821.87,124000.59,0.27,nasdaq,0.11,-0.29,-0.2
543,2017-08-25,5822.53,5854.31,5870.47,5815.6,122000.15,-0.2,nasdaq,0.132,0.277,-0.3
544,2017-08-24,5834.44,5863.99,5871.87,5802.77,130000.42,-0.3,nasdaq,-0.218,0.35,-0.37
545,2017-08-23,5851.78,5842.16,5864.78,5840.71,121000.32,-0.37,nasdaq,-0.112,0.443,1.5
546,2017-08-22,5873.33,5817.29,5879.0,5817.02,123000.97,1.5,nasdaq,-0.414,-0.74,-0.08
547,2017-08-21,5786.54,5791.04,5804.3,5750.5,134000.84,-0.08,nasdaq,-0.136,-0.66,-0.09
548,2017-08-18,5790.91,5803.9,5831.08,5770.14,169000.51,-0.09,nasdaq,0.032,-0.633,-2.05
549,2017-08-17,5796.32,5896.31,5903.86,5796.32,164000.72,-2.05,nasdaq,-0.002,0.487,0.16
550,2017-08-16,5917.42,5920.68,5944.98,5899.56,133000.36,0.16,nasdaq,-0.058,0.683,-0.01
551,2017-08-15,5907.73,5917.29,5919.75,5893.85,128000.17,-0.01,nasdaq,-0.084,-0.053,1.31
552,2017-08-14,5908.17,5878.64,5916.33,5878.0,146000.32,1.31,nasdaq,-0.228,-0.53,0.75
553,2017-08-11,5831.53,5792.32,5844.61,5785.26,144000.43,0.75,nasdaq,-0.348,-0.827,-2.22
554,2017-08-10,5788.19,5880.14,5887.27,5783.36,173000.81,-2.22,nasdaq,0.018,0.11,-0.12
555,2017-08-09,5919.39,5879.55,5920.96,5866.17,145000.3,-0.12,nasdaq,0.106,0.2,-0.14
556,2017-08-08,5926.35,5922.64,5972.93,5910.5,147000.06,-0.14,nasdaq,0.184,0.117,0.59
557,2017-08-07,5934.73,5909.45,5936.79,5903.75,127000.12,0.59,nasdaq,-0.03,0.027,0.15
558,2017-08-04,5899.9,5899.69,5912.56,5877.06,143000.11,0.15,nasdaq,-0.088,0.06,-0.39
559,2017-08-03,5891.2,5915.73,5917.47,5879.72,148000.83,-0.39,nasdaq,-0.124,0.03,0.32
560,2017-08-02,5914.23,5934.07,5936.15,5859.62,178000.27,0.32,nasdaq,-0.12,-0.123,0.25
561,2017-08-01,5895.17,5900.64,5905.29,5880.45,144000.47,0.25,nasdaq,-0.206,-0.397,-0.48
562,2017-07-31,5880.33,5928.69,5932.37,5871.79,187000.75,-0.48,nasdaq,-0.042,-0.123,-0.14
563,2017-07-28,5908.92,5883.7,5918.31,5868.92,158000.39,-0.14,nasdaq,-0.012,-0.137,-0.57
564,2017-07-27,5917.03,5994.02,5995.77,5847.05,243000.14,-0.57,nasdaq,0.12,0.167,0.34
565,2017-07-26,5950.73,5944.16,5954.38,5939.17,145000.01,0.34,nasdaq,0.174,0.057,-0.18
566,2017-07-25,5930.65,5927.1,5945.06,5916.29,147000.88,-0.18,nasdaq,0.348,0.147,0.34
567,2017-07-24,5941.37,5920.93,5950.57,5912.74,141000.03,0.34,nasdaq,0.286,0.237,0.01
568,2017-07-21,5921.52,5905.6,5921.52,5890.25,162000.46,0.01,nasdaq,0.438,0.463,0.09
569,2017-07-20,5921.22,5929.58,5932.61,5896.61,144000.93,0.09,nasdaq,0.47,0.443,0.61
570,2017-07-19,5916.16,5898.4,5922.37,5895.53,145000.63,0.61,nasdaq,0.59,0.497,0.69
571,2017-07-18,5880.1,5832.92,5880.55,5818.2,123000.42,0.69,nasdaq,0.506,0.35,0.03
572,2017-07-17,5839.74,5845.82,5860.64,5830.25,125000.58,0.03,nasdaq,0.634,0.743,0.77
573,2017-07-14,5838.08,5815.04,5844.8,5799.85,123000.65,0.77,nasdaq,0.69,0.577,0.25
574,2017-07-13,5793.36,5785.32,5806.18,5776.62,140000.45,0.25,nasdaq,0.46,0.717,1.21
575,2017-07-12,5778.95,5757.19,5785.0,5749.65,143000.96,1.21,nasdaq,0.404,0.663,0.27
576,2017-07-11,5709.8,5687.03,5717.91,5667.27,133000.08,0.27,nasdaq,0.174,0.273,0.67
577,2017-07-10,5694.15,5662.71,5708.61,5650.26,136000.24,0.67,nasdaq,0.018,0.36,1.05
578,2017-07-07,5656.47,5618.85,5673.02,5618.85,130000.79,1.05,nasdaq,-0.54,-0.283,-0.9
579,2017-07-06,5597.9,5606.42,5628.84,5579.64,161000.64,-0.9,nasdaq,-0.072,-0.02,0.93
580,2017-07-05,5648.82,5611.0,5663.6,5593.66,164000.3,0.93,nasdaq,-0.624,-0.91,-0.88
581,2017-07-03,5596.96,5680.36,5684.98,5592.53,103000.4,-0.88,nasdaq,-0.536,-0.137,-0.11
582,2017-06-30,5646.92,5676.4,5681.9,5637.74,192000.49,-0.11,nasdaq,-0.434,-0.71,-1.74
583,2017-06-29,5653.02,5723.31,5723.66,5599.44,181000.77,-1.74,nasdaq,-0.094,-0.277,1.44
584,2017-06-28,5753.03,5693.48,5757.23,5660.53,147000.74,1.44,nasdaq,-0.186,-0.623,-1.83
585,2017-06-27,5671.6,5752.72,5761.04,5671.6,173000.25,-1.83,nasdaq,0.02,-0.027,-0.44
586,2017-06-26,5777.59,5832.31,5845.15,5765.87,142000.52,-0.44,nasdaq,0.428,0.447,0.4
587,2017-06-23,5803.1,5775.03,5810.31,5759.7,278000.84,0.4,nasdaq,0.28,0.047,-0.04
588,2017-06-22,5779.87,5787.44,5802.46,5767.87,145000.41,-0.04,nasdaq,0.196,0.593,0.98
589,2017-06-21,5782.39,5740.58,5784.92,5737.01,149000.16,0.98,nasdaq,-0.086,0.153,-0.8
590,2017-06-20,5726.31,5762.99,5772.17,5725.01,150000.25,-0.8,nasdaq,0.226,0.267,1.6
591,2017-06-19,5772.22,5729.54,5776.36,5724.49,152000.06,1.6,nasdaq,-0.212,-0.41,-0.34
592,2017-06-16,5681.48,5694.21,5695.74,5656.62,544000.04,-0.34,nasdaq,-0.632,-0.043,-0.46
593,2017-06-15,5700.89,5661.36,5707.37,5634.58,171000.75,-0.46,nasdaq,-0.514,-0.087,-0.43
594,2017-06-14,5727.07,5774.12,5774.19,5682.35,177000.99,-0.43,nasdaq,-0.356,-0.757,0.76
595,2017-06-13,5751.82,5740.21,5760.54,5709.17,236000.56,0.76,nasdaq,-0.58,-0.967,-0.59
596,2017-06-12,5708.18,5677.16,5716.2,5633.34,257000.94,-0.59,nasdaq,-0.474,-0.65,-2.44
597,2017-06-09,5741.94,5891.66,5897.69,5657.76,273000.59,-2.44,nasdaq,0.238,0.043,0.13
598,2017-06-08,5885.3,5894.75,5895.18,5852.65,175000.68,0.13,nasdaq,0.308,-0.02,0.36
599,2017-06-07,5877.59,5871.77,5883.19,5845.96,141000.27,0.36,nasdaq,0.216,0.233,-0.36
600,2017-06-06,5856.77,5869.48,5890.88,5848.32,141000.13,-0.36,nasdaq,0.31,0.513,-0.06
601,2017-06-05,5878.12,5881.22,5888.92,5871.09,125000.5,-0.06,nasdaq,0.356,0.5,1.12
602,2017-06-02,5881.46,5834.41,5881.46,5825.74,157000.72,1.12,nasdaq,0.3,0.163,0.48
603,2017-06-01,5816.51,5804.16,5816.6,5779.89,144000.79,0.48,nasdaq,0.298,0.06,-0.1
604,2017-05-31,5788.8,5812.97,5813.26,5762.56,228000.65,-0.1,nasdaq,0.332,0.373,0.11
605,2017-05-30,5794.63,5785.38,5799.98,5781.37,135000.4,0.11,nasdaq,0.48,0.493,0.17
606,2017-05-26,5788.36,5782.17,5790.19,5771.71,120000.98,0.17,nasdaq,0.536,0.46,0.84
607,2017-05-25,5778.37,5748.29,5793.13,5738.82,139000.71,0.84,nasdaq,0.532,0.463,0.47
608,2017-05-24,5730.3,5720.83,5732.57,5705.17,132000.82,0.47,nasdaq,-0.064,0.457,0.07
609,2017-05-23,5703.35,5714.94,5716.55,5690.2,144000.39,0.07,nasdaq,-0.008,0.707,0.85
610,2017-05-22,5699.4,5662.95,5701.05,5661.59,144000.23,0.85,nasdaq,-0.116,-0.413,0.45
611,2017-05-19,5651.56,5640.71,5673.63,5640.68,199000.15,0.45,nasdaq,-0.162,-0.447,0.82
612,2017-05-18,5626.31,5569.81,5645.08,5568.47,187000.64,0.82,nasdaq,-0.352,-0.617,-2.51
613,2017-05-17,5580.55,5673.62,5688.74,5578.16,207000.6,-2.51,nasdaq,0.162,0.293,0.35
614,2017-05-16,5724.44,5715.15,5724.71,5699.41,142000.39,0.35,nasdaq,0.16,0.133,0.31
615,2017-05-15,5704.48,5687.97,5706.61,5683.1,156000.53,0.31,nasdaq,0.144,0.05,0.22
616,2017-05-12,5686.81,5683.58,5687.42,5672.03,135000.43,0.22,nasdaq,0.17,0.09,-0.13
617,2017-05-11,5674.22,5662.59,5675.49,5637.4,155000.48,-0.13,nasdaq,0.2,0.21,0.06
618,2017-05-10,5681.68,5681.33,5683.64,5661.44,156000.99,0.06,nasdaq,0.12,0.307,0.34
619,2017-05-09,5678.31,5667.98,5691.21,5664.0,149000.96,0.34,nasdaq,0.104,0.2,0.23
620,2017-05-08,5659.07,5649.18,5659.07,5638.0,155000.23,0.23,nasdaq,0.224,0.01,0.35
621,2017-05-05,5646.09,5640.78,5646.09,5619.6,131000.84,0.35,nasdaq,0.198,-0.02,0.02
622,2017-05-04,5626.32,5623.57,5633.49,5606.05,147000.07,0.02,nasdaq,0.302,0.25,-0.34
623,2017-05-03,5625.16,5624.88,5629.78,5608.16,164000.71,-0.34,nasdaq,0.344,0.437,0.26
624,2017-05-02,5644.07,5642.41,5645.08,5625.49,157000.85,0.26,nasdaq,0.438,0.53,0.83
625,2017-05-01,5629.63,5602.44,5640.48,5600.31,145000.11,0.83,nasdaq,0.514,0.21,0.22
626,2017-04-28,5583.53,5598.47,5600.0,5575.2,195000.39,0.22,nasdaq,0.464,0.38,0.54
627,2017-04-27,5571.28,5555.27,5573.26,5551.55,162000.71,0.54,nasdaq,0.518,0.603,-0.13
628,2017-04-26,5541.09,5553.6,5563.97,5537.99,148000.8,-0.13,nasdaq,0.574,0.637,0.73
629,2017-04-25,5548.19,5523.48,5557.93,5521.52,152000.6,0.73,nasdaq,0.4,0.663,1.21
630,2017-04-24,5508.03,5503.27,5513.57,5494.46,157000.48,1.21,nasdaq,0.328,0.31,-0.03
631,2017-04-21,5442.05,5447.27,5450.81,5430.22,160000.78,-0.03,nasdaq,0.246,0.273,0.81
632,2017-04-20,5443.53,5422.47,5455.88,5413.31,144000.92,0.81,nasdaq,0.004,0.287,0.15
633,2017-04-19,5399.64,5416.3,5431.0,5392.27,138000.28,0.15,nasdaq,-0.112,0.09,-0.14
634,2017-04-18,5391.66,5383.73,5405.54,5377.91,113000.38,-0.14,nasdaq,-0.072,0.003,0.85
635,2017-04-17,5399.2,5369.21,5399.2,5367.59,111000.92,0.85,nasdaq,-0.252,-0.423,-0.44
636,2017-04-13,5353.59,5370.69,5398.99,5353.59,121000.14,-0.44,nasdaq,-0.156,-0.257,-0.4
637,2017-04-12,5377.03,5394.61,5399.55,5370.24,137000.17,-0.4,nasdaq,-0.156,-0.14,-0.43
638,2017-04-11,5398.4,5413.91,5422.79,5359.14,143000.45,-0.43,nasdaq,-0.04,0.017,0.06
639,2017-04-10,5421.68,5423.57,5442.71,5406.58,118000.1,0.06,nasdaq,-0.066,-0.137,-0.05
640,2017-04-07,5418.37,5420.94,5434.18,5400.08,120000.95,-0.05,nasdaq,-0.068,-0.07,0.04
641,2017-04-06,5420.88,5423.65,5435.06,5407.87,133000.5,0.04,nasdaq,-0.042,-0.107,-0.4
642,2017-04-05,5418.52,5447.27,5479.86,5409.04,150000.09,-0.4,nasdaq,0.124,0.007,0.15
643,2017-04-04,5440.41,5415.53,5441.34,5415.3,128000.46,0.15,nasdaq,0.216,0.013,-0.07
644,2017-04-03,5432.2,5440.2,5453.44,5403.31,153000.34,-0.07,nasdaq,0.268,0.18,-0.06
645,2017-03-31,5436.23,5430.99,5451.5,5427.5,150000.89,-0.06,nasdaq,0.314,0.403,0.17
646,2017-03-30,5439.74,5430.31,5446.51,5425.3,109000.71,0.17,nasdaq,0.234,0.41,0.43
647,2017-03-29,5430.27,5410.14,5433.36,5405.1,118000.7,0.43,nasdaq,0.28,0.323,0.61
648,2017-03-28,5407.21,5371.9,5422.25,5363.29,130000.75,0.61,nasdaq,-0.14,0.043,0.19
649,2017-03-27,5374.27,5320.96,5383.22,5316.02,137000.81,0.19,nasdaq,-0.162,0.2,0.17
650,2017-03-24,5363.99,5376.74,5392.28,5345.94,166000.79,0.17,nasdaq,-0.208,-0.353,-0.23
651,2017-03-23,5355.14,5356.71,5375.43,5346.3,136000.04,-0.23,nasdaq,-0.178,-0.25,0.66
652,2017-03-22,5367.56,5332.64,5372.27,5327.25,138000.37,0.66,nasdaq,-0.184,-0.49,-1.49
653,2017-03-21,5332.53,5433.28,5439.58,5328.71,175000.49,-1.49,nasdaq,0.068,-0.02,0.08
654,2017-03-20,5413.31,5406.02,5426.47,5400.16,117000.76,0.08,nasdaq,0.084,0.163,-0.06
655,2017-03-17,5408.76,5413.47,5423.28,5406.81,384000.11,-0.06,nasdaq,0.178,0.107,-0.08
656,2017-03-16,5412.08,5421.46,5423.66,5399.27,130000.54,-0.08,nasdaq,0.21,0.187,0.63
657,2017-03-15,5416.25,5392.48,5426.84,5375.88,151000.18,0.63,nasdaq,0.116,0.113,-0.23
658,2017-03-14,5382.17,5382.79,5384.88,5360.7,119000.14,-0.23,nasdaq,0.128,0.217,0.16
659,2017-03-13,5394.57,5387.73,5396.39,5382.02,139000.57,0.16,nasdaq,0.046,0.217,0.41
660,2017-03-10,5385.9,5390.46,5394.66,5364.1,158000.12,0.41,nasdaq,0.002,0.023,0.08
661,2017-03-09,5363.98,5355.78,5370.66,5336.08,132000.85,0.08,nasdaq,-0.116,-0.087,0.16
662,2017-03-08,5359.81,5351.35,5375.77,5348.73,137000.58,0.16,nasdaq,0.08,-0.077,-0.17
663,2017-03-07,5351.28,5348.2,5373.26,5341.43,135000.71,-0.17,nasdaq,0.05,-0.19,-0.25
664,2017-03-06,5360.31,5352.61,5368.27,5338.61,136000.05,-0.25,nasdaq,0.116,0.273,0.19
665,2017-03-03,5373.48,5355.21,5373.48,5344.48,132000.0,0.19,nasdaq,0.12,0.103,-0.51
666,2017-03-02,5363.26,5386.34,5387.73,5355.53,143000.01,-0.51,nasdaq,0.148,0.3,1.14
667,2017-03-01,5390.99,5368.65,5398.43,5355.38,156000.94,1.14,nasdaq,-0.074,-0.01,-0.32
668,2017-02-28,5330.31,5344.18,5347.47,5316.7,174000.92,-0.32,nasdaq,0.088,-0.027,0.08
669,2017-02-27,5347.55,5330.56,5347.88,5322.14,135000.62,0.08,nasdaq,0.162,-0.043,0.21
670,2017-02-24,5343.31,5305.23,5343.31,5304.01,147000.75,0.21,nasdaq,0.114,0.05,-0.37
671,2017-02-23,5332.37,5358.03,5358.53,5309.99,142000.76,-0.37,nasdaq,0.306,0.323,0.03
672,2017-02-22,5352.13,5345.18,5354.73,5335.8,138000.1,0.03,nasdaq,0.354,0.303,0.49
673,2017-02-21,5350.73,5334.57,5353.16,5330.47,154000.4,0.49,nasdaq,0.372,0.337,0.45
674,2017-02-17,5324.72,5295.49,5324.72,5291.7,183000.46,0.45,nasdaq,0.338,0.277,-0.03
675,2017-02-16,5300.64,5306.38,5316.79,5287.54,151000.91,-0.03,nasdaq,0.404,0.48,0.59
676,2017-02-15,5302.39,5266.12,5304.34,5264.44,148000.49,0.59,nasdaq,0.328,0.377,0.27
677,2017-02-14,5271.07,5251.36,5271.1,5238.69,149000.29,0.27,nasdaq,0.344,0.387,0.58
678,2017-02-13,5256.82,5242.49,5262.42,5241.0,133000.12,0.58,nasdaq,0.252,0.263,0.28
679,2017-02-10,5226.69,5219.81,5234.27,5212.84,158000.44,0.28,nasdaq,0.25,0.287,0.3
680,2017-02-09,5212.16,5200.17,5221.62,5196.07,156000.63,0.3,nasdaq,0.17,0.227,0.21
681,2017-02-08,5196.58,5176.5,5201.57,5168.98,151000.24,0.21,nasdaq,0.268,0.247,0.35
682,2017-02-07,5185.88,5178.85,5196.27,5174.34,140000.08,0.35,nasdaq,0.15,0.097,0.12
683,2017-02-06,5167.96,5154.18,5167.96,5148.06,134000.53,0.12,nasdaq,-0.024,0.29,0.27
684,2017-02-03,5161.6,5153.61,5165.47,5147.58,128000.65,0.27,nasdaq,-0.034,0.12,-0.1
685,2017-02-02,5147.7,5141.27,5162.56,5128.76,156000.58,-0.1,nasdaq,0.008,-0.097,0.7
686,2017-02-01,5152.69,5157.83,5162.46,5128.9,180000.5,0.7,nasdaq,0.066,-0.257,-0.24
687,2017-01-31,5116.77,5107.47,5116.8,5086.33,164000.56,-0.24,nasdaq,0.254,-0.14,-0.75
688,2017-01-30,5129.33,5146.41,5146.88,5098.34,148000.59,-0.75,nasdaq,0.414,0.44,0.22
689,2017-01-27,5168.06,5169.49,5172.43,5150.18,159000.04,0.22,nasdaq,0.418,0.6,0.11
690,2017-01-26,5156.92,5164.12,5168.2,5148.85,186000.33,0.11,nasdaq,0.378,0.58,0.99
691,2017-01-25,5151.47,5132.87,5153.18,5129.0,168000.42,0.99,nasdaq,0.224,0.33,0.7
692,2017-01-24,5101.06,5079.61,5108.22,5068.37,146000.69,0.7,nasdaq,0.026,0.067,0.05
693,2017-01-23,5065.7,5055.97,5073.24,5035.49,155000.91,0.05,nasdaq,0.088,0.123,0.24
694,2017-01-20,5063.2,5070.15,5085.34,5050.02,182000.46,0.24,nasdaq,0.006,-0.053,-0.09
695,2017-01-19,5051.17,5061.1,5078.41,5041.21,144000.68,-0.09,nasdaq,0.084,0.097,0.22
696,2017-01-18,5055.85,5050.26,5058.2,5039.18,128000.66,0.22,nasdaq,0.08,-0.033,-0.29
697,2017-01-17,5044.65,5043.07,5053.2,5029.61,137000.77,-0.29,nasdaq,0.21,0.163,0.36
698,2017-01-13,5059.51,5047.56,5066.95,5045.92,115000.81,0.36,nasdaq,0.308,0.11,-0.17
699,2017-01-12,5041.43,5029.28,5044.36,4995.07,115000.24,-0.17,nasdaq,0.454,0.287,0.3
700,2017-01-11,5050.21,5033.88,5050.21,5012.65,143000.04,0.3,nasdaq,0.5,0.47,0.2
701,2017-01-10,5035.17,5027.5,5049.83,5016.19,140000.06,0.2,nasdaq,0.656,0.59,0.36
702,2017-01-09,5024.9,5013.82,5033.32,5009.45,140000.37,0.36,nasdaq,0.362,0.647,0.85
703,2017-01-06,5007.08,4973.87,5020.7,4957.82,131000.38,0.85,nasdaq,0.16,0.69,0.56
704,2017-01-05,4964.95,4936.35,4967.9,4935.34,140000.49,0.56,nasdaq,-0.112,0.133,0.53
705,2017-01-04,4937.2,4920.79,4944.74,4919.8,141000.13,0.53,nasdaq,-0.114,-0.097,0.98
706,2017-01-03,4911.33,4900.85,4928.49,4884.52,152000.44,0.98,nasdaq,-0.288,-0.69,-1.11
707,2016-12-30,4863.62,4925.36,4927.16,4853.93,147000.63,-1.11,nasdaq,-0.124,-0.147,-0.16
708,2016-12-29,4918.28,4923.93,4933.71,4903.28,91000.5,-0.16,nasdaq,-0.112,-0.057,-0.8
709,2016-12-28,4926.29,4976.42,4978.43,4922.09,99000.57,-0.8,nasdaq,0.124,0.113,0.52
710,2016-12-27,4965.81,4948.92,4992.08,4947.59,86000.84,0.52,nasdaq,0.102,-0.093,0.11
711,2016-12-23,4940.02,4927.53,4940.04,4922.94,77000.21,0.11,nasdaq,0.004,-0.003,-0.29
712,2016-12-22,4934.39,4948.36,4948.36,4917.33,128000.69,-0.29,nasdaq,0.112,0.23,-0.1
713,2016-12-21,4948.9,4952.07,4957.45,4938.24,106000.37,-0.1,nasdaq,0.072,0.137,0.38
714,2016-12-20,4953.8,4948.34,4961.55,4944.32,122000.29,0.38,nasdaq,0.248,0.093,0.41
715,2016-12-19,4934.85,4919.16,4963.0,4911.75,128000.92,0.41,nasdaq,0.078,-0.143,-0.38
716,2016-12-16,4914.86,4945.04,4952.14,4904.38,360000.12,-0.38,nasdaq,0.306,0.403,0.25
717,2016-12-15,4933.41,4925.65,4959.9,4919.81,165000.26,0.25,nasdaq,0.286,0.173,-0.3
718,2016-12-14,4921.22,4943.64,4955.25,4910.76,172000.98,-0.3,nasdaq,0.61,0.527,1.26
719,2016-12-13,4935.84,4893.65,4960.48,4890.15,162000.84,1.26,nasdaq,0.402,0.157,-0.44
720,2016-12-12,4874.3,4878.04,4882.98,4854.27,148000.96,-0.44,nasdaq,0.654,0.743,0.76
721,2016-12-09,4895.9,4878.54,4897.24,4877.18,145000.4,0.76,nasdaq,0.524,0.563,0.15
722,2016-12-08,4859.19,4849.75,4869.56,4843.04,147000.87,0.15,nasdaq,0.176,0.787,1.32
723,2016-12-07,4851.94,4778.86,4854.32,4765.44,185000.41,1.32,nasdaq,-0.344,0.383,0.22
724,2016-12-06,4788.67,4786.06,4796.58,4769.39,139000.28,0.22,nasdaq,-0.322,-0.22,0.82
725,2016-12-05,4778.14,4762.34,4795.28,4743.53,156000.27,0.82,nasdaq,-0.54,-0.92,0.11
726,2016-12-02,4739.37,4734.38,4759.03,4721.41,166000.51,0.11,nasdaq,-0.496,-0.847,-1.59
727,2016-12-01,4734.1,4806.77,4810.44,4723.57,192000.25,-1.59,nasdaq,-0.26,-0.407,-1.28
728,2016-11-30,4810.81,4876.3,4880.76,4810.81,224000.93,-1.28,nasdaq,0.058,0.13,0.33
729,2016-11-29,4873.21,4859.85,4896.57,4848.89,155000.91,0.33,nasdaq,0.204,-0.117,-0.27
730,2016-11-28,4857.02,4861.73,4878.87,4852.71,135000.38,-0.27,nasdaq,0.182,0.077,0.33
731,2016-11-25,4870.02,4861.47,4870.9,4853.04,69000.88,0.33,nasdaq,0.26,0.32,-0.41
732,2016-11-23,4853.86,4856.72,4859.66,4832.59,133000.25,-0.41,nasdaq,0.458,0.33,0.31
733,2016-11-22,4873.84,4876.92,4884.63,4861.07,153000.95,0.31,nasdaq,0.662,0.467,1.06
734,2016-11-21,4859.0,4822.03,4862.23,4819.57,148000.18,1.06,nasdaq,0.24,0.307,-0.38
735,2016-11-18,4808.04,4832.81,4840.81,4804.44,171000.17,-0.38,nasdaq,0.336,0.877,0.72
736,2016-11-17,4826.59,4789.78,4826.75,4781.72,159000.45,0.72,nasdaq,-0.132,0.287,0.58
737,2016-11-16,4792.27,4745.03,4794.57,4742.94,158000.19,0.58,nasdaq,-0.164,0.127,1.33
738,2016-11-15,4764.47,4733.57,4778.65,4727.98,178000.77,1.33,nasdaq,-0.3,-0.857,-1.05
739,2016-11-14,4702.05,4752.61,4753.27,4677.41,202000.04,-1.05,nasdaq,0.396,-0.367,0.1
740,2016-11-11,4751.95,4729.14,4759.82,4711.96,197000.42,0.1,nasdaq,0.296,-0.183,-1.62
741,2016-11-10,4747.03,4849.71,4855.79,4685.74,264000.14,-1.62,nasdaq,0.418,1.167,0.42
742,2016-11-09,4825.18,4748.9,4832.94,4747.35,257000.37,0.42,nasdaq,0.166,0.893,0.65
743,2016-11-08,4804.92,4766.48,4824.97,4757.24,142000.37,0.65,nasdaq,-0.108,0.34,2.43
744,2016-11-07,4773.73,4737.98,4777.06,4731.79,169000.86,2.43,nasdaq,-0.612,-0.75,-0.4
745,2016-11-04,4660.46,4647.59,4697.94,4647.59,182000.45,-0.4,nasdaq,-0.66,-0.857,-1.01
746,2016-11-03,4679.1,4718.53,4732.2,4673.05,164000.42,-1.01,nasdaq,-0.558,-0.55,-0.84
747,2016-11-02,4726.91,4764.83,4773.65,4717.56,163000.19,-0.84,nasdaq,-0.516,-0.483,-0.72
748,2016-11-01,4766.94,4810.3,4811.02,4726.35,163000.85,-0.72,nasdaq,-0.448,-0.41,-0.09
749,2016-10-31,4801.27,4821.31,4823.91,4801.16,153000.18,-0.09,nasdaq,-0.19,-0.59,-0.64
750,2016-10-28,4805.59,4820.5,4848.55,4794.07,170000.31,-0.64,nasdaq,0.018,-0.503,-0.5
751,2016-10-27,4836.45,4883.07,4885.83,4831.69,171000.72,-0.5,nasdaq,0.102,0.063,-0.63
752,2016-10-26,4860.59,4863.52,4886.32,4846.44,144000.42,-0.63,nasdaq,0.216,0.407,-0.38
753,2016-10-25,4891.45,4908.19,4911.76,4885.9,127000.15,-0.38,nasdaq,0.474,0.507,1.2
754,2016-10-24,4909.97,4884.16,4911.59,4880.77,142000.48,1.2,nasdaq,0.182,0.087,0.4
755,2016-10-21,4851.86,4836.54,4853.61,4822.78,178000.78,0.4,nasdaq,0.124,0.257,-0.08
756,2016-10-20,4832.71,4831.31,4842.32,4805.84,161000.44,-0.08,nasdaq,0.072,0.197,-0.06
757,2016-10-19,4836.61,4833.81,4845.07,4830.68,134000.84,-0.06,nasdaq,0.074,0.253,0.91
758,2016-10-18,4839.72,4849.91,4860.68,4837.31,129000.71,0.91,nasdaq,-0.402,-0.163,-0.26
759,2016-10-17,4796.17,4808.47,4814.88,4790.45,118000.95,-0.26,nasdaq,-0.23,-0.093,0.11
760,2016-10-14,4808.48,4828.9,4845.99,4806.73,138000.75,0.11,nasdaq,-0.29,-0.62,-0.34
761,2016-10-13,4803.1,4785.59,4816.33,4760.07,145000.17,-0.34,nasdaq,-0.238,-0.307,-0.05
762,2016-10-12,4819.64,4824.27,4836.55,4806.33,125000.64,-0.05,nasdaq,-0.152,-0.353,-1.47
763,2016-10-11,4821.91,4890.17,4890.17,4804.24,168000.91,-1.47,nasdaq,0.112,0.11,0.6
764,2016-10-10,4893.77,4887.73,4904.72,4885.59,118000.29,0.6,nasdaq,-0.046,0.037,-0.19
765,2016-10-07,4864.52,4883.94,4884.69,4840.93,135000.69,-0.19,nasdaq,0.146,0.05,-0.08
766,2016-10-06,4873.92,4871.95,4883.97,4851.53,134000.93,-0.08,nasdaq,0.01,0.013,0.38
767,2016-10-05,4877.75,4872.98,4891.35,4870.81,126000.14,0.38,nasdaq,-0.03,0.143,-0.15
768,2016-10-04,4859.47,4880.57,4891.5,4841.72,134000.6,-0.15,nasdaq,0.206,-0.06,-0.19
769,2016-10-03,4866.62,4864.63,4872.14,4848.21,120000.3,-0.19,nasdaq,0.072,0.063,0.77
770,2016-09-30,4875.7,4856.1,4889.23,4846.9,213000.99,0.77,nasdaq,-0.214,0.15,-0.76
771,2016-09-29,4838.3,4868.46,4875.52,4819.02,159000.55,-0.76,nasdaq,0.092,0.117,0.18
