Date,Last,Open,Max,Min,Vol_K,Var_%,Materials
2019-10-23,1495.7,1491.1,1499.4,1490.7,237.36,0.55,gold
2019-10-22,1487.5,1487.5,1492.1,1484.0,208.97,-0.04,gold
2019-10-21,1488.1,1495.6,1498.7,1484.8,284.29,-0.4,gold
2019-10-18,1494.1,1495.6,1497.9,1488.3,232.55,-0.28,gold
2019-10-17,1498.3,1494.2,1501.1,1487.0,305.67,0.29,gold
2019-10-16,1494.0,1484.8,1495.5,1480.6,367.9,0.71,gold
2019-10-15,1483.5,1497.7,1503.0,1480.8,317.99,-0.94,gold
2019-10-14,1497.6,1492.0,1501.5,1487.1,228.32,0.6,gold
2019-10-11,1488.7,1498.3,1508.0,1478.0,485.96,-0.81,gold
2019-10-10,1500.9,1510.8,1522.3,1495.7,417.88,-0.79,gold
2019-10-09,1512.8,1510.9,1518.0,1505.1,285.28,0.59,gold
2019-10-08,1503.9,1498.7,1515.3,1492.1,371.44,-0.03,gold
2019-10-07,1504.4,1518.6,1518.8,1493.3,257.78,-0.56,gold
2019-10-04,1512.9,1511.6,1522.2,1501.4,344.79,-0.06,gold
2019-10-03,1513.8,1505.6,1525.8,1501.7,408.74,0.39,gold
2019-10-02,1507.9,1485.4,1511.4,1480.5,393.1,1.27,gold
2019-10-01,1489.0,1478.0,1493.5,1465.0,450.17,1.09,gold
2019-09-30,1472.9,1501.7,1507.2,1470.5,439.71,-2.22,gold
2019-09-27,1506.4,1511.8,1519.5,1493.3,451.93,-0.58,gold
2019-09-26,1515.2,1510.9,1542.8,1507.1,378.29,0.19,gold
2019-09-25,1512.3,1539.8,1543.3,1507.4,481.46,-1.81,gold
2019-09-24,1540.2,1529.8,1543.3,1517.9,424.86,0.57,gold
2019-09-23,1531.5,1521.5,1534.4,1505.3,359.88,1.08,gold
2019-09-20,1515.1,1506.8,1524.5,1505.3,284.39,0.59,gold
2019-09-19,1506.2,1502.0,1512.1,1496.3,291.3,-0.63,gold
2019-09-18,1515.8,1509.7,1519.5,1490.7,364.96,0.16,gold
2019-09-17,1513.4,1506.5,1515.0,1500.9,336.63,0.13,gold
2019-09-16,1511.5,1513.1,1519.7,1503.4,349.61,0.8,gold
2019-09-13,1499.5,1506.5,1516.6,1493.1,364.42,-0.52,gold
2019-09-12,1507.4,1504.9,1532.2,1496.8,491.47,0.28,gold
2019-09-11,1503.2,1493.9,1506.2,1492.9,308.79,0.27,gold
2019-09-10,1499.2,1507.0,1509.1,1492.1,397.92,-0.79,gold
2019-09-09,1511.1,1516.4,1523.8,1505.5,317.52,-0.29,gold
2019-09-06,1515.5,1525.6,1536.2,1510.7,544.87,-0.66,gold
2019-09-05,1525.5,1561.4,1561.9,1514.3,606.4,-2.24,gold
2019-09-04,1560.4,1556.0,1566.2,1542.6,412.35,0.29,gold
2019-09-03,1555.9,1535.2,1558.9,1528.0,554.83,1.35,gold
2019-09-02,1535.15,1537.95,1540.05,1528.15,,-0.19,gold
2019-09-01,1538.05,1535.25,1542.9,1535.25,,0.57,gold
2019-08-30,1529.4,1536.9,1541.9,1525.6,330.85,-0.49,gold
2019-08-29,1536.9,1549.4,1559.8,1528.6,455.6,-0.79,gold
2019-08-28,1549.1,1551.8,1556.6,1541.4,353.91,-0.17,gold
2019-08-27,1551.8,1537.3,1554.5,1535.3,347.05,0.95,gold
2019-08-26,1537.2,1545.4,1565.0,1534.8,411.67,-0.03,gold
2019-08-23,1537.6,1508.8,1540.3,1503.0,473.0,1.93,gold
2019-08-22,1508.5,1512.4,1514.6,1502.1,279.41,-0.48,gold
2019-08-21,1515.7,1518.4,1518.4,1506.5,245.9,0.0,gold
2019-08-20,1515.7,1506.3,1518.8,1503.0,247.54,0.27,gold
2019-08-19,1511.6,1523.0,1523.6,1503.3,295.83,-0.79,gold
2019-08-16,1523.6,1533.9,1538.6,1513.9,322.46,-0.5,gold
2019-08-15,1531.2,1526.6,1537.7,1518.3,436.12,0.22,gold
2019-08-14,1527.8,1513.0,1534.9,1504.5,484.19,0.9,gold
2019-08-13,1514.1,1522.3,1546.1,1488.9,616.74,-0.2,gold
2019-08-12,1517.2,1509.2,1531.5,1498.6,355.1,0.58,gold
2019-08-09,1508.5,1515.9,1521.1,1506.2,332.61,-0.07,gold
2019-08-08,1509.5,1512.1,1521.3,1501.6,402.96,-0.66,gold
2019-08-07,1519.6,1486.7,1522.7,1484.3,651.55,2.39,gold
2019-08-06,1484.2,1481.1,1486.8,1468.2,381.92,0.52,gold
2019-08-05,1476.5,1451.2,1481.8,1448.8,534.19,1.3,gold
2019-08-02,1457.5,1457.5,1461.9,1442.5,493.05,1.75,gold
2019-08-01,1432.4,1425.6,1458.2,1412.1,587.56,-0.38,gold
2019-07-31,1437.8,1443.7,1447.8,1422.3,419.58,-0.28,gold
2019-07-30,1441.8,1439.5,1445.7,1434.8,259.62,0.59,gold
2019-07-29,1433.3,1431.9,1440.8,1427.5,174.17,0.08,gold
2019-07-26,1432.2,1427.4,1437.6,1425.6,118.1,0.33,gold
2019-07-25,1427.5,1439.3,1447.0,1423.9,115.82,-0.63,gold
2019-07-24,1436.5,1431.0,1442.9,1429.4,67.12,0.14,gold
2019-07-23,1434.5,1438.4,1444.0,1427.5,63.45,-0.36,gold
2019-07-22,1439.7,1441.7,1443.5,1435.7,31.81,0.02,gold
2019-07-19,1439.4,1460.4,1467.0,1434.0,44.94,-0.1,gold
2019-07-18,1440.8,1441.0,1462.3,1428.1,41.23,0.34,gold
2019-07-17,1435.9,1420.6,1440.8,1413.7,26.14,0.86,gold
2019-07-16,1423.6,1428.8,1432.4,1415.0,22.67,-0.18,gold
2019-07-15,1426.1,1429.0,1433.9,1421.9,13.16,0.09,gold
2019-07-12,1424.8,1418.4,1431.4,1417.2,31.1,0.39,gold
2019-07-11,1419.3,1433.4,1441.3,1415.5,47.27,-0.39,gold
2019-07-10,1424.9,1412.2,1433.3,1404.4,47.99,0.86,gold
2019-07-09,1412.8,1409.8,1414.1,1399.8,31.22,0.04,gold
2019-07-08,1412.2,1412.4,1421.5,1406.0,48.89,0.01,gold
2019-07-05,1412.1,1434.1,1437.5,1400.7,26.07,-0.8,gold
2019-07-04,1423.55,1421.25,1426.65,1412.85,,-0.65,gold
2019-07-03,1432.9,1435.5,1452.6,1426.6,17.76,0.92,gold
2019-07-02,1419.8,1399.5,1435.0,1398.8,33.95,1.36,gold
2019-07-01,1400.8,1418.0,1418.0,1396.4,14.99,-1.71,gold
2019-06-28,1425.1,1424.4,1439.1,1420.1,8.76,0.12,gold
2019-06-27,1423.4,1423.6,1426.0,1412.7,7.37,-0.24,gold
2019-06-26,1426.8,1438.0,1438.0,1416.4,7.75,-0.23,gold
2019-06-25,1430.1,1433.2,1453.7,1427.0,13.67,0.04,gold
2019-06-24,1429.5,1414.7,1435.9,1414.7,8.8,1.3,gold
2019-06-21,1411.2,1403.5,1425.5,1398.0,10.98,0.21,gold
2019-06-20,1408.3,1375.2,1408.9,1373.3,15.31,3.54,gold
2019-06-19,1360.1,1361.4,1377.6,1356.5,6.19,-0.15,gold
2019-06-18,1362.1,1354.7,1369.6,1353.7,5.91,0.58,gold
2019-06-17,1354.2,1357.1,1358.2,1348.2,4.8,-0.13,gold
2019-06-14,1355.9,1357.6,1373.6,1352.8,8.5,0.06,gold
2019-06-13,1355.1,1349.0,1358.0,1347.6,6.18,0.51,gold
2019-06-12,1348.2,1342.3,1353.6,1341.5,10.48,0.41,gold
