Date,Last,Open,Max,Min,Vol_K,Var_%,Index
2019-08-26,3348.84,3329.73,3360.93,3318.33,27000.18,0.44,euro_stoxx
2019-08-23,3334.25,3382.31,3394.21,3334.25,35000.52,-1.17,euro_stoxx
2019-08-22,3373.67,3390.05,3405.35,3366.44,32000.11,-0.63,euro_stoxx
2019-08-21,3394.89,3353.66,3400.06,3353.66,27000.74,1.33,euro_stoxx
2019-08-20,3350.23,3368.21,3379.96,3341.23,29000.87,-0.56,euro_stoxx
2019-08-19,3369.19,3332.93,3377.76,3332.93,34000.74,1.2,euro_stoxx
2019-08-16,3329.08,3286.54,3333.44,3286.54,59000.94,1.41,euro_stoxx
2019-08-15,3282.78,3294.5,3306.88,3239.2,43000.56,-0.18,euro_stoxx
2019-08-14,3288.7,3358.12,3358.73,3276.01,45000.27,-2.04,euro_stoxx
2019-08-13,3357.16,3324.36,3380.81,3298.32,45000.17,0.92,euro_stoxx
2019-08-12,3326.55,3340.82,3370.63,3318.66,31000.86,-0.22,euro_stoxx
2019-08-09,3333.74,3366.29,3367.43,3326.73,46000.24,-1.23,euro_stoxx
2019-08-08,3375.38,3323.77,3375.38,3323.77,36000.79,1.98,euro_stoxx
2019-08-07,3309.99,3301.31,3339.07,3283.13,43000.63,0.56,euro_stoxx
2019-08-06,3291.66,3310.08,3337.54,3291.66,37000.77,-0.58,euro_stoxx
2019-08-05,3310.93,3365.49,3365.49,3302.3,46000.95,-1.93,euro_stoxx
2019-08-02,3376.12,3473.0,3473.0,3368.66,56000.48,-3.26,euro_stoxx
2019-08-01,3490.03,3458.01,3491.16,3451.6,38000.75,0.67,euro_stoxx
2019-07-31,3466.85,3464.69,3477.35,3458.11,37000.81,0.12,euro_stoxx
2019-07-30,3462.85,3523.97,3526.53,3455.13,45000.84,-1.72,euro_stoxx
2019-07-29,3523.58,3522.36,3539.94,3517.12,24000.71,-0.03,euro_stoxx
2019-07-26,3524.47,3511.16,3526.99,3506.49,31000.68,0.41,euro_stoxx
2019-07-25,3510.15,3538.27,3573.57,3491.77,52000.07,-0.64,euro_stoxx
2019-07-24,3532.9,3533.3,3537.71,3520.84,28000.72,0.0,euro_stoxx
2019-07-23,3532.87,3496.86,3544.34,3496.86,33000.05,1.23,euro_stoxx
2019-07-22,3489.92,3478.77,3498.69,3476.43,29000.01,0.28,euro_stoxx
2019-07-19,3480.18,3488.68,3514.33,3470.4,43000.53,-0.08,euro_stoxx
2019-07-18,3482.83,3497.4,3500.82,3467.25,33000.61,-0.54,euro_stoxx
2019-07-17,3501.58,3520.74,3529.45,3497.25,29000.0,-0.56,euro_stoxx
2019-07-16,3521.36,3500.89,3530.11,3498.34,29000.74,0.55,euro_stoxx
2019-07-15,3502.22,3497.99,3517.84,3483.17,24000.41,0.13,euro_stoxx
2019-07-12,3497.63,3497.02,3505.79,3492.18,27000.54,0.03,euro_stoxx
2019-07-11,3496.73,3506.33,3515.77,3493.77,28000.16,-0.14,euro_stoxx
2019-07-10,3501.52,3508.54,3523.6,3497.74,32000.31,-0.23,euro_stoxx
2019-07-09,3509.75,3522.27,3522.27,3492.18,31000.26,-0.4,euro_stoxx
2019-07-08,3523.76,3525.21,3531.47,3514.41,27000.73,-0.12,euro_stoxx
2019-07-05,3527.98,3542.23,3544.02,3514.25,32000.99,-0.46,euro_stoxx
2019-07-04,3544.15,3541.85,3549.26,3537.35,37000.79,0.1,euro_stoxx
2019-07-03,3540.63,3507.7,3540.63,3507.7,42000.94,0.93,euro_stoxx
2019-07-02,3507.98,3498.93,3511.13,3491.44,29000.39,0.3,euro_stoxx
2019-07-01,3497.59,3476.08,3519.98,3476.08,31000.31,0.69,euro_stoxx
2019-06-28,3473.69,3442.39,3476.93,3442.39,35000.34,0.91,euro_stoxx
2019-06-27,3442.38,3444.36,3454.21,3424.68,32000.94,-0.02,euro_stoxx
2019-06-26,3442.95,3444.28,3460.16,3434.33,32000.74,-0.04,euro_stoxx
2019-06-25,3444.36,3454.31,3454.31,3440.06,28000.18,-0.32,euro_stoxx
2019-06-24,3455.57,3466.38,3473.75,3449.19,28000.75,-0.33,euro_stoxx
2019-06-21,3466.92,3468.73,3496.79,3459.04,82000.06,-0.03,euro_stoxx
2019-06-20,3468.08,3460.1,3487.0,3460.1,51000.0,0.39,euro_stoxx
2019-06-19,3454.7,3454.52,3457.37,3444.12,38000.99,0.05,euro_stoxx
2019-06-18,3452.89,3381.5,3458.91,3366.87,51000.5,2.06,euro_stoxx
2019-06-17,3383.21,3382.45,3393.89,3375.8,24000.96,0.12,euro_stoxx
2019-06-14,3379.19,3388.78,3388.78,3363.07,27000.21,-0.33,euro_stoxx
2019-06-13,3390.5,3384.32,3401.72,3373.68,29000.11,0.11,euro_stoxx
2019-06-12,3386.63,3398.58,3398.58,3376.45,31000.07,-0.43,euro_stoxx
2019-06-11,3401.1,3386.73,3418.18,3386.73,32000.62,0.43,euro_stoxx
2019-06-10,3386.45,3381.52,3391.37,3379.67,20000.07,0.24,euro_stoxx
2019-06-07,3378.38,3341.33,3391.05,3341.33,32000.97,1.2,euro_stoxx
2019-06-06,3338.41,3341.29,3370.8,3326.9,42000.8,-0.05,euro_stoxx
2019-06-05,3339.95,3334.4,3355.69,3326.93,34000.49,0.19,euro_stoxx
2019-06-04,3333.49,3293.63,3338.08,3275.2,43000.96,1.01,euro_stoxx
2019-06-03,3300.22,3274.97,3300.22,3248.54,36000.05,0.6,euro_stoxx
2019-05-31,3280.43,3312.41,3312.41,3258.04,50000.88,-1.14,euro_stoxx
2019-05-30,3318.15,3301.51,3323.72,3301.51,27000.51,0.62,euro_stoxx
2019-05-29,3297.81,3337.38,3337.38,3288.52,39000.71,-1.52,euro_stoxx
2019-05-28,3348.86,3364.23,3369.91,3337.77,54000.25,-0.45,euro_stoxx
2019-05-27,3364.04,3350.6,3380.85,3350.6,20000.19,0.4,euro_stoxx
2019-05-24,3350.7,3330.99,3365.58,3330.99,36000.32,0.71,euro_stoxx
2019-05-23,3327.2,3378.48,3378.48,3323.7,46000.79,-1.76,euro_stoxx
2019-05-22,3386.72,3384.92,3396.87,3359.6,37000.22,0.01,euro_stoxx
2019-05-21,3386.51,3371.26,3395.91,3370.38,38000.71,0.5,euro_stoxx
2019-05-20,3369.78,3417.12,3426.87,3360.26,55000.33,-1.63,euro_stoxx
2019-05-17,3425.64,3433.69,3436.45,3402.56,50000.9,-0.38,euro_stoxx
2019-05-16,3438.56,3379.7,3438.56,3365.49,44000.25,1.56,euro_stoxx
2019-05-15,3385.78,3364.88,3385.78,3332.68,45000.61,0.64,euro_stoxx
2019-05-14,3364.38,3324.85,3364.38,3324.85,37000.32,1.31,euro_stoxx
2019-05-13,3320.78,3362.52,3365.51,3311.17,40000.79,-1.2,euro_stoxx
2019-05-10,3361.05,3353.68,3386.22,3349.84,37000.07,0.31,euro_stoxx
2019-05-09,3350.71,3401.99,3401.99,3346.45,43000.42,-1.95,euro_stoxx
2019-05-08,3417.26,3400.19,3423.96,3389.07,41000.83,0.47,euro_stoxx
2019-05-07,3401.16,3460.56,3467.64,3396.9,48000.49,-1.78,euro_stoxx
2019-05-06,3462.95,3487.54,3487.54,3423.33,33000.94,-1.13,euro_stoxx
2019-05-03,3502.48,3489.48,3510.04,3486.72,28000.07,0.39,euro_stoxx
2019-05-02,3488.93,3505.77,3511.43,3487.75,39000.61,-0.73,euro_stoxx
2019-05-01,3514.62,3514.62,3514.62,3514.62,40000.55,0.0,euro_stoxx
2019-04-30,3514.62,3499.71,3514.62,3488.1,40000.55,0.36,euro_stoxx
2019-04-29,3501.94,3494.47,3508.76,3481.08,33000.29,0.04,euro_stoxx
2019-04-26,3500.41,3492.06,3503.46,3484.13,31000.92,0.24,euro_stoxx
2019-04-25,3491.92,3495.41,3496.4,3476.28,36000.71,-0.31,euro_stoxx
2019-04-24,3502.63,3500.56,3515.15,3491.89,41000.76,-0.03,euro_stoxx
2019-04-23,3503.85,3494.4,3506.68,3487.17,33000.09,0.13,euro_stoxx
2019-04-18,3499.23,3477.67,3506.82,3464.64,47000.45,0.62,euro_stoxx
2019-04-17,3477.73,3466.89,3486.76,3459.81,41000.37,0.41,euro_stoxx
2019-04-16,3463.36,3450.75,3465.98,3450.75,37000.2,0.37,euro_stoxx
2019-04-15,3450.46,3448.91,3456.54,3443.56,33000.92,0.08,euro_stoxx
2019-04-12,3447.83,3432.16,3454.77,3425.84,47000.0,0.36,euro_stoxx
2019-04-11,3435.34,3430.73,3442.25,3412.15,38000.02,0.31,euro_stoxx
2019-04-10,3424.65,3418.36,3435.32,3418.36,30000.19,0.22,euro_stoxx
2019-04-09,3417.22,3437.07,3450.69,3416.67,30000.88,-0.61,euro_stoxx
2019-04-08,3438.06,3446.15,3447.11,3433.47,26000.0,-0.27,euro_stoxx
2019-04-05,3447.47,3445.05,3453.02,3437.92,32000.06,0.16,euro_stoxx
2019-04-04,3441.93,3434.34,3449.44,3425.19,34000.17,0.19,euro_stoxx
2019-04-03,3435.56,3399.93,3435.9,3399.93,37000.85,1.17,euro_stoxx
2019-04-02,3395.7,3386.18,3402.77,3382.84,29000.74,0.3,euro_stoxx
2019-04-01,3385.38,3353.67,3390.98,3353.67,39000.34,1.0,euro_stoxx
2019-03-29,3351.71,3326.45,3354.3,3326.45,37000.03,0.95,euro_stoxx
2019-03-28,3320.29,3321.34,3337.56,3315.91,32000.24,-0.05,euro_stoxx
2019-03-27,3322.04,3322.64,3344.67,3302.8,46000.17,0.08,euro_stoxx
2019-03-26,3319.53,3302.13,3326.35,3293.68,33000.04,0.58,euro_stoxx
2019-03-25,3300.48,3297.41,3313.43,3281.97,34000.96,-0.16,euro_stoxx
2019-03-22,3305.73,3371.68,3377.93,3301.6,59000.83,-1.83,euro_stoxx
2019-03-21,3367.4,3372.36,3376.21,3348.95,35000.62,-0.15,euro_stoxx
2019-03-20,3372.38,3404.1,3406.12,3372.38,34000.0,-1.07,euro_stoxx
2019-03-19,3409.0,3389.81,3422.34,3386.26,35000.23,0.62,euro_stoxx
2019-03-18,3387.94,3385.46,3392.63,3380.65,37000.21,0.05,euro_stoxx
2019-03-15,3386.08,3345.06,3394.32,3345.06,94000.14,1.32,euro_stoxx
2019-03-14,3342.03,3322.92,3349.85,3322.92,38000.45,0.56,euro_stoxx
2019-03-13,3323.45,3301.81,3327.35,3300.17,33000.48,0.59,euro_stoxx
2019-03-12,3303.95,3312.32,3320.24,3291.91,31000.69,-0.01,euro_stoxx
2019-03-11,3304.44,3290.76,3306.64,3284.68,30000.33,0.63,euro_stoxx
2019-03-08,3283.6,3299.85,3299.85,3273.68,46000.67,-0.76,euro_stoxx
2019-03-07,3308.85,3321.18,3337.66,3293.34,57000.84,-0.48,euro_stoxx
2019-03-06,3324.67,3322.96,3340.67,3317.98,37000.04,-0.08,euro_stoxx
2019-03-05,3327.19,3316.96,3330.72,3308.64,34000.82,0.3,euro_stoxx
2019-03-04,3317.12,3318.1,3329.65,3315.63,29000.0,0.15,euro_stoxx
2019-03-01,3312.1,3306.59,3330.48,3306.59,39000.24,0.42,euro_stoxx
2019-02-28,3298.26,3271.14,3301.02,3268.95,52000.76,0.47,euro_stoxx
2019-02-27,3282.77,3283.57,3287.47,3269.98,43000.96,-0.2,euro_stoxx
2019-02-26,3289.32,3275.14,3293.76,3261.03,35000.4,0.28,euro_stoxx
2019-02-25,3280.01,3275.02,3289.48,3275.02,34000.42,0.29,euro_stoxx
2019-02-22,3270.55,3263.49,3281.78,3259.74,27000.4,0.21,euro_stoxx
2019-02-21,3263.7,3261.74,3270.07,3254.57,34000.68,0.13,euro_stoxx
2019-02-20,3259.49,3241.7,3264.71,3236.74,30000.86,0.62,euro_stoxx
2019-02-19,3239.41,3242.79,3251.22,3223.4,32000.34,-0.17,euro_stoxx
2019-02-18,3244.79,3239.1,3248.14,3235.57,28000.94,0.11,euro_stoxx
2019-02-15,3241.25,3179.38,3247.34,3175.71,54000.99,1.84,euro_stoxx
2019-02-14,3182.66,3212.95,3228.11,3182.66,39000.15,-0.62,euro_stoxx
2019-02-13,3202.37,3194.73,3214.22,3192.03,35000.17,0.36,euro_stoxx
2019-02-12,3190.75,3176.76,3200.5,3176.76,35000.63,0.79,euro_stoxx
2019-02-11,3165.61,3142.84,3173.39,3142.84,34000.36,0.96,euro_stoxx
2019-02-08,3135.62,3151.17,3161.14,3124.62,39000.5,-0.48,euro_stoxx
2019-02-07,3150.76,3204.93,3208.67,3150.76,46000.94,-1.93,euro_stoxx
2019-02-06,3212.75,3208.43,3216.13,3199.03,41000.03,-0.07,euro_stoxx
2019-02-05,3215.04,3165.84,3215.04,3162.78,51000.9,1.57,euro_stoxx
2019-02-04,3165.2,3170.3,3174.23,3143.87,34000.19,-0.19,euro_stoxx
2019-02-01,3171.12,3162.46,3171.95,3143.5,46000.65,0.37,euro_stoxx
2019-01-31,3159.43,3163.02,3177.1,3129.58,63000.22,-0.07,euro_stoxx
2019-01-30,3161.74,3155.8,3163.34,3148.84,33000.89,0.26,euro_stoxx
2019-01-29,3153.42,3136.15,3166.24,3130.75,30000.92,0.51,euro_stoxx
2019-01-28,3137.27,3157.0,3157.0,3131.26,32000.31,-0.82,euro_stoxx
2019-01-25,3163.24,3133.81,3168.03,3133.81,39000.27,1.18,euro_stoxx
2019-01-24,3126.31,3113.89,3136.42,3107.67,39000.7,0.46,euro_stoxx
2019-01-23,3112.13,3104.08,3132.79,3094.48,33000.22,-0.02,euro_stoxx
2019-01-22,3112.8,3120.32,3122.76,3097.27,30000.95,-0.39,euro_stoxx
2019-01-21,3125.07,3131.85,3131.85,3120.03,20000.9,-0.31,euro_stoxx
2019-01-18,3134.92,3079.15,3137.42,3079.15,49000.45,2.14,euro_stoxx
2019-01-17,3069.35,3069.41,3073.0,3053.08,33000.66,-0.26,euro_stoxx
2019-01-16,3077.22,3073.06,3083.56,3062.27,39000.0,0.3,euro_stoxx
2019-01-15,3068.05,3066.02,3088.49,3044.53,37000.74,0.42,euro_stoxx
2019-01-14,3055.18,3060.62,3063.34,3037.13,32000.14,-0.48,euro_stoxx
2019-01-11,3070.04,3079.59,3087.66,3056.36,33000.13,-0.18,euro_stoxx
2019-01-10,3075.73,3065.66,3075.83,3043.55,31000.55,0.18,euro_stoxx
2019-01-09,3070.24,3062.37,3089.17,3060.96,40000.6,0.5,euro_stoxx
2019-01-08,3054.94,3032.07,3079.11,3032.07,40000.11,0.7,euro_stoxx
2019-01-07,3033.64,3050.0,3054.72,3016.32,33000.79,-0.27,euro_stoxx
2019-01-04,3041.85,2964.15,3050.66,2964.15,44000.43,2.95,euro_stoxx
2019-01-03,2954.66,2978.28,2984.52,2950.82,36000.17,-1.29,euro_stoxx
2019-01-02,2993.18,2982.8,3002.52,2936.76,33000.66,-0.27,euro_stoxx
2018-12-31,3001.42,2991.4,3003.01,2990.61,22000.05,0.5,euro_stoxx
2018-12-28,2986.53,2952.05,2996.17,2951.51,33000.81,1.67,euro_stoxx
2018-12-27,2937.36,2987.67,2997.24,2908.7,47000.01,-1.22,euro_stoxx
2018-12-24,2973.78,2993.45,2993.45,2973.22,50000.59,-0.89,euro_stoxx
2018-12-21,3000.61,2996.92,3003.06,2957.56,87000.44,0.02,euro_stoxx
2018-12-20,3000.06,3031.32,3031.32,2993.4,58000.89,-1.68,euro_stoxx
2018-12-19,3051.38,3042.19,3063.7,3042.19,48000.1,0.37,euro_stoxx
2018-12-18,3040.13,3054.01,3067.54,3040.13,44000.97,-0.77,euro_stoxx
2018-12-17,3063.65,3088.97,3092.82,3053.56,37000.71,-0.94,euro_stoxx
2018-12-14,3092.6,3102.09,3103.17,3063.23,35000.33,-0.63,euro_stoxx
2018-12-13,3112.17,3110.57,3128.1,3100.11,46000.73,0.14,euro_stoxx
2018-12-12,3107.97,3059.25,3119.2,3059.25,48000.95,1.72,euro_stoxx
2018-12-11,3055.32,3028.93,3083.5,3028.93,43000.65,1.27,euro_stoxx
2018-12-10,3016.99,3054.67,3054.67,3007.53,44000.43,-1.36,euro_stoxx
2018-12-07,3058.53,3057.99,3097.92,3057.99,41000.13,0.41,euro_stoxx
2018-12-06,3045.94,3139.85,3139.85,3033.95,58000.19,-3.31,euro_stoxx
2018-12-05,3150.27,3181.68,3181.68,3146.11,34000.6,-1.22,euro_stoxx
2018-12-04,3189.25,3208.44,3210.51,3189.0,36000.13,-0.8,euro_stoxx
2018-12-03,3214.99,3187.33,3244.98,3187.33,43000.2,1.32,euro_stoxx
2018-11-30,3173.13,3178.06,3182.16,3159.08,43000.62,-0.03,euro_stoxx
2018-11-29,3174.16,3176.31,3197.9,3169.85,37000.93,0.19,euro_stoxx
2018-11-28,3168.29,3170.96,3184.68,3165.83,37000.76,0.06,euro_stoxx
2018-11-27,3166.42,3173.14,3186.84,3151.89,38000.19,-0.2,euro_stoxx
2018-11-26,3172.71,3151.22,3184.66,3151.22,46000.68,1.13,euro_stoxx
2018-11-23,3137.21,3127.94,3145.04,3114.74,26000.6,0.34,euro_stoxx
2018-11-22,3126.67,3148.8,3148.8,3121.59,30000.93,-0.86,euro_stoxx
2018-11-21,3153.91,3124.6,3156.77,3124.6,39000.77,1.21,euro_stoxx
2018-11-20,3116.07,3153.19,3153.19,3100.77,46000.13,-1.4,euro_stoxx
2018-11-19,3160.33,3184.51,3206.58,3157.95,31000.03,-0.64,euro_stoxx
2018-11-16,3180.74,3197.61,3214.57,3158.87,48000.78,-0.3,euro_stoxx
2018-11-15,3190.31,3210.04,3227.74,3164.85,39000.59,-0.47,euro_stoxx
2018-11-14,3205.36,3213.35,3239.99,3179.08,33000.9,-0.6,euro_stoxx
2018-11-13,3224.82,3200.08,3228.88,3196.7,35000.68,0.96,euro_stoxx
2018-11-12,3194.08,3237.95,3248.33,3192.58,31000.96,-1.1,euro_stoxx
2018-11-09,3229.49,3233.11,3234.79,3204.94,39000.67,-0.25,euro_stoxx
2018-11-08,3237.6,3248.7,3263.72,3231.8,33000.12,-0.26,euro_stoxx
2018-11-07,3246.16,3212.67,3251.95,3212.67,43000.72,1.21,euro_stoxx
2018-11-06,3207.42,3219.08,3222.59,3197.14,34000.56,-0.31,euro_stoxx
2018-11-05,3217.37,3215.73,3230.98,3210.76,30000.72,0.09,euro_stoxx
2018-11-02,3214.41,3217.78,3251.67,3214.39,40000.69,0.32,euro_stoxx
2018-11-01,3204.21,3196.13,3227.42,3192.38,38000.41,0.21,euro_stoxx
2018-10-31,3197.51,3160.02,3210.29,3160.02,61000.63,1.6,euro_stoxx
2018-10-30,3147.13,3157.31,3169.75,3123.92,42000.35,-0.25,euro_stoxx
2018-10-29,3154.93,3139.03,3182.23,3138.7,40000.85,0.64,euro_stoxx
2018-10-26,3134.89,3157.11,3157.11,3090.85,54000.19,-0.93,euro_stoxx
2018-10-25,3164.4,3126.69,3166.44,3107.88,52000.19,1.09,euro_stoxx
2018-10-24,3130.33,3144.16,3185.99,3128.93,44000.59,-0.34,euro_stoxx
2018-10-23,3140.94,3179.07,3179.07,3132.29,51000.16,-1.54,euro_stoxx
2018-10-22,3190.09,3217.55,3245.87,3187.5,42000.62,-0.65,euro_stoxx
2018-10-19,3210.82,3210.82,3225.64,3183.2,65000.46,-0.02,euro_stoxx
2018-10-18,3211.59,3241.79,3258.34,3211.59,48000.62,-0.97,euro_stoxx
2018-10-17,3243.08,3260.29,3282.23,3230.3,37000.55,-0.44,euro_stoxx
2018-10-16,3257.34,3211.47,3260.81,3208.14,41000.6,1.46,euro_stoxx
2018-10-15,3210.37,3193.79,3214.91,3180.61,31000.36,0.5,euro_stoxx
2018-10-12,3194.41,3219.19,3245.16,3193.4,43000.63,-0.46,euro_stoxx
2018-10-11,3209.19,3245.58,3254.37,3206.2,58000.43,-1.77,euro_stoxx
2018-10-10,3266.9,3321.59,3321.59,3266.23,45000.42,-1.65,euro_stoxx
2018-10-09,3321.79,3311.34,3327.53,3278.02,49000.33,0.36,euro_stoxx
2018-10-08,3309.72,3338.02,3338.02,3306.28,40000.63,-1.07,euro_stoxx
2018-10-05,3345.51,3374.27,3377.7,3343.67,38000.44,-0.88,euro_stoxx
2018-10-04,3375.08,3400.12,3400.15,3371.22,43000.22,-0.89,euro_stoxx
2018-10-03,3405.48,3395.16,3414.23,3389.52,39000.81,0.49,euro_stoxx
2018-10-02,3388.99,3403.59,3403.59,3370.95,47000.62,-0.74,euro_stoxx
2018-10-01,3414.16,3399.96,3425.45,3398.34,40000.33,0.44,euro_stoxx
2018-09-28,3399.2,3440.4,3440.4,3380.27,70000.05,-1.47,euro_stoxx
2018-09-27,3449.79,3429.58,3452.41,3408.48,38000.36,0.48,euro_stoxx
2018-09-26,3433.15,3421.9,3433.74,3415.58,34000.22,0.39,euro_stoxx
2018-09-25,3419.78,3410.05,3425.64,3408.7,35000.9,0.27,euro_stoxx
2018-09-24,3410.44,3426.85,3426.85,3405.42,33000.5,-0.59,euro_stoxx
2018-09-21,3430.81,3407.46,3436.48,3407.46,123000.5,0.81,euro_stoxx
2018-09-20,3403.12,3369.0,3409.22,3368.37,54000.59,1.03,euro_stoxx
2018-09-19,3368.56,3359.87,3373.9,3351.64,45000.42,0.3,euro_stoxx
2018-09-18,3358.46,3343.99,3368.31,3337.37,35000.56,0.37,euro_stoxx
2018-09-17,3346.11,3340.04,3351.35,3333.47,34000.8,0.04,euro_stoxx
2018-09-14,3344.63,3339.31,3351.53,3334.24,30000.79,0.33,euro_stoxx
2018-09-13,3333.68,3325.44,3354.07,3323.09,37000.02,0.21,euro_stoxx
2018-09-12,3326.6,3313.98,3329.55,3304.8,43000.34,0.45,euro_stoxx
2018-09-11,3311.66,3313.09,3318.59,3286.97,35000.78,0.07,euro_stoxx
2018-09-10,3309.28,3291.65,3323.55,3288.97,42000.17,0.48,euro_stoxx
2018-09-07,3293.36,3298.01,3305.63,3274.4,43000.07,-0.08,euro_stoxx
2018-09-06,3295.95,3315.88,3328.69,3295.95,39000.78,-0.59,euro_stoxx
2018-09-05,3315.62,3352.71,3352.71,3315.42,54000.14,-1.3,euro_stoxx
2018-09-04,3359.36,3401.25,3408.25,3343.98,44000.82,-1.05,euro_stoxx
2018-09-03,3394.99,3391.82,3397.24,3382.02,23000.26,0.06,euro_stoxx
2018-08-31,3392.9,3428.63,3428.63,3389.92,42000.81,-1.11,euro_stoxx
2018-08-30,3430.99,3452.94,3452.94,3423.42,34000.61,-0.73,euro_stoxx
2018-08-29,3456.13,3448.44,3457.84,3438.15,26000.71,0.25,euro_stoxx
2018-08-28,3447.57,3459.12,3463.03,3447.55,32000.42,-0.24,euro_stoxx
2018-08-27,3456.01,3435.12,3460.72,3433.59,19000.73,0.83,euro_stoxx
2018-08-24,3427.44,3419.45,3436.55,3419.45,23000.01,0.24,euro_stoxx
2018-08-23,3419.26,3420.6,3430.37,3416.1,25000.14,-0.03,euro_stoxx
2018-08-22,3420.18,3408.28,3429.59,3404.87,30000.09,0.25,euro_stoxx
2018-08-21,3411.66,3390.26,3424.0,3387.04,29000.32,0.53,euro_stoxx
2018-08-20,3393.67,3376.38,3405.17,3376.38,23000.0,0.61,euro_stoxx
2018-08-17,3372.94,3378.49,3385.74,3354.3,37000.45,-0.14,euro_stoxx
2018-08-16,3377.56,3366.01,3381.63,3357.49,35000.45,0.55,euro_stoxx
2018-08-15,3359.08,3411.27,3422.86,3349.14,38000.55,-1.48,euro_stoxx
2018-08-14,3409.44,3415.08,3435.12,3398.38,34000.59,-0.01,euro_stoxx
2018-08-13,3409.68,3423.37,3424.23,3400.23,41000.68,-0.48,euro_stoxx
2018-08-10,3426.28,3486.31,3486.31,3413.68,58000.23,-1.94,euro_stoxx
2018-08-09,3494.13,3490.37,3496.97,3478.28,27000.2,0.02,euro_stoxx
2018-08-08,3493.6,3502.17,3509.31,3486.57,30000.39,-0.31,euro_stoxx
2018-08-07,3504.37,3487.03,3514.97,3487.03,27000.82,0.6,euro_stoxx
2018-08-06,3483.3,3483.19,3502.35,3472.01,29000.32,0.03,euro_stoxx
